chrom:start-end:strand	nb_ccr	gene_id	biotype
13:137185109-137240863:-	12	ENSSSCG00000024904	c
13:137185109-137226265:-	22	ENSSSCG00000024904	c
13:137195359-137240863:-	35	ENSSSCG00000024904	c
13:137195359-137226265:-	5	ENSSSCG00000024904	c
13:137224795-137240863:-	22	ENSSSCG00000024904	c
13:137373442-137376721:-	16	ENSSSCG00000011870	c
13:137666702-137674826:-	5	ENSSSCG00000036766	c
13:138045082-138070357:+	6	ENSSSCG00000028475	c
13:138081343-138085737:+	8	ENSSSCG00000028475	c
13:138082704-138083230:+	16	ENSSSCG00000028475	c
13:138689543-138690047:+	7	ENSSSCG00000011881	c
13:138689543-138692413:+	12	ENSSSCG00000011881	c
13:138689543-138707281:+	14	ENSSSCG00000011881	c
13:138689543-138711370:+	5	ENSSSCG00000011881	c
13:138713943-138736983:+	9	ENSSSCG00000011881	c
13:138713943-138729990:+	16	ENSSSCG00000011881	c
13:138781458-138790284:+	5	ENSSSCG00000011882	c
13:138827162-138835617:+	5	ENSSSCG00000011882	c
13:138841860-138843886:+	8	ENSSSCG00000011882	c
13:138841860-138843140:+	5	ENSSSCG00000011882	c
13:138983207-139015614:+	5	ENSSSCG00000036613	c
13:138999093-139027119:+	6	ENSSSCG00000036613	c
13:139072086-139083855:+	7	ENSSSCG00000036613	c
13:139127459-139147462:-	5	ENSSSCG00000039888	c
13:139127459-139129715:-	7	ENSSSCG00000039888	c
13:139280456-139360522:-	6	ENSSSCG00000039888	c
13:139309727-139360522:-	10	ENSSSCG00000039888	c
13:139309727-139335327:-	18	ENSSSCG00000039888	c
13:139360421-139444124:-	8	ENSSSCG00000039888	c
13:139360421-139391048:-	24	ENSSSCG00000039888	c
13:140146042-140216329:+	5	ENSSSCG00000011889	c
13:140216135-140294573:+	5	ENSSSCG00000011889	c
13:140258656-140286985:+	7	ENSSSCG00000011889	c
13:140258656-140294573:+	12	ENSSSCG00000011889	c
13:140282901-140286985:+	57	ENSSSCG00000011889	c
13:140282901-140294573:+	13	ENSSSCG00000011889	c
13:140290846-140332735:+	12	ENSSSCG00000011889	c
13:140290846-140319624:+	9	ENSSSCG00000011889	c
13:140319528-140332735:+	10	ENSSSCG00000011889	c
13:140502582-140520271:-	11	ENSSSCG00000011892	c
13:140511412-140547077:-	9	ENSSSCG00000011892	c
13:140511412-140545977:-	10	ENSSSCG00000011892	c
13:140520089-140547077:-	8	ENSSSCG00000011892	c
13:140737429-140755520:-	19	ENSSSCG00000037639	c
13:140749899-140755520:-	8	ENSSSCG00000037639	c
13:140805617-140817139:+	53	ENSSSCG00000011901	c
13:140805617-140811588:+	28	ENSSSCG00000011901	c
13:141259955-141265452:+	37	ENSSSCG00000011906	c
13:144850864-144851195:-	9	ENSSSCG00000031244	c
13:145888936-145903705:+	7	ENSSSCG00000011913	c
13:145898269-145903705:+	9	ENSSSCG00000011913	c
13:145962614-145967306:+	7	ENSSSCG00000011913	c
13:146010164-146031755:-	5	ENSSSCG00000011915	c
13:146020473-146078858:-	10	ENSSSCG00000011915	c
13:146031595-146078858:-	10	ENSSSCG00000011915	c
13:146036552-146078858:-	61	ENSSSCG00000011915	c
13:146058077-146073692:-	17	ENSSSCG00000011915	c
13:146058077-146078858:-	466	ENSSSCG00000011915	c
13:146058077-146066269:-	19	ENSSSCG00000011915	c
13:146065489-146078858:-	6	ENSSSCG00000011915	c
13:146211072-146212596:+	12	ENSSSCG00000011917	c
13:146421222-146438569:+	16	ENSSSCG00000024663	c
13:146421222-146428798:+	61	ENSSSCG00000024663	c
13:146421222-146435567:+	13	ENSSSCG00000024663	c
13:146480423-146501583:+	9	ENSSSCG00000021271	c
13:146592252-146595915:+	12	ENSSSCG00000021271	c
13:146613054-146614680:+	12	ENSSSCG00000021271	c
13:146924090-146925837:-	8	ENSSSCG00000036952	c
13:147299557-147304903:+	9	ENSSSCG00000011930	c
13:147522797-147548739:+	11	ENSSSCG00000023918	c
13:147522797-147543498:+	10	ENSSSCG00000023918	c
13:147539590-147574197:+	6	ENSSSCG00000023918	c
13:147554198-147574197:+	7	ENSSSCG00000023918	c
13:147589607-147598146:+	14	ENSSSCG00000023918	c
13:147837955-147839301:-	47	ENSSSCG00000022081	c
13:148110065-148114369:-	5	ENSSSCG00000023993	c
13:148110065-148168420:-	6	ENSSSCG00000023993	c
13:148124256-148168420:-	17	ENSSSCG00000023993	c
13:148143813-148177771:-	12	ENSSSCG00000023993	c
13:148143813-148168420:-	26	ENSSSCG00000023993	c
13:148150709-148168420:-	81	ENSSSCG00000023993	c
13:148164224-148168420:-	37	ENSSSCG00000023993	c
13:148496645-148534946:-	24	ENSSSCG00000011933	c
13:148496645-148499206:-	16	ENSSSCG00000011933	c
13:148517272-148534946:-	48	ENSSSCG00000011933	c
13:148517272-148526436:-	5	ENSSSCG00000011933	c
13:148522544-148534946:-	14	ENSSSCG00000011933	c
13:150438195-150457142:+	45	ENSSSCG00000011937	c
13:150438195-150490019:+	6	ENSSSCG00000011937	c
13:150481201-150490019:+	8	ENSSSCG00000011937	c
13:150509085-150517525:+	10	ENSSSCG00000011937	c
13:150533572-150539589:+	20	ENSSSCG00000011937	c
13:150854012-150878102:-	14	ENSSSCG00000011940	c
13:151307558-151329928:+	14	ENSSSCG00000011941	c
13:151781933-151818699:-	7	ENSSSCG00000011943	c
13:151781933-151801373:-	5	ENSSSCG00000011943	c
13:151797391-151818699:-	10	ENSSSCG00000011943	c
13:151811868-151818699:-	66	ENSSSCG00000011943	c
13:153578532-153611708:+	9	ENSSSCG00000022486	c
13:157383000-157384870:-	10	ENSSSCG00000011949	c
13:157429170-157436827:+	5	ENSSSCG00000011953	c
13:157429170-157430724:+	6	ENSSSCG00000011953	c
13:157615687-157620327:+	17	ENSSSCG00000021791	c
13:157615687-157628266:+	26	ENSSSCG00000021791	c
13:157620145-157622950:+	17	ENSSSCG00000021791	c
13:157622607-157622950:+	9	ENSSSCG00000021791	c
13:157683718-157731436:+	5	ENSSSCG00000031273	c
13:157683718-157702233:+	21	ENSSSCG00000031273	c
13:157683718-157696297:+	7	ENSSSCG00000031273	c
13:158599500-158601951:+	7	ENSSSCG00000011963	c
13:158599500-158604772:+	5	ENSSSCG00000011963	c
13:158599500-158613577:+	7	ENSSSCG00000011963	c
13:158604662-158606537:+	5	ENSSSCG00000011963	c
13:158669693-158686017:-	16	ENSSSCG00000030486	c
13:158678055-158693886:-	9	ENSSSCG00000030486	c
13:158683518-158686017:-	28	ENSSSCG00000030486	c
13:158683518-158688234:-	6	ENSSSCG00000030486	c
13:158685846-158688234:-	20	ENSSSCG00000030486	c
13:158685846-158689748:-	7	ENSSSCG00000030486	c
13:158702651-158706746:-	5	ENSSSCG00000030486	c
13:160189395-160204381:-	5	ENSSSCG00000034493	c
13:162335625-162350187:+	5	ENSSSCG00000034501	c
13:162388402-162401582:-	16	ENSSSCG00000022895	c
13:162388402-162419055:-	9	ENSSSCG00000022895	c
13:162540259-162552422:-	107	ENSSSCG00000027278	c
13:165850548-165891486:-	22	ENSSSCG00000027571	c
13:165970470-165992011:+	6	ENSSSCG00000025463	c
13:165970470-165984844:+	5	ENSSSCG00000025463	c
13:166836890-166837551:-	20	ENSSSCG00000026130	c
13:167824034-167842322:-	45	ENSSSCG00000036885	c
13:167824034-167872465:-	20	ENSSSCG00000036885	c
13:173821240-173840262:+	5	ENSSSCG00000012000	c
13:179144017-179164126:-	7	ENSSSCG00000012004	c
13:179155645-179167607:-	6	ENSSSCG00000012004	c
13:179314545-179316673:-	19	ENSSSCG00000012007	c
13:180591410-180598901:+	5	ENSSSCG00000024623	c
13:180594654-180654566:+	8	ENSSSCG00000024623	c
13:180606798-180638334:+	13	ENSSSCG00000024623	c
13:180606798-180641372:+	28	ENSSSCG00000024623	c
13:182861236-182881678:-	5	ENSSSCG00000012019	c
13:184297012-184298151:+	12	ENSSSCG00000038421	lnc
13:189297185-189305963:+	7	ENSSSCG00000037655	c
13:189317681-189318261:+	27	ENSSSCG00000037655	c
13:189523365-189528484:-	6	ENSSSCG00000012022	c
13:192251884-192259123:+	39	ENSSSCG00000028724	c
13:192323654-192331214:-	6	ENSSSCG00000030528	c
13:192347602-192351974:-	11	ENSSSCG00000030528	c
13:192350346-192351974:-	8	ENSSSCG00000030528	c
13:192380630-192388178:+	23	ENSSSCG00000027594	c
13:192380630-192389616:+	6	ENSSSCG00000027594	c
13:192382946-192386740:+	9	ENSSSCG00000027594	c
13:192411505-192414157:-	5	ENSSSCG00000026761	c
13:192412912-192414157:-	9	ENSSSCG00000026761	c
13:194843737-194866747:-	10	ENSSSCG00000012034	c
13:195357996-195362080:-	6	ENSSSCG00000021023	c
13:195361318-195364404:-	29	ENSSSCG00000021023	c
13:195370475-195375057:-	17	ENSSSCG00000021023	c
13:195639064-195658865:+	7	ENSSSCG00000029392	c
13:196261412-196266209:-	10	ENSSSCG00000012035	c
13:196264001-196273952:-	50	ENSSSCG00000012035	c
13:196264681-196266209:-	22	ENSSSCG00000012035	c
13:196264681-196273952:-	6	ENSSSCG00000012035	c
13:196296301-196304003:-	17	ENSSSCG00000012035	c
13:196301981-196304003:-	15	ENSSSCG00000012035	c
13:197030437-197031113:+	12	ENSSSCG00000034378	c
13:197054744-197067577:-	10	ENSSSCG00000034624	c
13:197055404-197067577:-	13	ENSSSCG00000034624	c
13:197062123-197067577:-	5	ENSSSCG00000034624	c
13:197138887-197142966:-	13	ENSSSCG00000030677	c
13:197148770-197151492:-	12	ENSSSCG00000030677	c
13:197153998-197155841:-	34	ENSSSCG00000030677	c
13:197176728-197177241:+	5	ENSSSCG00000023674	c
13:197211694-197225536:-	18	ENSSSCG00000028377, ENSSSCG00000027089	c
13:197217518-197234703:-	5	ENSSSCG00000028377, ENSSSCG00000027089	c
13:197364155-197366251:+	5	ENSSSCG00000024614	c
13:199572678-199575466:-	7	ENSSSCG00000028883	c
13:200007333-200012649:+	17	ENSSSCG00000012055	c
13:200017892-200023406:+	15	ENSSSCG00000012055	c
13:200020687-200025874:+	25	ENSSSCG00000012055	c
13:200020687-200029646:+	15	ENSSSCG00000012055	c
13:200023301-200025874:+	7	ENSSSCG00000012055	c
13:200023301-200029646:+	7	ENSSSCG00000012055	c
13:200546425-200588242:-	6	ENSSSCG00000012059	c
13:200546425-200546697:-	7	ENSSSCG00000012059	c
13:200578706-200588242:-	6	ENSSSCG00000012059	c
13:200707865-200718953:+	8	ENSSSCG00000012062	c
13:200707865-200731785:+	44	ENSSSCG00000012062	c
13:200708915-200714208:+	5	ENSSSCG00000012062	c
13:200710375-200718953:+	6	ENSSSCG00000012062	c
13:200710375-200714208:+	5	ENSSSCG00000012062	c
13:200731730-200752458:+	8	ENSSSCG00000012062	c
13:200731730-200759988:+	8	ENSSSCG00000012062	c
13:201043325-201068601:+	214	ENSSSCG00000030480	c
13:201043325-201121879:+	14	ENSSSCG00000030480	c
13:201067068-201068601:+	114	ENSSSCG00000030480	c
13:201150894-201151813:+	6	ENSSSCG00000030480	c
13:202796616-202807630:-	33	ENSSSCG00000021042	c
13:202806711-202807630:-	44	ENSSSCG00000021042	c
13:202806711-202808210:-	5	ENSSSCG00000021042	c
13:202809349-202813718:-	9	ENSSSCG00000021042	c
13:202827127-202827455:-	31	ENSSSCG00000021042	c
13:202827127-202834983:-	11	ENSSSCG00000021042	c
13:202829388-202829578:-	14	ENSSSCG00000021042	c
13:202829388-202843990:-	10	ENSSSCG00000021042	c
13:202829388-202839624:-	15	ENSSSCG00000021042	c
13:202832487-202839624:-	7	ENSSSCG00000021042	c
13:202843806-202851505:-	7	ENSSSCG00000021042	c
13:202855454-202855936:-	17	ENSSSCG00000021042	c
13:202855454-202875571:-	7	ENSSSCG00000021042	c
13:202859234-202865302:-	10	ENSSSCG00000021042	c
13:202861275-202875571:-	11	ENSSSCG00000021042	c
13:202863731-202875571:-	7	ENSSSCG00000021042	c
13:202865201-202875571:-	21	ENSSSCG00000021042	c
13:202874106-202875571:-	31	ENSSSCG00000021042	c
13:202874106-202878755:-	25	ENSSSCG00000021042	c
13:202992645-203005758:-	7	ENSSSCG00000028122	c
13:203005620-203030451:-	18	ENSSSCG00000028122	c
13:203057196-203088031:+	5	ENSSSCG00000029219	c
13:203703612-203716345:-	9	ENSSSCG00000012072	c
13:203713495-203716345:-	18	ENSSSCG00000012072	c
13:203875633-203876932:-	8	ENSSSCG00000012072	c
13:203883187-203896406:-	5	ENSSSCG00000012072	c
13:206168638-206175031:+	8	ENSSSCG00000037663	c
13:206168638-206184025:+	9	ENSSSCG00000037663	c
13:206170887-206173479:+	11	ENSSSCG00000037663	c
13:206219684-206222170:-	15	ENSSSCG00000040779	c
13:206585678-206612556:-	38	ENSSSCG00000022164	c
13:206585678-206604708:-	17	ENSSSCG00000022164	c
13:206585678-206626785:-	5	ENSSSCG00000022164	c
13:206595222-206626785:-	114	ENSSSCG00000022164	c
13:206595222-206612556:-	43	ENSSSCG00000022164	c
13:206595222-206604708:-	11	ENSSSCG00000022164	c
13:206602108-206626785:-	33	ENSSSCG00000022164	c
13:206602108-206612556:-	13	ENSSSCG00000022164	c
13:206638223-206643621:+	5	ENSSSCG00000021698	c
13:206640465-206641098:+	8	ENSSSCG00000021698	c
13:206959482-206976528:+	9	ENSSSCG00000039085	c
13:206959482-206970402:+	88	ENSSSCG00000039085	c
13:206959482-206962457:+	16	ENSSSCG00000039085	c
13:206986083-206987084:+	80	ENSSSCG00000039085	c
13:206986083-206990757:+	86	ENSSSCG00000039085	c
13:206990213-206995917:+	6	ENSSSCG00000039085	c
13:207448262-207450523:-	11	ENSSSCG00000027165	c
13:207448262-207458489:-	8	ENSSSCG00000027165	c
13:207458313-207458489:-	7	ENSSSCG00000027165	c
14:249922-287094:+	17	ENSSSCG00000035901	c
14:919879-920515:+	37	ENSSSCG00000028033	c
14:932378-935525:+	18	ENSSSCG00000028033	c
14:944148-945397:+	8	ENSSSCG00000028033	c
14:3166314-3185555:+	13	ENSSSCG00000009595	c
14:3166314-3172703:+	12	ENSSSCG00000009595	c
14:3406015-3440521:+	5	ENSSSCG00000033204	c
14:4113662-4122496:+	11	ENSSSCG00000040631	c
14:4113662-4124280:+	6	ENSSSCG00000040631	c
14:4302625-4304316:+	12	ENSSSCG00000028694	c
14:4305017-4308988:+	32	ENSSSCG00000028694	c
14:4305017-4306810:+	32	ENSSSCG00000028694	c
14:5801649-5802004:-	7	ENSSSCG00000009605	c
14:6248561-6251584:+	7	ENSSSCG00000009611	c
14:6565443-6572198:+	51	ENSSSCG00000030228	c
14:6565443-6565814:+	108	ENSSSCG00000030228	c
14:6569330-6572198:+	40	ENSSSCG00000030228	c
14:6594558-6607135:+	366	ENSSSCG00000030228	c
14:6594558-6613565:+	26	ENSSSCG00000030228	c
14:6594558-6596416:+	13	ENSSSCG00000030228	c
14:6594558-6600787:+	23	ENSSSCG00000030228	c
14:6594558-6610745:+	16	ENSSSCG00000030228	c
14:6594558-6605141:+	7	ENSSSCG00000030228	c
14:6596326-6607135:+	12	ENSSSCG00000030228	c
14:6605027-6613565:+	5	ENSSSCG00000030228	c
14:6609955-6613565:+	6	ENSSSCG00000030228	c
14:6745389-6746054:+	43	ENSSSCG00000032622	c
14:6745389-6754347:+	15	ENSSSCG00000032622	c
14:6745389-6761381:+	6	ENSSSCG00000032622	c
14:6745389-6783462:+	5	ENSSSCG00000032622	c
14:6754235-6771753:+	7	ENSSSCG00000032622	c
14:6766437-6771753:+	15	ENSSSCG00000032622	c
14:6766437-6770693:+	7	ENSSSCG00000032622	c
14:8395979-8420694:+	5	ENSSSCG00000009644	c
14:8434543-8437573:+	5	ENSSSCG00000009644	c
14:9391104-9395282:+	7	ENSSSCG00000009650	c
14:9414437-9418735:+	6	ENSSSCG00000009650	c
14:9478894-9498411:-	119	ENSSSCG00000009652	c
14:9478894-9505715:-	280	ENSSSCG00000009652	c
14:9478894-9480356:-	90	ENSSSCG00000009652	c
14:9480103-9505715:-	5	ENSSSCG00000009652	c
14:9497311-9498411:-	157	ENSSSCG00000009652	c
14:9497311-9505715:-	209	ENSSSCG00000009652	c
14:9498314-9505715:-	5	ENSSSCG00000009652	c
14:10529938-10531160:+	5	ENSSSCG00000030130	c
14:11883510-11908167:+	8	ENSSSCG00000009674	c
14:11902655-11908167:+	30	ENSSSCG00000009674	c
14:11905047-11908167:+	9	ENSSSCG00000009674	c
14:12245585-12251346:-	7	ENSSSCG00000009676	c
14:12291274-12331444:+	11	ENSSSCG00000009679	c
14:12323740-12331444:+	33	ENSSSCG00000009679	c
14:12330426-12331444:+	15	ENSSSCG00000009679	c
14:12530403-12546352:+	49	ENSSSCG00000009680	c
14:12602422-12604654:-	9	ENSSSCG00000009681	c
14:12618993-12655881:-	6	ENSSSCG00000009681	c
14:12638527-12655881:-	11	ENSSSCG00000009681	c
14:12777089-12786106:+	9	ENSSSCG00000009682	c
14:12876519-12879522:+	6	ENSSSCG00000009682	c
14:14482168-14492611:+	15	ENSSSCG00000035133	c
14:14486401-14492611:+	14	ENSSSCG00000035133	c
14:15459819-15528827:+	49	ENSSSCG00000009698	c
14:15459819-15514799:+	20	ENSSSCG00000009698	c
14:15459819-15560268:+	7	ENSSSCG00000009698	c
14:15908255-15929212:+	11	ENSSSCG00000009702	c
14:20168414-20169290:+	7	ENSSSCG00000009714	c
14:20168414-20178440:+	18	ENSSSCG00000009714	c
14:20168414-20203263:+	5	ENSSSCG00000009714	c
14:20168414-20187416:+	7	ENSSSCG00000009714	c
14:20168414-20191373:+	5	ENSSSCG00000009714	c
14:20178342-20191373:+	18	ENSSSCG00000009714	c
14:20178342-20203263:+	8	ENSSSCG00000009714	c
14:20187332-20203263:+	5	ENSSSCG00000009714	c
14:20281912-20309806:+	21	ENSSSCG00000009714	c
14:20281912-20298983:+	32	ENSSSCG00000009714	c
14:20281912-20317215:+	9	ENSSSCG00000009714	c
14:20294335-20298983:+	7	ENSSSCG00000009714	c
14:20623839-20627939:+	7	ENSSSCG00000009717	c
14:22486243-22486819:-	9	ENSSSCG00000033616	c
14:22486243-22489679:-	5	ENSSSCG00000033616	c
14:22572450-22577570:-	15	ENSSSCG00000009729	c
14:22627731-22628176:+	5	ENSSSCG00000009732	c
14:22751412-22751889:+	7	ENSSSCG00000026781	c
14:22776542-22777086:-	5	ENSSSCG00000035618	c
14:22820685-22822329:+	9	ENSSSCG00000033051	c
14:23265843-23266318:+	8	ENSSSCG00000028735	c
14:23265994-23266318:+	12	ENSSSCG00000028735	c
14:23330814-23332899:-	5	ENSSSCG00000028018	c
14:23359667-23361429:-	5	ENSSSCG00000028018	c
14:24316413-24316704:-	5	ENSSSCG00000009746	c
14:24746530-24756823:-	13	ENSSSCG00000009749	c
14:26021472-26054123:-	5	ENSSSCG00000033067	c
14:26130730-26136146:+	21	ENSSSCG00000025820	c
14:26137146-26148253:+	12	ENSSSCG00000025820	c
14:28129328-28149282:-	9	ENSSSCG00000009755	c
14:28129328-28142370:-	18	ENSSSCG00000009755	c
14:29110336-29112130:-	14	ENSSSCG00000009765	c
14:29139845-29147546:-	7	ENSSSCG00000009765	c
14:29144280-29147546:-	127	ENSSSCG00000009765	c
14:29165424-29172193:-	7	ENSSSCG00000009765	c
14:29193500-29193803:-	35	ENSSSCG00000009765	c
14:29197787-29198724:-	8	ENSSSCG00000009765	c
14:29205300-29206778:-	10	ENSSSCG00000009765	c
14:29208337-29211805:-	6	ENSSSCG00000009765	c
14:29234073-29246014:-	8	ENSSSCG00000009765	c
14:29234073-29243744:-	7	ENSSSCG00000009765	c
14:29237696-29246014:-	68	ENSSSCG00000009765	c
14:29237696-29243744:-	47	ENSSSCG00000009765	c
14:29241136-29243744:-	14	ENSSSCG00000009765	c
14:29241136-29246014:-	16	ENSSSCG00000009765	c
14:29243643-29246014:-	10	ENSSSCG00000009765	c
14:29273520-29290551:-	7	ENSSSCG00000009766	c
14:29281863-29290551:-	95	ENSSSCG00000009766	c
14:29283894-29290551:-	8	ENSSSCG00000009766	c
14:29316529-29330696:-	6	ENSSSCG00000009768	c
14:29321936-29330696:-	20	ENSSSCG00000009768	c
14:29371566-29372759:-	5	ENSSSCG00000009771	c
14:29444012-29445557:+	22	ENSSSCG00000009773	c
14:29595809-29597059:+	15	ENSSSCG00000009776	c
14:29601082-29602635:+	6	ENSSSCG00000009776	c
14:29602122-29612428:+	5	ENSSSCG00000009776	c
14:29612351-29614352:+	9	ENSSSCG00000009776	c
14:29673473-29684479:+	60	ENSSSCG00000009779	c
14:29674051-29689007:+	19	ENSSSCG00000009779	c
14:29674051-29684479:+	14	ENSSSCG00000009779	c
14:29676248-29684479:+	13	ENSSSCG00000009779	c
14:29680802-29684479:+	13	ENSSSCG00000009779	c
14:29689596-29693488:+	16	ENSSSCG00000009779	c
14:29689596-29696108:+	151	ENSSSCG00000009779	c
14:29689596-29716650:+	32	ENSSSCG00000009779	c
14:29689596-29707757:+	10	ENSSSCG00000009779	c
14:29693400-29710591:+	5	ENSSSCG00000009779	c
14:29695892-29710591:+	22	ENSSSCG00000009779	c
14:29707709-29710591:+	9	ENSSSCG00000009779	c
14:29715522-29716650:+	5	ENSSSCG00000009779	c
14:29717748-29718818:+	20	ENSSSCG00000009779	c
14:29719863-29721272:+	12	ENSSSCG00000009779	c
14:30039310-30047037:-	8	ENSSSCG00000009787	c
14:30046493-30056331:-	6	ENSSSCG00000009787	c
14:30187820-30191347:-	9	ENSSSCG00000039546	c
14:30190377-30200973:-	7	ENSSSCG00000039546	c
14:30230039-30233897:-	8	ENSSSCG00000039546	c
14:30273925-30281504:+	6	ENSSSCG00000009792	c
14:30369233-30371552:+	12	ENSSSCG00000009793	c
14:30426234-30453912:+	12	ENSSSCG00000009793	c
14:30483737-30491873:+	5	ENSSSCG00000028005	c
14:30500011-30508043:+	15	ENSSSCG00000009799	c
14:30506080-30508043:+	10	ENSSSCG00000009799	c
14:30736434-30743351:-	6	ENSSSCG00000009802	c
14:30765779-30772037:-	8	ENSSSCG00000009802	c
14:30771598-30772037:-	11	ENSSSCG00000009802	c
14:30779990-30782719:-	11	ENSSSCG00000009802	c
14:30922037-30936150:-	6	ENSSSCG00000009808	c
14:30929858-30936150:-	12	ENSSSCG00000009808	c
14:30933736-30936150:-	6	ENSSSCG00000009808	c
14:31058631-31107399:+	5	ENSSSCG00000029803	c
14:31091334-31091801:+	6	ENSSSCG00000029803	c
14:31091334-31107399:+	11	ENSSSCG00000029803	c
14:31116829-31127628:+	5	ENSSSCG00000029803	c
14:31264465-31278187:+	8	ENSSSCG00000009814	c
14:31692884-31693023:+	5	ENSSSCG00000034386	c
14:31692884-31720137:+	10	ENSSSCG00000034386	c
14:31719672-31728069:+	10	ENSSSCG00000034386	c
14:31838804-31839168:-	5	ENSSSCG00000009820	c
14:31861668-31861904:-	6	ENSSSCG00000009823	c
14:31872222-31885894:+	8	ENSSSCG00000009824	c
14:31873803-31874263:+	6	ENSSSCG00000009824	c
14:31873803-31885894:+	9	ENSSSCG00000009824	c
14:31911159-31916240:-	5	ENSSSCG00000009825	c
14:31987898-32000639:+	19	ENSSSCG00000009826	c
14:32078737-32079986:-	17	ENSSSCG00000009828	c
14:32705987-32710060:-	7	ENSSSCG00000009834	c
14:32705987-32706589:-	5	ENSSSCG00000009834	c
14:32709877-32734205:-	22	ENSSSCG00000009834	c
14:32734054-32737056:-	41	ENSSSCG00000009834	c
14:32813964-32828643:-	9	ENSSSCG00000040595	c
14:32871221-32879031:+	11	ENSSSCG00000009836	c
14:33019296-33052881:+	42	ENSSSCG00000009839	c
14:33019296-33029224:+	23	ENSSSCG00000009839	c
14:33019296-33044291:+	9	ENSSSCG00000009839	c
14:33042910-33052881:+	7	ENSSSCG00000009839	c
14:33051048-33075743:+	11	ENSSSCG00000009839	c
14:33051048-33052881:+	41	ENSSSCG00000009839	c
14:33115204-33121520:+	5	ENSSSCG00000009839	c
14:33115204-33126791:+	9	ENSSSCG00000009839	c
14:33115204-33122872:+	11	ENSSSCG00000009839	c
14:33816236-33816855:-	8	ENSSSCG00000009845	c
14:34616256-34622720:+	17	ENSSSCG00000009853	c
14:35332234-35333640:+	16	ENSSSCG00000009858	c
14:35461803-35487748:-	14	ENSSSCG00000009860	c
14:35484128-35487748:-	35	ENSSSCG00000009860	c
14:35512984-35550644:-	6	ENSSSCG00000009860	c
14:36101381-36101619:+	14	ENSSSCG00000009864	c
14:36101381-36243162:+	7	ENSSSCG00000009864	c
14:36312059-36323544:+	5	ENSSSCG00000009864	c
14:36366006-36366819:+	10	ENSSSCG00000009864	c
14:38683075-38683897:-	6	ENSSSCG00000009877	c
14:39253306-39273275:-	6	ENSSSCG00000030289	c
14:39253306-39261600:-	5	ENSSSCG00000030289	c
14:39391115-39405789:+	9	ENSSSCG00000009885	c
14:39401660-39405789:+	12	ENSSSCG00000009885	c
14:39401660-39418413:+	10	ENSSSCG00000009885	c
14:39401660-39423474:+	7	ENSSSCG00000009885	c
14:39401660-39430520:+	6	ENSSSCG00000009885	c
14:39405618-39430520:+	11	ENSSSCG00000009885	c
14:39474588-39485580:+	10	ENSSSCG00000009885	c
14:39484810-39485240:+	7	ENSSSCG00000009885	c
14:39492807-39497251:+	6	ENSSSCG00000009885	c
14:39554292-39566160:-	5	ENSSSCG00000009886	c
14:39560042-39560249:-	12	ENSSSCG00000009886	c
14:39632430-39633263:+	7	ENSSSCG00000009887	c
14:39651466-39668306:+	5	ENSSSCG00000009887	c
14:39657027-39668306:+	5	ENSSSCG00000009887	c
14:39762324-39783430:+	6	ENSSSCG00000009893	c
14:39862286-39865070:-	7	ENSSSCG00000009890	c
14:39864989-39876213:-	5	ENSSSCG00000009890	c
14:40098523-40101523:+	81	ENSSSCG00000009896	c
14:40502325-40502723:+	44	ENSSSCG00000009910	c
14:40608443-40609669:+	7	ENSSSCG00000009914	c
14:40712178-40720760:-	23	ENSSSCG00000009917	c
14:40712178-40715025:-	125	ENSSSCG00000009917	c
14:40712178-40750108:-	12	ENSSSCG00000009917	c
14:41428539-41438049:-	9	ENSSSCG00000009933	c
14:41436246-41440703:-	5	ENSSSCG00000009933	c
14:41752110-41755901:-	5	ENSSSCG00000009938	c
14:41775936-41778345:-	47	ENSSSCG00000032917	c
14:42238982-42241850:+	12	ENSSSCG00000009946	c
14:42253834-42256518:+	13	ENSSSCG00000009946	c
14:45206610-45230916:-	7	ENSSSCG00000009967	c
14:45227612-45230916:-	54	ENSSSCG00000009967	c
14:45324867-45332433:-	5	ENSSSCG00000009968	c
14:45490288-45490796:-	46	ENSSSCG00000009968	c
14:45602198-45612963:-	33	ENSSSCG00000009968	c
14:45931663-45960223:-	9	ENSSSCG00000034864	c
14:46002384-46003540:+	9	ENSSSCG00000032261	c
14:46276815-46304260:+	11	ENSSSCG00000009972	c
14:46300102-46304260:+	15	ENSSSCG00000009972	c
14:46427425-46432569:+	7	ENSSSCG00000009974	c
14:46591912-46600038:-	8	ENSSSCG00000051359, ENSSSCG00000009988	c
14:46616637-46622545:-	5	ENSSSCG00000051359, ENSSSCG00000009988	c
14:46957993-46973910:+	25	ENSSSCG00000009994	c
14:46957993-46985309:+	5	ENSSSCG00000009994	c
14:46965260-46973910:+	13	ENSSSCG00000009994	c
14:46973302-46973910:+	7	ENSSSCG00000009994	c
14:46982870-46996102:+	12	ENSSSCG00000009994	c
14:46982870-46985309:+	18	ENSSSCG00000009994	c
14:46985142-46996102:+	9	ENSSSCG00000009994	c
14:46993154-46996102:+	12	ENSSSCG00000009994	c
14:47085213-47102601:+	7	ENSSSCG00000009995	c
14:47088546-47102601:+	17	ENSSSCG00000009995	c
14:47099020-47102601:+	77	ENSSSCG00000009995	c
14:47776534-47790351:-	15	ENSSSCG00000010016	c
14:48029198-48031837:+	10	ENSSSCG00000010025	c
