gene_ID_ssc gene_ID_bta
ENSSSCG00000034914 ENSBTAG00000054245
ENSSSCG00000034916 ENSBTAG00000047135
ENSSSCG00000034919 ENSBTAG00000011545
ENSSSCG00000034920 ENSBTAG00000004043
ENSSSCG00000034920 ENSBTAG00000039413
ENSSSCG00000034920 ENSBTAG00000049932
ENSSSCG00000034920 ENSBTAG00000050566
ENSSSCG00000034920 ENSBTAG00000050608
ENSSSCG00000034920 ENSBTAG00000053681
ENSSSCG00000034920 ENSBTAG00000054407
ENSSSCG00000034921 ENSBTAG00000017381
ENSSSCG00000034922 ENSBTAG00000053605
ENSSSCG00000034923 ENSBTAG00000000578
ENSSSCG00000034924 ENSBTAG00000037488
ENSSSCG00000034927 ENSBTAG00000006543
ENSSSCG00000034929 ENSBTAG00000015175
ENSSSCG00000034929 ENSBTAG00000040457
ENSSSCG00000034931 ENSBTAG00000049463
ENSSSCG00000034937 ENSBTAG00000009580
ENSSSCG00000034940 ENSBTAG00000052820
ENSSSCG00000034942 ENSBTAG00000001608
ENSSSCG00000034942 ENSBTAG00000033345
ENSSSCG00000034943 ENSBTAG00000007687
ENSSSCG00000034948 ENSBTAG00000026966
ENSSSCG00000034952 ENSBTAG00000007721
ENSSSCG00000034954 ENSBTAG00000012762
ENSSSCG00000034957 ENSBTAG00000042942
ENSSSCG00000034958 ENSBTAG00000020432
ENSSSCG00000034963 ENSBTAG00000013638
ENSSSCG00000034964 ENSBTAG00000017815
ENSSSCG00000034966 ENSBTAG00000000012
ENSSSCG00000034967 ENSBTAG00000015054
ENSSSCG00000034969 ENSBTAG00000053574
ENSSSCG00000034969 ENSBTAG00000054806
ENSSSCG00000034970 ENSBTAG00000038726
ENSSSCG00000034970 ENSBTAG00000050201
ENSSSCG00000034970 ENSBTAG00000052366
ENSSSCG00000034970 ENSBTAG00000052682
ENSSSCG00000034970 ENSBTAG00000053182
ENSSSCG00000034970 ENSBTAG00000053543
ENSSSCG00000034972 ENSBTAG00000053199
ENSSSCG00000034973 ENSBTAG00000005077
ENSSSCG00000034976 ENSBTAG00000004040
ENSSSCG00000034978 ENSBTAG00000012126
ENSSSCG00000034980 ENSBTAG00000017824
ENSSSCG00000034982 ENSBTAG00000042937
ENSSSCG00000034983 ENSBTAG00000039029
ENSSSCG00000034984 ENSBTAG00000021288
ENSSSCG00000034987 ENSBTAG00000048486
ENSSSCG00000034989 ENSBTAG00000014192
ENSSSCG00000034993 ENSBTAG00000011338
ENSSSCG00000034994 ENSBTAG00000025320
ENSSSCG00000034995 ENSBTAG00000049916
ENSSSCG00000034999 ENSBTAG00000053377
ENSSSCG00000034999 ENSBTAG00000053586
ENSSSCG00000035000 ENSBTAG00000035915
ENSSSCG00000035006 ENSBTAG00000034396
ENSSSCG00000035008 ENSBTAG00000043675
ENSSSCG00000035012 ENSBTAG00000017026
ENSSSCG00000035018 ENSBTAG00000008672
ENSSSCG00000035020 ENSBTAG00000015409
ENSSSCG00000035023 ENSBTAG00000049067
ENSSSCG00000035025 ENSBTAG00000006031
ENSSSCG00000035026 ENSBTAG00000027782
ENSSSCG00000035027 ENSBTAG00000018464
ENSSSCG00000035028 ENSBTAG00000043994
ENSSSCG00000035029 ENSBTAG00000013157
ENSSSCG00000035031 ENSBTAG00000043016
ENSSSCG00000035033 ENSBTAG00000006655
ENSSSCG00000035034 ENSBTAG00000019471
ENSSSCG00000035037 ENSBTAG00000011437
ENSSSCG00000035038 ENSBTAG00000008575
ENSSSCG00000035041 ENSBTAG00000008892
ENSSSCG00000035044 ENSBTAG00000051022
ENSSSCG00000035045 ENSBTAG00000031890
ENSSSCG00000035048 ENSBTAG00000012739
ENSSSCG00000035051 ENSBTAG00000007581
ENSSSCG00000035052 ENSBTAG00000020190
ENSSSCG00000035053 ENSBTAG00000020813
ENSSSCG00000035053 ENSBTAG00000039028
ENSSSCG00000035053 ENSBTAG00000039446
ENSSSCG00000035053 ENSBTAG00000046375
ENSSSCG00000035057 ENSBTAG00000015140
ENSSSCG00000035058 ENSBTAG00000037640
ENSSSCG00000035059 ENSBTAG00000016406
ENSSSCG00000035061 ENSBTAG00000001843
ENSSSCG00000035064 ENSBTAG00000037632
ENSSSCG00000035064 ENSBTAG00000038146
ENSSSCG00000035066 ENSBTAG00000020342
ENSSSCG00000035068 ENSBTAG00000005719
ENSSSCG00000035069 ENSBTAG00000014661
ENSSSCG00000035071 ENSBTAG00000010655
ENSSSCG00000035073 ENSBTAG00000005997
ENSSSCG00000035073 ENSBTAG00000015666
ENSSSCG00000035074 ENSBTAG00000024115
ENSSSCG00000035077 ENSBTAG00000048508
ENSSSCG00000035078 ENSBTAG00000020736
ENSSSCG00000035081 ENSBTAG00000011517
ENSSSCG00000035082 ENSBTAG00000006423
ENSSSCG00000035083 ENSBTAG00000003389
ENSSSCG00000035087 ENSBTAG00000050916
ENSSSCG00000035090 ENSBTAG00000053390
ENSSSCG00000035091 ENSBTAG00000017316
ENSSSCG00000035091 ENSBTAG00000052039
ENSSSCG00000035093 ENSBTAG00000021904
ENSSSCG00000035098 ENSBTAG00000019502
ENSSSCG00000035100 ENSBTAG00000048686
ENSSSCG00000035100 ENSBTAG00000054916
ENSSSCG00000035101 ENSBTAG00000002129
ENSSSCG00000035102 ENSBTAG00000005234
ENSSSCG00000035103 ENSBTAG00000013273
ENSSSCG00000035105 ENSBTAG00000023039
ENSSSCG00000035108 ENSBTAG00000009039
ENSSSCG00000035110 ENSBTAG00000048889
ENSSSCG00000035111 ENSBTAG00000015175
ENSSSCG00000035111 ENSBTAG00000040457
ENSSSCG00000035113 ENSBTAG00000053366
ENSSSCG00000035117 ENSBTAG00000049357
ENSSSCG00000035117 ENSBTAG00000051825
ENSSSCG00000035117 ENSBTAG00000053819
ENSSSCG00000035118 ENSBTAG00000006971
ENSSSCG00000035119 ENSBTAG00000003116
ENSSSCG00000035120 ENSBTAG00000025046
ENSSSCG00000035121 ENSBTAG00000012234
ENSSSCG00000035122 ENSBTAG00000050293
ENSSSCG00000035122 ENSBTAG00000051648
ENSSSCG00000035122 ENSBTAG00000051687
ENSSSCG00000035122 ENSBTAG00000052644
ENSSSCG00000035123 ENSBTAG00000018455
ENSSSCG00000035124 ENSBTAG00000019497
ENSSSCG00000035125 ENSBTAG00000046061
ENSSSCG00000035125 ENSBTAG00000049903
ENSSSCG00000035125 ENSBTAG00000051795
ENSSSCG00000035125 ENSBTAG00000053927
ENSSSCG00000035131 ENSBTAG00000048334
ENSSSCG00000035131 ENSBTAG00000049061
ENSSSCG00000035131 ENSBTAG00000053713
ENSSSCG00000035131 ENSBTAG00000055136
ENSSSCG00000035132 ENSBTAG00000047103
ENSSSCG00000035133 ENSBTAG00000003726
ENSSSCG00000035134 ENSBTAG00000016133
ENSSSCG00000035136 ENSBTAG00000017775
ENSSSCG00000035140 ENSBTAG00000029815
ENSSSCG00000035147 ENSBTAG00000047604
ENSSSCG00000035148 ENSBTAG00000039316
ENSSSCG00000035152 ENSBTAG00000016580
ENSSSCG00000035153 ENSBTAG00000018523
ENSSSCG00000035155 ENSBTAG00000040033
ENSSSCG00000035158 ENSBTAG00000046454
ENSSSCG00000035161 ENSBTAG00000017437
ENSSSCG00000035162 ENSBTAG00000023610
ENSSSCG00000035170 ENSBTAG00000015769
ENSSSCG00000035171 ENSBTAG00000024318
ENSSSCG00000035171 ENSBTAG00000039256
ENSSSCG00000035171 ENSBTAG00000048875
ENSSSCG00000035171 ENSBTAG00000049861
ENSSSCG00000035171 ENSBTAG00000050603
ENSSSCG00000035171 ENSBTAG00000050749
ENSSSCG00000035171 ENSBTAG00000051330
ENSSSCG00000035171 ENSBTAG00000052355
ENSSSCG00000035171 ENSBTAG00000052511
ENSSSCG00000035171 ENSBTAG00000053486
ENSSSCG00000035171 ENSBTAG00000054245
ENSSSCG00000035182 ENSBTAG00000018394
ENSSSCG00000035185 ENSBTAG00000050090
ENSSSCG00000035185 ENSBTAG00000050296
ENSSSCG00000035186 ENSBTAG00000020650
ENSSSCG00000035189 ENSBTAG00000026825
ENSSSCG00000035191 ENSBTAG00000050798
ENSSSCG00000035193 ENSBTAG00000012366
ENSSSCG00000035195 ENSBTAG00000014432
ENSSSCG00000035196 ENSBTAG00000006167
ENSSSCG00000035199 ENSBTAG00000049300
ENSSSCG00000035200 ENSBTAG00000051213
ENSSSCG00000035201 ENSBTAG00000042142
ENSSSCG00000035201 ENSBTAG00000050142
ENSSSCG00000035201 ENSBTAG00000050624
ENSSSCG00000035204 ENSBTAG00000002489
ENSSSCG00000035204 ENSBTAG00000050402
ENSSSCG00000035206 ENSBTAG00000053837
ENSSSCG00000035209 ENSBTAG00000016730
ENSSSCG00000035210 ENSBTAG00000055303
ENSSSCG00000035211 ENSBTAG00000003102
ENSSSCG00000035212 ENSBTAG00000015188
ENSSSCG00000035213 ENSBTAG00000000385
ENSSSCG00000035214 ENSBTAG00000013737
ENSSSCG00000035215 ENSBTAG00000025068
ENSSSCG00000035215 ENSBTAG00000039120
ENSSSCG00000035216 ENSBTAG00000017678
ENSSSCG00000035218 ENSBTAG00000017313
ENSSSCG00000035221 ENSBTAG00000001352
ENSSSCG00000035222 ENSBTAG00000047670
ENSSSCG00000035223 ENSBTAG00000011752
ENSSSCG00000035224 ENSBTAG00000000032
ENSSSCG00000035225 ENSBTAG00000042426
ENSSSCG00000035230 ENSBTAG00000020944
ENSSSCG00000035236 ENSBTAG00000049174
ENSSSCG00000035236 ENSBTAG00000050954
ENSSSCG00000035240 ENSBTAG00000002915
ENSSSCG00000035241 ENSBTAG00000042680
ENSSSCG00000035243 ENSBTAG00000002788
ENSSSCG00000035244 ENSBTAG00000019114
ENSSSCG00000035249 ENSBTAG00000003033
ENSSSCG00000035251 ENSBTAG00000026580
ENSSSCG00000035252 ENSBTAG00000054544
ENSSSCG00000035253 ENSBTAG00000000040
ENSSSCG00000035254 ENSBTAG00000001364
ENSSSCG00000035256 ENSBTAG00000026326
ENSSSCG00000035258 ENSBTAG00000015898
ENSSSCG00000035259 ENSBTAG00000019139
ENSSSCG00000035262 ENSBTAG00000018418
ENSSSCG00000035263 ENSBTAG00000051285
ENSSSCG00000035263 ENSBTAG00000051291
ENSSSCG00000035264 ENSBTAG00000021843
ENSSSCG00000035269 ENSBTAG00000019958
ENSSSCG00000035275 ENSBTAG00000051640
ENSSSCG00000035276 ENSBTAG00000016770
ENSSSCG00000035278 ENSBTAG00000039893
ENSSSCG00000035280 ENSBTAG00000050029
ENSSSCG00000035281 ENSBTAG00000046612
ENSSSCG00000035284 ENSBTAG00000012180
ENSSSCG00000035289 ENSBTAG00000051285
ENSSSCG00000035289 ENSBTAG00000051291
ENSSSCG00000035293 ENSBTAG00000013066
ENSSSCG00000035296 ENSBTAG00000017328
ENSSSCG00000035296 ENSBTAG00000049782
ENSSSCG00000035296 ENSBTAG00000053439
ENSSSCG00000035297 ENSBTAG00000003152
ENSSSCG00000035299 ENSBTAG00000015366
ENSSSCG00000035304 ENSBTAG00000007497
ENSSSCG00000035305 ENSBTAG00000042430
ENSSSCG00000035305 ENSBTAG00000042803
ENSSSCG00000035306 ENSBTAG00000001308
ENSSSCG00000035306 ENSBTAG00000002786
ENSSSCG00000035306 ENSBTAG00000004339
ENSSSCG00000035306 ENSBTAG00000045929
ENSSSCG00000035306 ENSBTAG00000053832
ENSSSCG00000035306 ENSBTAG00000054230
ENSSSCG00000035307 ENSBTAG00000035122
ENSSSCG00000035307 ENSBTAG00000035144
ENSSSCG00000035307 ENSBTAG00000047068
ENSSSCG00000035307 ENSBTAG00000050181
ENSSSCG00000035313 ENSBTAG00000049889
ENSSSCG00000035315 ENSBTAG00000046799
ENSSSCG00000035318 ENSBTAG00000015225
ENSSSCG00000035319 ENSBTAG00000039370
ENSSSCG00000035320 ENSBTAG00000016013
ENSSSCG00000035321 ENSBTAG00000048665
ENSSSCG00000035321 ENSBTAG00000049795
ENSSSCG00000035321 ENSBTAG00000052351
ENSSSCG00000035324 ENSBTAG00000018917
ENSSSCG00000035326 ENSBTAG00000047358
ENSSSCG00000035328 ENSBTAG00000052871
ENSSSCG00000035332 ENSBTAG00000002594
ENSSSCG00000035335 ENSBTAG00000016177
ENSSSCG00000035337 ENSBTAG00000007325
ENSSSCG00000035337 ENSBTAG00000016520
ENSSSCG00000035338 ENSBTAG00000040008
ENSSSCG00000035338 ENSBTAG00000054267
ENSSSCG00000035341 ENSBTAG00000002393
ENSSSCG00000035344 ENSBTAG00000009211
ENSSSCG00000035347 ENSBTAG00000037559
ENSSSCG00000035355 ENSBTAG00000020199
ENSSSCG00000035357 ENSBTAG00000006526
ENSSSCG00000035357 ENSBTAG00000045838
ENSSSCG00000035360 ENSBTAG00000024926
ENSSSCG00000035362 ENSBTAG00000022372
ENSSSCG00000035364 ENSBTAG00000000405
ENSSSCG00000035365 ENSBTAG00000030367
ENSSSCG00000035366 ENSBTAG00000015913
ENSSSCG00000035369 ENSBTAG00000024453
ENSSSCG00000035370 ENSBTAG00000053795
ENSSSCG00000035371 ENSBTAG00000004613
ENSSSCG00000035372 ENSBTAG00000047022
ENSSSCG00000035375 ENSBTAG00000052453
ENSSSCG00000035375 ENSBTAG00000054300
ENSSSCG00000035377 ENSBTAG00000025664
ENSSSCG00000035377 ENSBTAG00000049914
ENSSSCG00000035379 ENSBTAG00000018531
ENSSSCG00000035383 ENSBTAG00000043391
ENSSSCG00000035387 ENSBTAG00000009460
ENSSSCG00000035388 ENSBTAG00000023765
ENSSSCG00000035390 ENSBTAG00000012332
ENSSSCG00000035392 ENSBTAG00000005596
ENSSSCG00000035393 ENSBTAG00000008804
ENSSSCG00000035397 ENSBTAG00000011905
ENSSSCG00000035398 ENSBTAG00000043276
ENSSSCG00000035398 ENSBTAG00000044785
ENSSSCG00000035398 ENSBTAG00000045261
ENSSSCG00000035400 ENSBTAG00000019806
ENSSSCG00000035402 ENSBTAG00000017751
ENSSSCG00000035403 ENSBTAG00000017661
ENSSSCG00000035409 ENSBTAG00000006986
ENSSSCG00000035410 ENSBTAG00000021172
ENSSSCG00000035413 ENSBTAG00000050578
ENSSSCG00000035414 ENSBTAG00000014564
ENSSSCG00000035419 ENSBTAG00000004215
ENSSSCG00000035420 ENSBTAG00000014705
ENSSSCG00000035421 ENSBTAG00000019529
ENSSSCG00000035422 ENSBTAG00000052452
ENSSSCG00000035429 ENSBTAG00000021823
ENSSSCG00000035430 ENSBTAG00000009047
ENSSSCG00000035432 ENSBTAG00000018527
ENSSSCG00000035434 ENSBTAG00000014971
ENSSSCG00000035436 ENSBTAG00000017042
ENSSSCG00000035439 ENSBTAG00000048686
ENSSSCG00000035439 ENSBTAG00000054916
ENSSSCG00000035442 ENSBTAG00000016094
ENSSSCG00000035443 ENSBTAG00000048730
ENSSSCG00000035444 ENSBTAG00000044139
ENSSSCG00000035445 ENSBTAG00000015979
ENSSSCG00000035446 ENSBTAG00000039684
ENSSSCG00000035448 ENSBTAG00000014438
ENSSSCG00000035450 ENSBTAG00000021098
ENSSSCG00000035450 ENSBTAG00000052410
ENSSSCG00000035454 ENSBTAG00000015249
ENSSSCG00000035455 ENSBTAG00000008537
ENSSSCG00000035456 ENSBTAG00000013880
ENSSSCG00000035457 ENSBTAG00000012185
ENSSSCG00000035460 ENSBTAG00000049015
ENSSSCG00000035466 ENSBTAG00000014594
ENSSSCG00000035471 ENSBTAG00000051374
ENSSSCG00000035472 ENSBTAG00000000773
ENSSSCG00000035472 ENSBTAG00000030890
ENSSSCG00000035472 ENSBTAG00000047483
ENSSSCG00000035478 ENSBTAG00000021140
ENSSSCG00000035479 ENSBTAG00000049277
ENSSSCG00000035481 ENSBTAG00000054401
ENSSSCG00000035485 ENSBTAG00000042115
ENSSSCG00000035485 ENSBTAG00000052210
ENSSSCG00000035485 ENSBTAG00000055149
ENSSSCG00000035488 ENSBTAG00000018697
ENSSSCG00000035489 ENSBTAG00000021611
ENSSSCG00000035493 ENSBTAG00000001867
ENSSSCG00000035494 ENSBTAG00000037875
ENSSSCG00000035494 ENSBTAG00000054634
ENSSSCG00000035495 ENSBTAG00000017549
ENSSSCG00000035501 ENSBTAG00000003843
ENSSSCG00000035503 ENSBTAG00000046759
ENSSSCG00000035505 ENSBTAG00000015572
ENSSSCG00000035506 ENSBTAG00000051351
ENSSSCG00000035508 ENSBTAG00000039416
ENSSSCG00000035511 ENSBTAG00000006276
ENSSSCG00000035514 ENSBTAG00000049513
ENSSSCG00000035515 ENSBTAG00000051306
ENSSSCG00000035515 ENSBTAG00000054606
ENSSSCG00000035517 ENSBTAG00000043498
ENSSSCG00000035517 ENSBTAG00000052683
ENSSSCG00000035521 ENSBTAG00000016754
ENSSSCG00000035523 ENSBTAG00000002792
ENSSSCG00000035524 ENSBTAG00000002664
ENSSSCG00000035529 ENSBTAG00000012949
ENSSSCG00000035532 ENSBTAG00000000550
ENSSSCG00000035533 ENSBTAG00000035244
ENSSSCG00000035537 ENSBTAG00000004742
ENSSSCG00000035539 ENSBTAG00000021445
ENSSSCG00000035540 ENSBTAG00000043871
ENSSSCG00000035544 ENSBTAG00000010774
ENSSSCG00000035546 ENSBTAG00000001627
ENSSSCG00000035550 ENSBTAG00000032781
ENSSSCG00000035554 ENSBTAG00000000189
ENSSSCG00000035555 ENSBTAG00000012751
ENSSSCG00000035557 ENSBTAG00000038387
ENSSSCG00000035557 ENSBTAG00000046769
ENSSSCG00000035561 ENSBTAG00000008633
ENSSSCG00000035562 ENSBTAG00000018787
ENSSSCG00000035564 ENSBTAG00000015172
ENSSSCG00000035565 ENSBTAG00000021173
ENSSSCG00000035570 ENSBTAG00000001055
ENSSSCG00000035576 ENSBTAG00000042115
ENSSSCG00000035576 ENSBTAG00000052210
ENSSSCG00000035576 ENSBTAG00000055149
ENSSSCG00000035577 ENSBTAG00000010573
ENSSSCG00000035580 ENSBTAG00000042876
ENSSSCG00000035581 ENSBTAG00000032121
ENSSSCG00000035582 ENSBTAG00000011733
ENSSSCG00000035582 ENSBTAG00000054283
ENSSSCG00000035584 ENSBTAG00000052298
ENSSSCG00000035586 ENSBTAG00000009382
ENSSSCG00000035591 ENSBTAG00000052415
ENSSSCG00000035592 ENSBTAG00000017431
ENSSSCG00000035594 ENSBTAG00000020582
ENSSSCG00000035595 ENSBTAG00000015235
ENSSSCG00000035596 ENSBTAG00000019790
ENSSSCG00000035597 ENSBTAG00000046417
ENSSSCG00000035597 ENSBTAG00000050140
ENSSSCG00000035597 ENSBTAG00000050937
ENSSSCG00000035598 ENSBTAG00000008096
ENSSSCG00000035599 ENSBTAG00000047917
ENSSSCG00000035600 ENSBTAG00000010932
ENSSSCG00000035602 ENSBTAG00000021101
ENSSSCG00000035604 ENSBTAG00000003712
ENSSSCG00000035605 ENSBTAG00000040582
ENSSSCG00000035611 ENSBTAG00000033891
ENSSSCG00000035612 ENSBTAG00000007200
ENSSSCG00000035615 ENSBTAG00000009839
ENSSSCG00000035617 ENSBTAG00000046172
ENSSSCG00000035618 ENSBTAG00000007513
ENSSSCG00000035619 ENSBTAG00000005482
ENSSSCG00000035621 ENSBTAG00000017837
ENSSSCG00000035622 ENSBTAG00000048761
ENSSSCG00000035628 ENSBTAG00000011657
ENSSSCG00000035628 ENSBTAG00000015841
ENSSSCG00000035629 ENSBTAG00000010151
ENSSSCG00000035634 ENSBTAG00000022227
ENSSSCG00000035639 ENSBTAG00000016438
ENSSSCG00000035642 ENSBTAG00000026788
ENSSSCG00000035648 ENSBTAG00000005026
ENSSSCG00000035649 ENSBTAG00000001516
ENSSSCG00000035650 ENSBTAG00000004815
ENSSSCG00000035651 ENSBTAG00000006010
ENSSSCG00000035653 ENSBTAG00000008433
ENSSSCG00000035657 ENSBTAG00000011495
ENSSSCG00000035658 ENSBTAG00000004307
ENSSSCG00000035664 ENSBTAG00000051830
ENSSSCG00000035665 ENSBTAG00000015987
ENSSSCG00000035666 ENSBTAG00000018735
ENSSSCG00000035667 ENSBTAG00000017471
ENSSSCG00000035668 ENSBTAG00000033396
ENSSSCG00000035669 ENSBTAG00000048906
ENSSSCG00000035671 ENSBTAG00000008978
ENSSSCG00000035673 ENSBTAG00000005524
ENSSSCG00000035675 ENSBTAG00000025005
ENSSSCG00000035676 ENSBTAG00000020309
ENSSSCG00000035677 ENSBTAG00000048067
ENSSSCG00000035681 ENSBTAG00000049302
ENSSSCG00000035681 ENSBTAG00000051060
ENSSSCG00000035681 ENSBTAG00000054399
ENSSSCG00000035684 ENSBTAG00000005694
ENSSSCG00000035685 ENSBTAG00000040217
ENSSSCG00000035685 ENSBTAG00000048944
ENSSSCG00000035685 ENSBTAG00000048978
ENSSSCG00000035685 ENSBTAG00000049179
ENSSSCG00000035685 ENSBTAG00000049732
ENSSSCG00000035685 ENSBTAG00000049938
ENSSSCG00000035685 ENSBTAG00000050120
ENSSSCG00000035685 ENSBTAG00000050702
ENSSSCG00000035685 ENSBTAG00000051636
ENSSSCG00000035685 ENSBTAG00000051922
ENSSSCG00000035685 ENSBTAG00000052156
ENSSSCG00000035685 ENSBTAG00000052894
ENSSSCG00000035685 ENSBTAG00000053267
ENSSSCG00000035685 ENSBTAG00000054249
ENSSSCG00000035685 ENSBTAG00000054269
ENSSSCG00000035685 ENSBTAG00000054589
ENSSSCG00000035685 ENSBTAG00000054734
ENSSSCG00000035685 ENSBTAG00000054805
ENSSSCG00000035685 ENSBTAG00000055173
ENSSSCG00000035686 ENSBTAG00000004371
ENSSSCG00000035688 ENSBTAG00000042285
ENSSSCG00000035688 ENSBTAG00000052962
ENSSSCG00000035689 ENSBTAG00000000300
ENSSSCG00000035690 ENSBTAG00000016328
ENSSSCG00000035691 ENSBTAG00000052415
ENSSSCG00000035693 ENSBTAG00000015051
ENSSSCG00000035696 ENSBTAG00000035247
ENSSSCG00000035702 ENSBTAG00000004184
ENSSSCG00000035706 ENSBTAG00000030882
ENSSSCG00000035712 ENSBTAG00000038659
ENSSSCG00000035713 ENSBTAG00000038670
ENSSSCG00000035714 ENSBTAG00000048409
ENSSSCG00000035715 ENSBTAG00000040151
ENSSSCG00000035716 ENSBTAG00000038227
ENSSSCG00000035719 ENSBTAG00000005663
ENSSSCG00000035723 ENSBTAG00000054265
ENSSSCG00000035724 ENSBTAG00000026119
ENSSSCG00000035727 ENSBTAG00000030384
ENSSSCG00000035728 ENSBTAG00000001937
ENSSSCG00000035728 ENSBTAG00000051015
ENSSSCG00000035729 ENSBTAG00000025136
ENSSSCG00000035730 ENSBTAG00000006197
ENSSSCG00000035736 ENSBTAG00000026275
ENSSSCG00000035737 ENSBTAG00000032003
ENSSSCG00000035739 ENSBTAG00000007001
ENSSSCG00000035741 ENSBTAG00000035230
ENSSSCG00000035743 ENSBTAG00000039315
ENSSSCG00000035746 ENSBTAG00000023814
ENSSSCG00000035747 ENSBTAG00000033041
ENSSSCG00000035754 ENSBTAG00000049975
ENSSSCG00000035754 ENSBTAG00000052056
ENSSSCG00000035754 ENSBTAG00000052476
ENSSSCG00000035755 ENSBTAG00000051879
ENSSSCG00000035756 ENSBTAG00000004777
ENSSSCG00000035757 ENSBTAG00000013856
ENSSSCG00000035759 ENSBTAG00000054958
ENSSSCG00000035760 ENSBTAG00000039688
ENSSSCG00000035762 ENSBTAG00000003634
ENSSSCG00000035763 ENSBTAG00000045328
ENSSSCG00000035767 ENSBTAG00000054722
ENSSSCG00000035768 ENSBTAG00000047787
ENSSSCG00000035770 ENSBTAG00000046111
ENSSSCG00000035771 ENSBTAG00000047608
ENSSSCG00000035772 ENSBTAG00000007421
ENSSSCG00000035774 ENSBTAG00000006609
ENSSSCG00000035775 ENSBTAG00000003813
ENSSSCG00000035776 ENSBTAG00000054502
ENSSSCG00000035778 ENSBTAG00000005626
ENSSSCG00000035782 ENSBTAG00000048951
ENSSSCG00000035788 ENSBTAG00000049500
ENSSSCG00000035789 ENSBTAG00000048368
ENSSSCG00000035789 ENSBTAG00000049086
ENSSSCG00000035789 ENSBTAG00000049518
ENSSSCG00000035789 ENSBTAG00000049990
ENSSSCG00000035789 ENSBTAG00000051411
ENSSSCG00000035789 ENSBTAG00000053920
ENSSSCG00000035789 ENSBTAG00000054794
ENSSSCG00000035789 ENSBTAG00000055246
ENSSSCG00000035790 ENSBTAG00000020330
ENSSSCG00000035791 ENSBTAG00000013346
ENSSSCG00000035795 ENSBTAG00000004771
ENSSSCG00000035795 ENSBTAG00000017321
ENSSSCG00000035796 ENSBTAG00000049357
ENSSSCG00000035796 ENSBTAG00000051825
ENSSSCG00000035796 ENSBTAG00000053819
ENSSSCG00000035798 ENSBTAG00000005848
ENSSSCG00000035805 ENSBTAG00000037899
ENSSSCG00000035808 ENSBTAG00000048569
ENSSSCG00000035808 ENSBTAG00000054294
ENSSSCG00000035811 ENSBTAG00000015283
ENSSSCG00000035812 ENSBTAG00000014955
ENSSSCG00000035813 ENSBTAG00000052415
ENSSSCG00000035817 ENSBTAG00000010690
ENSSSCG00000035818 ENSBTAG00000014418
ENSSSCG00000035820 ENSBTAG00000054776
ENSSSCG00000035822 ENSBTAG00000003855
ENSSSCG00000035824 ENSBTAG00000014786
ENSSSCG00000035825 ENSBTAG00000048851
ENSSSCG00000035827 ENSBTAG00000015385
ENSSSCG00000035828 ENSBTAG00000015834
ENSSSCG00000035829 ENSBTAG00000014087
ENSSSCG00000035833 ENSBTAG00000020074
ENSSSCG00000035836 ENSBTAG00000008587
ENSSSCG00000035837 ENSBTAG00000013898
ENSSSCG00000035839 ENSBTAG00000017087
ENSSSCG00000035842 ENSBTAG00000038438
ENSSSCG00000035847 ENSBTAG00000005029
ENSSSCG00000035848 ENSBTAG00000010330
ENSSSCG00000035849 ENSBTAG00000000253
ENSSSCG00000035850 ENSBTAG00000044066
ENSSSCG00000035851 ENSBTAG00000010847
ENSSSCG00000035852 ENSBTAG00000019986
ENSSSCG00000035854 ENSBTAG00000016591
ENSSSCG00000035856 ENSBTAG00000014429
ENSSSCG00000035859 ENSBTAG00000020221
ENSSSCG00000035863 ENSBTAG00000005718
ENSSSCG00000035867 ENSBTAG00000049619
ENSSSCG00000035870 ENSBTAG00000040504
ENSSSCG00000035873 ENSBTAG00000047139
ENSSSCG00000035875 ENSBTAG00000007152
ENSSSCG00000035876 ENSBTAG00000009895
ENSSSCG00000035880 ENSBTAG00000048732
ENSSSCG00000035880 ENSBTAG00000050358
ENSSSCG00000035880 ENSBTAG00000052549
ENSSSCG00000035883 ENSBTAG00000048011
ENSSSCG00000035885 ENSBTAG00000052099
ENSSSCG00000035887 ENSBTAG00000022588
ENSSSCG00000035891 ENSBTAG00000006385
ENSSSCG00000035892 ENSBTAG00000031843
ENSSSCG00000035893 ENSBTAG00000048296
ENSSSCG00000035895 ENSBTAG00000009451
ENSSSCG00000035904 ENSBTAG00000011559
ENSSSCG00000035905 ENSBTAG00000055231
ENSSSCG00000035906 ENSBTAG00000000873
ENSSSCG00000035908 ENSBTAG00000005150
ENSSSCG00000035908 ENSBTAG00000031711
ENSSSCG00000035909 ENSBTAG00000051169
ENSSSCG00000035911 ENSBTAG00000047839
ENSSSCG00000035912 ENSBTAG00000016365
ENSSSCG00000035914 ENSBTAG00000002377
ENSSSCG00000035915 ENSBTAG00000031906
ENSSSCG00000035919 ENSBTAG00000003408
ENSSSCG00000035919 ENSBTAG00000047185
ENSSSCG00000035919 ENSBTAG00000050329
ENSSSCG00000035919 ENSBTAG00000051342
ENSSSCG00000035919 ENSBTAG00000051611
ENSSSCG00000035923 ENSBTAG00000019153
ENSSSCG00000035924 ENSBTAG00000008932
ENSSSCG00000035925 ENSBTAG00000017778
ENSSSCG00000035928 ENSBTAG00000040432
ENSSSCG00000035929 ENSBTAG00000026626
ENSSSCG00000035930 ENSBTAG00000024139
ENSSSCG00000035932 ENSBTAG00000021122
