gene_ID_bta gene_ID_oar
ENSBTAG00000038733 ENSOARG00000019328
ENSBTAG00000038735 ENSOARG00000012583
ENSBTAG00000038737 ENSOARG00000006714
ENSBTAG00000038738 ENSOARG00000008587
ENSBTAG00000038739 ENSOARG00000005701
ENSBTAG00000038745 ENSOARG00000000413
ENSBTAG00000038748 ENSOARG00000019174
ENSBTAG00000038756 ENSOARG00000013939
ENSBTAG00000038757 ENSOARG00000010921
ENSBTAG00000038777 ENSOARG00000011784
ENSBTAG00000038794 ENSOARG00000007057
ENSBTAG00000038795 ENSOARG00000009043
ENSBTAG00000038797 ENSOARG00000002651
ENSBTAG00000038798 ENSOARG00000014282
ENSBTAG00000038802 ENSOARG00000015324
ENSBTAG00000038810 ENSOARG00000010735
ENSBTAG00000038815 ENSOARG00000002442
ENSBTAG00000038831 ENSOARG00000009061
ENSBTAG00000038835 ENSOARG00000019855
ENSBTAG00000038842 ENSOARG00000019164
ENSBTAG00000038843 ENSOARG00000020995
ENSBTAG00000038844 ENSOARG00000020616
ENSBTAG00000038845 ENSOARG00000005850
ENSBTAG00000038849 ENSOARG00000008072
ENSBTAG00000038854 ENSOARG00000011618
ENSBTAG00000038858 ENSOARG00000001962
ENSBTAG00000038865 ENSOARG00000007500
ENSBTAG00000038869 ENSOARG00000005363
ENSBTAG00000038878 ENSOARG00000016231
ENSBTAG00000038879 ENSOARG00000022511
ENSBTAG00000038888 ENSOARG00000015750
ENSBTAG00000038889 ENSOARG00000013105
ENSBTAG00000038891 ENSOARG00000000767
ENSBTAG00000038891 ENSOARG00000001304
ENSBTAG00000038891 ENSOARG00000001773
ENSBTAG00000038891 ENSOARG00000002581
ENSBTAG00000038891 ENSOARG00000002652
ENSBTAG00000038893 ENSOARG00000013084
ENSBTAG00000038894 ENSOARG00000007046
ENSBTAG00000038896 ENSOARG00000012105
ENSBTAG00000038900 ENSOARG00000013675
ENSBTAG00000038903 ENSOARG00000019898
ENSBTAG00000038904 ENSOARG00000000847
ENSBTAG00000038916 ENSOARG00000002653
ENSBTAG00000038920 ENSOARG00000020813
ENSBTAG00000038921 ENSOARG00000010888
ENSBTAG00000038929 ENSOARG00000013820
ENSBTAG00000038931 ENSOARG00000011806
ENSBTAG00000038938 ENSOARG00000002372
ENSBTAG00000038945 ENSOARG00000010997
ENSBTAG00000038947 ENSOARG00000003741
ENSBTAG00000038949 ENSOARG00000013442
ENSBTAG00000038962 ENSOARG00000012230
ENSBTAG00000038972 ENSOARG00000005072
ENSBTAG00000038974 ENSOARG00000010555
ENSBTAG00000038976 ENSOARG00000015800
ENSBTAG00000038977 ENSOARG00000017400
ENSBTAG00000038977 ENSOARG00000017416
ENSBTAG00000038978 ENSOARG00000005081
ENSBTAG00000038979 ENSOARG00000019060
ENSBTAG00000038981 ENSOARG00000004738
ENSBTAG00000038986 ENSOARG00000011480
ENSBTAG00000038990 ENSOARG00000004112
ENSBTAG00000038992 ENSOARG00000002321
ENSBTAG00000038992 ENSOARG00000020248
ENSBTAG00000039011 ENSOARG00000020628
ENSBTAG00000039014 ENSOARG00000015041
ENSBTAG00000039015 ENSOARG00000007843
ENSBTAG00000039018 ENSOARG00000004069
ENSBTAG00000039028 ENSOARG00000004832
ENSBTAG00000039035 ENSOARG00000007452
ENSBTAG00000039036 ENSOARG00000001993
ENSBTAG00000039037 ENSOARG00000006585
ENSBTAG00000039046 ENSOARG00000011081
ENSBTAG00000039049 ENSOARG00000013528
ENSBTAG00000039055 ENSOARG00000003524
ENSBTAG00000039065 ENSOARG00000002580
ENSBTAG00000039069 ENSOARG00000008844
ENSBTAG00000039071 ENSOARG00000007810
ENSBTAG00000039075 ENSOARG00000005391
ENSBTAG00000039080 ENSOARG00000004710
ENSBTAG00000039086 ENSOARG00000002651
ENSBTAG00000039090 ENSOARG00000005573
ENSBTAG00000039091 ENSOARG00000005221
ENSBTAG00000039105 ENSOARG00000000657
ENSBTAG00000039110 ENSOARG00000012198
ENSBTAG00000039113 ENSOARG00000016765
ENSBTAG00000039116 ENSOARG00000008886
ENSBTAG00000039117 ENSOARG00000009198
ENSBTAG00000039120 ENSOARG00000013393
ENSBTAG00000039121 ENSOARG00000000683
ENSBTAG00000039122 ENSOARG00000000994
ENSBTAG00000039129 ENSOARG00000003000
ENSBTAG00000039130 ENSOARG00000014500
ENSBTAG00000039132 ENSOARG00000006841
ENSBTAG00000039133 ENSOARG00000011439
ENSBTAG00000039138 ENSOARG00000004986
ENSBTAG00000039138 ENSOARG00000018872
ENSBTAG00000039141 ENSOARG00000014596
ENSBTAG00000039145 ENSOARG00000009175
ENSBTAG00000039149 ENSOARG00000017014
ENSBTAG00000039151 ENSOARG00000001305
ENSBTAG00000039153 ENSOARG00000007576
ENSBTAG00000039157 ENSOARG00000007933
ENSBTAG00000039160 ENSOARG00000004983
ENSBTAG00000039161 ENSOARG00000010752
ENSBTAG00000039161 ENSOARG00000018083
ENSBTAG00000039170 ENSOARG00000000543
ENSBTAG00000039171 ENSOARG00000009977
ENSBTAG00000039172 ENSOARG00000013938
ENSBTAG00000039178 ENSOARG00000019130
ENSBTAG00000039185 ENSOARG00000006204
ENSBTAG00000039186 ENSOARG00000014575
ENSBTAG00000039189 ENSOARG00000001986
ENSBTAG00000039190 ENSOARG00000002877
ENSBTAG00000039195 ENSOARG00000013473
ENSBTAG00000039196 ENSOARG00000007405
ENSBTAG00000039197 ENSOARG00000007831
ENSBTAG00000039201 ENSOARG00000014585
ENSBTAG00000039206 ENSOARG00000006648
ENSBTAG00000039208 ENSOARG00000016080
ENSBTAG00000039212 ENSOARG00000014863
ENSBTAG00000039223 ENSOARG00000013290
ENSBTAG00000039234 ENSOARG00000014349
ENSBTAG00000039245 ENSOARG00000007857
ENSBTAG00000039246 ENSOARG00000004646
ENSBTAG00000039255 ENSOARG00000001063
ENSBTAG00000039260 ENSOARG00000021086
ENSBTAG00000039274 ENSOARG00000009134
ENSBTAG00000039274 ENSOARG00000009186
ENSBTAG00000039275 ENSOARG00000017926
ENSBTAG00000039285 ENSOARG00000005755
ENSBTAG00000039287 ENSOARG00000020260
ENSBTAG00000039289 ENSOARG00000011490
ENSBTAG00000039292 ENSOARG00000010704
ENSBTAG00000039298 ENSOARG00000007431
ENSBTAG00000039302 ENSOARG00000014885
ENSBTAG00000039304 ENSOARG00000024853
ENSBTAG00000039307 ENSOARG00000006660
ENSBTAG00000039313 ENSOARG00000008687
ENSBTAG00000039315 ENSOARG00000019805
ENSBTAG00000039316 ENSOARG00000008678
ENSBTAG00000039319 ENSOARG00000001451
ENSBTAG00000039321 ENSOARG00000000507
ENSBTAG00000039326 ENSOARG00000016278
ENSBTAG00000039328 ENSOARG00000000139
ENSBTAG00000039329 ENSOARG00000000247
ENSBTAG00000039329 ENSOARG00000002907
ENSBTAG00000039334 ENSOARG00000009967
ENSBTAG00000039335 ENSOARG00000014005
ENSBTAG00000039340 ENSOARG00000008147
ENSBTAG00000039341 ENSOARG00000003618
ENSBTAG00000039346 ENSOARG00000020778
ENSBTAG00000039347 ENSOARG00000002619
ENSBTAG00000039349 ENSOARG00000022481
ENSBTAG00000039355 ENSOARG00000008624
ENSBTAG00000039356 ENSOARG00000009642
ENSBTAG00000039356 ENSOARG00000010449
ENSBTAG00000039356 ENSOARG00000010488
ENSBTAG00000039366 ENSOARG00000007322
ENSBTAG00000039372 ENSOARG00000008555
ENSBTAG00000039374 ENSOARG00000002835
ENSBTAG00000039377 ENSOARG00000009392
ENSBTAG00000039384 ENSOARG00000013905
ENSBTAG00000039388 ENSOARG00000009481
ENSBTAG00000039391 ENSOARG00000005706
ENSBTAG00000039397 ENSOARG00000006544
ENSBTAG00000039406 ENSOARG00000008236
ENSBTAG00000039422 ENSOARG00000016783
ENSBTAG00000039425 ENSOARG00000017002
ENSBTAG00000039426 ENSOARG00000003300
ENSBTAG00000039435 ENSOARG00000003051
ENSBTAG00000039437 ENSOARG00000006859
ENSBTAG00000039440 ENSOARG00000017031
ENSBTAG00000039442 ENSOARG00000000472
ENSBTAG00000039453 ENSOARG00000003860
ENSBTAG00000039461 ENSOARG00000015408
ENSBTAG00000039462 ENSOARG00000020743
ENSBTAG00000039463 ENSOARG00000001920
ENSBTAG00000039466 ENSOARG00000011445
ENSBTAG00000039476 ENSOARG00000020852
ENSBTAG00000039477 ENSOARG00000019958
ENSBTAG00000039483 ENSOARG00000006471
ENSBTAG00000039484 ENSOARG00000016808
ENSBTAG00000039485 ENSOARG00000008688
ENSBTAG00000039490 ENSOARG00000006138
ENSBTAG00000039494 ENSOARG00000007074
ENSBTAG00000039499 ENSOARG00000011664
ENSBTAG00000039499 ENSOARG00000021176
ENSBTAG00000039509 ENSOARG00000020838
ENSBTAG00000039512 ENSOARG00000018482
ENSBTAG00000039522 ENSOARG00000017357
ENSBTAG00000039524 ENSOARG00000000527
ENSBTAG00000039524 ENSOARG00000018691
ENSBTAG00000039524 ENSOARG00000020215
ENSBTAG00000039529 ENSOARG00000001220
ENSBTAG00000039531 ENSOARG00000001058
ENSBTAG00000039534 ENSOARG00000008933
ENSBTAG00000039540 ENSOARG00000009909
ENSBTAG00000039552 ENSOARG00000015691
ENSBTAG00000039555 ENSOARG00000017031
ENSBTAG00000039556 ENSOARG00000002810
ENSBTAG00000039556 ENSOARG00000015106
ENSBTAG00000039562 ENSOARG00000008901
ENSBTAG00000039563 ENSOARG00000005965
ENSBTAG00000039571 ENSOARG00000014417
ENSBTAG00000039573 ENSOARG00000001552
ENSBTAG00000039574 ENSOARG00000008676
ENSBTAG00000039581 ENSOARG00000017483
ENSBTAG00000039591 ENSOARG00000015577
ENSBTAG00000039592 ENSOARG00000012919
ENSBTAG00000039593 ENSOARG00000005634
ENSBTAG00000039594 ENSOARG00000000932
ENSBTAG00000039599 ENSOARG00000007067
ENSBTAG00000039602 ENSOARG00000000815
ENSBTAG00000039614 ENSOARG00000001293
ENSBTAG00000039615 ENSOARG00000002510
ENSBTAG00000039618 ENSOARG00000016507
ENSBTAG00000039620 ENSOARG00000004945
ENSBTAG00000039630 ENSOARG00000016633
ENSBTAG00000039633 ENSOARG00000004105
ENSBTAG00000039635 ENSOARG00000007508
ENSBTAG00000039643 ENSOARG00000009642
ENSBTAG00000039643 ENSOARG00000010449
ENSBTAG00000039643 ENSOARG00000010488
ENSBTAG00000039647 ENSOARG00000009377
ENSBTAG00000039652 ENSOARG00000015567
ENSBTAG00000039653 ENSOARG00000007349
ENSBTAG00000039654 ENSOARG00000006245
ENSBTAG00000039662 ENSOARG00000005234
ENSBTAG00000039664 ENSOARG00000020830
ENSBTAG00000039671 ENSOARG00000016782
ENSBTAG00000039677 ENSOARG00000009162
ENSBTAG00000039682 ENSOARG00000009096
ENSBTAG00000039684 ENSOARG00000001836
ENSBTAG00000039686 ENSOARG00000007244
ENSBTAG00000039688 ENSOARG00000001658
ENSBTAG00000039695 ENSOARG00000011974
ENSBTAG00000039696 ENSOARG00000010270
ENSBTAG00000039702 ENSOARG00000006866
ENSBTAG00000039705 ENSOARG00000014650
ENSBTAG00000039706 ENSOARG00000007133
ENSBTAG00000039709 ENSOARG00000015689
ENSBTAG00000039711 ENSOARG00000006879
ENSBTAG00000039714 ENSOARG00000000222
ENSBTAG00000039714 ENSOARG00000001404
ENSBTAG00000039718 ENSOARG00000009210
ENSBTAG00000039719 ENSOARG00000020412
ENSBTAG00000039720 ENSOARG00000018497
ENSBTAG00000039722 ENSOARG00000009277
ENSBTAG00000039727 ENSOARG00000000094
ENSBTAG00000039731 ENSOARG00000009225
ENSBTAG00000039732 ENSOARG00000017070
ENSBTAG00000039732 ENSOARG00000018759
ENSBTAG00000039735 ENSOARG00000007466
ENSBTAG00000039738 ENSOARG00000019615
ENSBTAG00000039740 ENSOARG00000006713
ENSBTAG00000039755 ENSOARG00000008611
ENSBTAG00000039756 ENSOARG00000018296
ENSBTAG00000039766 ENSOARG00000011347
ENSBTAG00000039770 ENSOARG00000009540
ENSBTAG00000039772 ENSOARG00000020689
ENSBTAG00000039782 ENSOARG00000002550
ENSBTAG00000039784 ENSOARG00000019291
ENSBTAG00000039785 ENSOARG00000019789
ENSBTAG00000039787 ENSOARG00000011084
ENSBTAG00000039793 ENSOARG00000006368
ENSBTAG00000039794 ENSOARG00000005755
ENSBTAG00000039803 ENSOARG00000016054
ENSBTAG00000039804 ENSOARG00000016833
ENSBTAG00000039808 ENSOARG00000014829
ENSBTAG00000039813 ENSOARG00000002964
ENSBTAG00000039815 ENSOARG00000019166
ENSBTAG00000039819 ENSOARG00000011968
ENSBTAG00000039820 ENSOARG00000001028
ENSBTAG00000039823 ENSOARG00000006952
ENSBTAG00000039825 ENSOARG00000003737
ENSBTAG00000039834 ENSOARG00000016146
ENSBTAG00000039839 ENSOARG00000020837
ENSBTAG00000039851 ENSOARG00000004786
ENSBTAG00000039855 ENSOARG00000008479
ENSBTAG00000039873 ENSOARG00000009177
ENSBTAG00000039878 ENSOARG00000012087
ENSBTAG00000039886 ENSOARG00000005775
ENSBTAG00000039888 ENSOARG00000006097
ENSBTAG00000039890 ENSOARG00000009515
ENSBTAG00000039890 ENSOARG00000009533
ENSBTAG00000039893 ENSOARG00000010872
ENSBTAG00000039901 ENSOARG00000017140
ENSBTAG00000039912 ENSOARG00000025120
ENSBTAG00000039914 ENSOARG00000006600
ENSBTAG00000039916 ENSOARG00000003654
ENSBTAG00000039922 ENSOARG00000009322
ENSBTAG00000039929 ENSOARG00000011938
ENSBTAG00000039935 ENSOARG00000013837
ENSBTAG00000039937 ENSOARG00000017371
ENSBTAG00000039943 ENSOARG00000006276
ENSBTAG00000039944 ENSOARG00000004006
ENSBTAG00000039951 ENSOARG00000011289
ENSBTAG00000039954 ENSOARG00000007390
ENSBTAG00000039955 ENSOARG00000008159
ENSBTAG00000039958 ENSOARG00000012463
ENSBTAG00000039962 ENSOARG00000006284
ENSBTAG00000039967 ENSOARG00000016800
ENSBTAG00000039968 ENSOARG00000010089
ENSBTAG00000039970 ENSOARG00000002825
ENSBTAG00000039970 ENSOARG00000007433
ENSBTAG00000039973 ENSOARG00000001328
ENSBTAG00000039974 ENSOARG00000014478
ENSBTAG00000039978 ENSOARG00000014588
ENSBTAG00000039980 ENSOARG00000021068
ENSBTAG00000039983 ENSOARG00000001493
ENSBTAG00000039986 ENSOARG00000016769
ENSBTAG00000039991 ENSOARG00000008946
ENSBTAG00000039992 ENSOARG00000018879
ENSBTAG00000039993 ENSOARG00000007252
ENSBTAG00000039994 ENSOARG00000001502
ENSBTAG00000040000 ENSOARG00000006785
ENSBTAG00000040001 ENSOARG00000005589
ENSBTAG00000040006 ENSOARG00000013584
ENSBTAG00000040014 ENSOARG00000002628
ENSBTAG00000040017 ENSOARG00000006457
ENSBTAG00000040018 ENSOARG00000017198
ENSBTAG00000040019 ENSOARG00000017016
ENSBTAG00000040033 ENSOARG00000007912
ENSBTAG00000040038 ENSOARG00000015088
ENSBTAG00000040040 ENSOARG00000017528
ENSBTAG00000040042 ENSOARG00000012035
ENSBTAG00000040051 ENSOARG00000018020
ENSBTAG00000040053 ENSOARG00000002058
ENSBTAG00000040054 ENSOARG00000011476
ENSBTAG00000040055 ENSOARG00000020671
ENSBTAG00000040058 ENSOARG00000001946
ENSBTAG00000040061 ENSOARG00000015487
ENSBTAG00000040063 ENSOARG00000005374
ENSBTAG00000040065 ENSOARG00000009844
ENSBTAG00000040067 ENSOARG00000006619
ENSBTAG00000040070 ENSOARG00000014748
ENSBTAG00000040072 ENSOARG00000008528
ENSBTAG00000040075 ENSOARG00000006628
ENSBTAG00000040076 ENSOARG00000016982
ENSBTAG00000040078 ENSOARG00000001834
ENSBTAG00000040084 ENSOARG00000000232
ENSBTAG00000040086 ENSOARG00000010032
ENSBTAG00000040088 ENSOARG00000011794
ENSBTAG00000040093 ENSOARG00000020764
ENSBTAG00000040103 ENSOARG00000003897
ENSBTAG00000040106 ENSOARG00000018130
ENSBTAG00000040109 ENSOARG00000018631
ENSBTAG00000040111 ENSOARG00000011669
ENSBTAG00000040116 ENSOARG00000014347
ENSBTAG00000040126 ENSOARG00000006534
ENSBTAG00000040128 ENSOARG00000004175
ENSBTAG00000040130 ENSOARG00000001336
ENSBTAG00000040131 ENSOARG00000020234
ENSBTAG00000040132 ENSOARG00000000907
ENSBTAG00000040133 ENSOARG00000018090
ENSBTAG00000040134 ENSOARG00000004679
ENSBTAG00000040139 ENSOARG00000007624
ENSBTAG00000040143 ENSOARG00000002858
ENSBTAG00000040144 ENSOARG00000019343
ENSBTAG00000040144 ENSOARG00000019357
ENSBTAG00000040147 ENSOARG00000006248
ENSBTAG00000040151 ENSOARG00000021078
ENSBTAG00000040161 ENSOARG00000020324
ENSBTAG00000040167 ENSOARG00000004274
ENSBTAG00000040169 ENSOARG00000003724
ENSBTAG00000040177 ENSOARG00000014371
ENSBTAG00000040190 ENSOARG00000007256
ENSBTAG00000040199 ENSOARG00000020584
ENSBTAG00000040202 ENSOARG00000006224
ENSBTAG00000040206 ENSOARG00000000756
ENSBTAG00000040209 ENSOARG00000009052
ENSBTAG00000040210 ENSOARG00000014457
ENSBTAG00000040215 ENSOARG00000008710
ENSBTAG00000040222 ENSOARG00000019996
ENSBTAG00000040226 ENSOARG00000012624
ENSBTAG00000040244 ENSOARG00000017579
ENSBTAG00000040245 ENSOARG00000022512
ENSBTAG00000040248 ENSOARG00000010385
ENSBTAG00000040253 ENSOARG00000010320
ENSBTAG00000040268 ENSOARG00000009875
ENSBTAG00000040277 ENSOARG00000020059
ENSBTAG00000040279 ENSOARG00000014915
ENSBTAG00000040282 ENSOARG00000013752
ENSBTAG00000040290 ENSOARG00000007535
ENSBTAG00000040291 ENSOARG00000012190
ENSBTAG00000040293 ENSOARG00000010441
ENSBTAG00000040298 ENSOARG00000013541
ENSBTAG00000040304 ENSOARG00000020624
ENSBTAG00000040305 ENSOARG00000004150
ENSBTAG00000040307 ENSOARG00000009125
ENSBTAG00000040308 ENSOARG00000003281
ENSBTAG00000040308 ENSOARG00000004920
ENSBTAG00000040308 ENSOARG00000010091
ENSBTAG00000040313 ENSOARG00000009941
ENSBTAG00000040318 ENSOARG00000005481
ENSBTAG00000040321 ENSOARG00000015216
ENSBTAG00000040329 ENSOARG00000006365
ENSBTAG00000040330 ENSOARG00000012347
ENSBTAG00000040331 ENSOARG00000000819
ENSBTAG00000040331 ENSOARG00000001412
ENSBTAG00000040331 ENSOARG00000001579
ENSBTAG00000040333 ENSOARG00000010350
ENSBTAG00000040334 ENSOARG00000012324
ENSBTAG00000040338 ENSOARG00000020239
ENSBTAG00000040340 ENSOARG00000003671
ENSBTAG00000040344 ENSOARG00000018513
ENSBTAG00000040349 ENSOARG00000001255
ENSBTAG00000040350 ENSOARG00000013797
ENSBTAG00000040356 ENSOARG00000014736
ENSBTAG00000040357 ENSOARG00000018674
ENSBTAG00000040360 ENSOARG00000016506
ENSBTAG00000040361 ENSOARG00000004992
ENSBTAG00000040368 ENSOARG00000018291
ENSBTAG00000040380 ENSOARG00000004305
ENSBTAG00000040386 ENSOARG00000009828
ENSBTAG00000040387 ENSOARG00000000435
ENSBTAG00000040387 ENSOARG00000001233
ENSBTAG00000040387 ENSOARG00000002156
ENSBTAG00000040390 ENSOARG00000009825
ENSBTAG00000040392 ENSOARG00000000443
ENSBTAG00000040393 ENSOARG00000010221
ENSBTAG00000040394 ENSOARG00000018701
ENSBTAG00000040398 ENSOARG00000003424
ENSBTAG00000040399 ENSOARG00000020609
ENSBTAG00000040406 ENSOARG00000000201
ENSBTAG00000040409 ENSOARG00000008550
ENSBTAG00000040413 ENSOARG00000002636
ENSBTAG00000040416 ENSOARG00000023223
ENSBTAG00000040422 ENSOARG00000010483
ENSBTAG00000040427 ENSOARG00000009482
ENSBTAG00000040432 ENSOARG00000010845
ENSBTAG00000040439 ENSOARG00000005323
ENSBTAG00000040445 ENSOARG00000001975
ENSBTAG00000040449 ENSOARG00000009834
ENSBTAG00000040457 ENSOARG00000017625
ENSBTAG00000040460 ENSOARG00000015540
ENSBTAG00000040461 ENSOARG00000014269
ENSBTAG00000040477 ENSOARG00000013425
ENSBTAG00000040478 ENSOARG00000007583
ENSBTAG00000040496 ENSOARG00000005333
ENSBTAG00000040497 ENSOARG00000004614
ENSBTAG00000040504 ENSOARG00000019541
ENSBTAG00000040507 ENSOARG00000000531
ENSBTAG00000040512 ENSOARG00000009980
ENSBTAG00000040518 ENSOARG00000018879
ENSBTAG00000040521 ENSOARG00000005246
ENSBTAG00000040533 ENSOARG00000002527
ENSBTAG00000040536 ENSOARG00000005595
ENSBTAG00000040543 ENSOARG00000020015
ENSBTAG00000040547 ENSOARG00000018741
ENSBTAG00000040551 ENSOARG00000001006
ENSBTAG00000040555 ENSOARG00000008120
ENSBTAG00000040559 ENSOARG00000001713
ENSBTAG00000040564 ENSOARG00000017031
ENSBTAG00000040567 ENSOARG00000005607
ENSBTAG00000040569 ENSOARG00000014164
ENSBTAG00000040573 ENSOARG00000018386
ENSBTAG00000040574 ENSOARG00000006874
ENSBTAG00000040575 ENSOARG00000018685
ENSBTAG00000040582 ENSOARG00000008979
ENSBTAG00000040584 ENSOARG00000006798
ENSBTAG00000040585 ENSOARG00000013368
ENSBTAG00000040598 ENSOARG00000000074
ENSBTAG00000040602 ENSOARG00000018515
ENSBTAG00000040603 ENSOARG00000014764
ENSBTAG00000040605 ENSOARG00000011648
ENSBTAG00000040607 ENSOARG00000015970
ENSBTAG00000040609 ENSOARG00000019856
ENSBTAG00000040609 ENSOARG00000019861
ENSBTAG00000040610 ENSOARG00000012930
ENSBTAG00000042079 ENSOARG00000022959
ENSBTAG00000042080 ENSOARG00000023435
ENSBTAG00000042082 ENSOARG00000021727
ENSBTAG00000042087 ENSOARG00000022338
ENSBTAG00000042090 ENSOARG00000022369
ENSBTAG00000042091 ENSOARG00000023686
ENSBTAG00000042094 ENSOARG00000021932
ENSBTAG00000042096 ENSOARG00000022059
ENSBTAG00000042096 ENSOARG00000022868
ENSBTAG00000042099 ENSOARG00000023569
ENSBTAG00000042100 ENSOARG00000022909
ENSBTAG00000042101 ENSOARG00000023786
ENSBTAG00000042105 ENSOARG00000023681
ENSBTAG00000042110 ENSOARG00000024749
ENSBTAG00000042111 ENSOARG00000021477
ENSBTAG00000042113 ENSOARG00000025116
ENSBTAG00000042114 ENSOARG00000022969
ENSBTAG00000042115 ENSOARG00000023563
ENSBTAG00000042117 ENSOARG00000023714
ENSBTAG00000042118 ENSOARG00000023690
ENSBTAG00000042119 ENSOARG00000022288
ENSBTAG00000042124 ENSOARG00000023353
ENSBTAG00000042126 ENSOARG00000024874
ENSBTAG00000042127 ENSOARG00000021769
ENSBTAG00000042132 ENSOARG00000022006
ENSBTAG00000042134 ENSOARG00000022822
ENSBTAG00000042134 ENSOARG00000023733
ENSBTAG00000042141 ENSOARG00000024015
ENSBTAG00000042142 ENSOARG00000022019
ENSBTAG00000042142 ENSOARG00000022463
ENSBTAG00000042143 ENSOARG00000021344
ENSBTAG00000042143 ENSOARG00000023780
ENSBTAG00000042146 ENSOARG00000024991
ENSBTAG00000042148 ENSOARG00000023855
ENSBTAG00000042152 ENSOARG00000024040
ENSBTAG00000042154 ENSOARG00000022914
ENSBTAG00000042156 ENSOARG00000023914
ENSBTAG00000042159 ENSOARG00000024218
ENSBTAG00000042160 ENSOARG00000022525
ENSBTAG00000042163 ENSOARG00000021820
ENSBTAG00000042164 ENSOARG00000022762
ENSBTAG00000042166 ENSOARG00000021850
ENSBTAG00000042170 ENSOARG00000024012
ENSBTAG00000042171 ENSOARG00000023870
ENSBTAG00000042173 ENSOARG00000023360
ENSBTAG00000042176 ENSOARG00000021362
ENSBTAG00000042180 ENSOARG00000024933
ENSBTAG00000042181 ENSOARG00000022874
ENSBTAG00000042185 ENSOARG00000024624
ENSBTAG00000042186 ENSOARG00000023748
ENSBTAG00000042191 ENSOARG00000022532
ENSBTAG00000042194 ENSOARG00000021861
ENSBTAG00000042196 ENSOARG00000024199
ENSBTAG00000042198 ENSOARG00000021353
ENSBTAG00000042201 ENSOARG00000024270
ENSBTAG00000042204 ENSOARG00000024759
ENSBTAG00000042211 ENSOARG00000024656
ENSBTAG00000042213 ENSOARG00000023015
ENSBTAG00000042217 ENSOARG00000022599
ENSBTAG00000042218 ENSOARG00000024138
ENSBTAG00000042224 ENSOARG00000024640
ENSBTAG00000042226 ENSOARG00000024946
ENSBTAG00000042228 ENSOARG00000022421
ENSBTAG00000042231 ENSOARG00000023423
ENSBTAG00000042233 ENSOARG00000024310
ENSBTAG00000042234 ENSOARG00000022084
ENSBTAG00000042234 ENSOARG00000023789
ENSBTAG00000042234 ENSOARG00000024907
ENSBTAG00000042236 ENSOARG00000021998
ENSBTAG00000042237 ENSOARG00000023816
ENSBTAG00000042238 ENSOARG00000022268
ENSBTAG00000042240 ENSOARG00000021592
ENSBTAG00000042241 ENSOARG00000024250
ENSBTAG00000042245 ENSOARG00000021997
ENSBTAG00000042256 ENSOARG00000023720
ENSBTAG00000042259 ENSOARG00000021659
ENSBTAG00000042261 ENSOARG00000021510
ENSBTAG00000042264 ENSOARG00000024696
ENSBTAG00000042266 ENSOARG00000025052
ENSBTAG00000042268 ENSOARG00000021934
ENSBTAG00000042271 ENSOARG00000023336
ENSBTAG00000042272 ENSOARG00000024909
ENSBTAG00000042273 ENSOARG00000024247
ENSBTAG00000042274 ENSOARG00000023368
ENSBTAG00000042275 ENSOARG00000025008
ENSBTAG00000042276 ENSOARG00000021341
ENSBTAG00000042280 ENSOARG00000021402
ENSBTAG00000042280 ENSOARG00000022211
ENSBTAG00000042280 ENSOARG00000022838
ENSBTAG00000042281 ENSOARG00000023573
ENSBTAG00000042282 ENSOARG00000024826
ENSBTAG00000042287 ENSOARG00000022130
ENSBTAG00000042289 ENSOARG00000024755
ENSBTAG00000042290 ENSOARG00000025102
ENSBTAG00000042291 ENSOARG00000022363
ENSBTAG00000042292 ENSOARG00000022190
ENSBTAG00000042292 ENSOARG00000023171
ENSBTAG00000042295 ENSOARG00000024044
ENSBTAG00000042297 ENSOARG00000022987
ENSBTAG00000042297 ENSOARG00000023524
ENSBTAG00000042298 ENSOARG00000024098
ENSBTAG00000042299 ENSOARG00000023876
ENSBTAG00000042300 ENSOARG00000024652
ENSBTAG00000042301 ENSOARG00000023352
ENSBTAG00000042303 ENSOARG00000022921
ENSBTAG00000042305 ENSOARG00000024827
ENSBTAG00000042308 ENSOARG00000021449
ENSBTAG00000042313 ENSOARG00000023100
ENSBTAG00000042314 ENSOARG00000024182
ENSBTAG00000042319 ENSOARG00000022143
ENSBTAG00000042322 ENSOARG00000023730
ENSBTAG00000042323 ENSOARG00000022562
ENSBTAG00000042329 ENSOARG00000022036
ENSBTAG00000042330 ENSOARG00000021566
ENSBTAG00000042334 ENSOARG00000024059
ENSBTAG00000042335 ENSOARG00000023664
ENSBTAG00000042343 ENSOARG00000021765
ENSBTAG00000042345 ENSOARG00000021331
ENSBTAG00000042347 ENSOARG00000021531
ENSBTAG00000042354 ENSOARG00000022304
ENSBTAG00000042357 ENSOARG00000024300
ENSBTAG00000042362 ENSOARG00000022228
ENSBTAG00000042363 ENSOARG00000021609
ENSBTAG00000042363 ENSOARG00000023835
ENSBTAG00000042364 ENSOARG00000022117
ENSBTAG00000042366 ENSOARG00000022461
ENSBTAG00000042369 ENSOARG00000022548
ENSBTAG00000042370 ENSOARG00000024556
ENSBTAG00000042372 ENSOARG00000024047
ENSBTAG00000042377 ENSOARG00000024439
ENSBTAG00000042378 ENSOARG00000021215
ENSBTAG00000042380 ENSOARG00000022649
ENSBTAG00000042383 ENSOARG00000021759
ENSBTAG00000042384 ENSOARG00000022486
ENSBTAG00000042385 ENSOARG00000021656
