gene_ID_bta	gene_ID_oar	homology_type
ENSBTAG00000010989	ENSOARG00000005870	ortholog_one2one
ENSBTAG00000010571	ENSOARG00000003953	ortholog_one2many
ENSBTAG00000010571	ENSOARG00000012848	ortholog_one2many
ENSBTAG00000019264	ENSOARG00000002779	ortholog_one2one
ENSBTAG00000007791	ENSOARG00000011066	ortholog_one2one
ENSBTAG00000019952	ENSOARG00000007543	ortholog_one2one
ENSBTAG00000003485	ENSOARG00000006235	ortholog_one2one
ENSBTAG00000011661	ENSOARG00000021014	ortholog_one2one
ENSBTAG00000000783	ENSOARG00000011111	ortholog_one2one
ENSBTAG00000000176	ENSOARG00000000469	ortholog_one2one
ENSBTAG00000012678	ENSOARG00000016092	ortholog_one2one
ENSBTAG00000003484	ENSOARG00000006213	ortholog_one2one
ENSBTAG00000043699	ENSOARG00000024195	ortholog_one2one
ENSBTAG00000008674	ENSOARG00000011088	ortholog_one2one
ENSBTAG00000055154	ENSOARG00000019570	ortholog_one2many
ENSBTAG00000055154	ENSOARG00000005262	ortholog_one2many
ENSBTAG00000010577	ENSOARG00000004185	ortholog_one2many
ENSBTAG00000010577	ENSOARG00000005982	ortholog_one2many
ENSBTAG00000013316	ENSOARG00000013120	ortholog_one2one
ENSBTAG00000018653	ENSOARG00000014170	ortholog_one2one
ENSBTAG00000006360	ENSOARG00000005907	ortholog_one2one
ENSBTAG00000014548	ENSOARG00000003263	ortholog_one2one
ENSBTAG00000003458	ENSOARG00000000578	ortholog_one2one
ENSBTAG00000051167	ENSOARG00000024879	ortholog_one2one
ENSBTAG00000014649	ENSOARG00000006198	ortholog_one2one
ENSBTAG00000015118	ENSOARG00000013230	ortholog_one2one
ENSBTAG00000018946	ENSOARG00000016242	ortholog_one2one
ENSBTAG00000000023	ENSOARG00000003573	ortholog_one2one
ENSBTAG00000018497	ENSOARG00000014183	ortholog_one2one
ENSBTAG00000025964	ENSOARG00000005937	ortholog_one2one
ENSBTAG00000012516	ENSOARG00000006173	ortholog_one2one
ENSBTAG00000012519	ENSOARG00000010953	ortholog_one2one
ENSBTAG00000001083	ENSOARG00000000725	ortholog_one2one
ENSBTAG00000012514	ENSOARG00000006083	ortholog_one2one
ENSBTAG00000014832	ENSOARG00000014195	ortholog_one2one
ENSBTAG00000034925	ENSOARG00000010996	ortholog_one2one
ENSBTAG00000011285	ENSOARG00000003786	ortholog_one2one
ENSBTAG00000010593	ENSOARG00000004329	ortholog_one2one
ENSBTAG00000017617	ENSOARG00000013271	ortholog_one2one
ENSBTAG00000044658	ENSOARG00000024578	ortholog_one2one
ENSBTAG00000010615	ENSOARG00000004618	ortholog_one2one
ENSBTAG00000019600	ENSOARG00000010990	ortholog_one2one
ENSBTAG00000053750	ENSOARG00000013333	ortholog_one2one
ENSBTAG00000052474	ENSOARG00000023727	ortholog_one2one
ENSBTAG00000050761	ENSOARG00000024618	ortholog_one2one
ENSBTAG00000051380	ENSOARG00000004754	ortholog_one2one
ENSBTAG00000020595	ENSOARG00000013394	ortholog_one2one
ENSBTAG00000021814	ENSOARG00000010873	ortholog_one2one
ENSBTAG00000003746	ENSOARG00000006004	ortholog_one2one
ENSBTAG00000048361	ENSOARG00000019731	ortholog_one2one
ENSBTAG00000004492	ENSOARG00000004156	ortholog_one2one
ENSBTAG00000020984	ENSOARG00000000850	ortholog_one2one
ENSBTAG00000009976	ENSOARG00000007188	ortholog_one2many
ENSBTAG00000007321	ENSOARG00000006005	ortholog_one2one
ENSBTAG00000000892	ENSOARG00000006104	ortholog_one2one
ENSBTAG00000011126	ENSOARG00000013501	ortholog_one2many
ENSBTAG00000011126	ENSOARG00000011099	ortholog_one2many
ENSBTAG00000016839	ENSOARG00000006136	ortholog_one2one
ENSBTAG00000002333	ENSOARG00000004859	ortholog_one2one
ENSBTAG00000016782	ENSOARG00000014340	ortholog_one2one
ENSBTAG00000016836	ENSOARG00000001014	ortholog_one2one
ENSBTAG00000014534	ENSOARG00000007762	ortholog_one2one
ENSBTAG00000042899	ENSOARG00000022576	ortholog_one2one
ENSBTAG00000004219	ENSOARG00000008625	ortholog_one2one
ENSBTAG00000002910	ENSOARG00000005825	ortholog_one2one
ENSBTAG00000019949	ENSOARG00000007589	ortholog_one2one
ENSBTAG00000040006	ENSOARG00000013584	ortholog_one2one
ENSBTAG00000032560	ENSOARG00000004868	ortholog_one2one
ENSBTAG00000016783	ENSOARG00000016351	ortholog_one2one
ENSBTAG00000014249	ENSOARG00000004429	ortholog_one2one
ENSBTAG00000044053	ENSOARG00000006206	ortholog_one2one
ENSBTAG00000008353	ENSOARG00000013636	ortholog_one2one
ENSBTAG00000043542	ENSOARG00000021841	ortholog_one2one
ENSBTAG00000043057	ENSOARG00000025036	ortholog_one2one
ENSBTAG00000011789	ENSOARG00000004929	ortholog_one2many
ENSBTAG00000011789	ENSOARG00000005019	ortholog_one2many
ENSBTAG00000000415	ENSOARG00000006023	ortholog_one2one
ENSBTAG00000017266	ENSOARG00000001187	ortholog_one2one
ENSBTAG00000001451	ENSOARG00000007627	ortholog_one2one
ENSBTAG00000016775	ENSOARG00000016498	ortholog_one2one
ENSBTAG00000026032	ENSOARG00000005720	ortholog_one2one
ENSBTAG00000015198	ENSOARG00000007672	ortholog_one2one
ENSBTAG00000016784	ENSOARG00000014514	ortholog_one2one
ENSBTAG00000007514	ENSOARG00000013791	ortholog_one2one
ENSBTAG00000019362	ENSOARG00000005082	ortholog_one2one
ENSBTAG00000003108	ENSOARG00000010870	ortholog_one2one
ENSBTAG00000002376	ENSOARG00000013940	ortholog_one2many
ENSBTAG00000002278	ENSOARG00000021018	ortholog_one2one
ENSBTAG00000019680	ENSOARG00000005633	ortholog_one2one
ENSBTAG00000014589	ENSOARG00000007703	ortholog_one2one
ENSBTAG00000007734	ENSOARG00000010853	ortholog_one2many
ENSBTAG00000007734	ENSOARG00000006172	ortholog_one2many
ENSBTAG00000002393	ENSOARG00000014088	ortholog_one2one
ENSBTAG00000005741	ENSOARG00000001343	ortholog_one2one
ENSBTAG00000013222	ENSOARG00000006251	ortholog_one2one
ENSBTAG00000019366	ENSOARG00000005538	ortholog_one2one
ENSBTAG00000013196	ENSOARG00000014750	ortholog_one2one
ENSBTAG00000002092	ENSOARG00000014123	ortholog_one2one
ENSBTAG00000016773	ENSOARG00000016641	ortholog_one2one
ENSBTAG00000015217	ENSOARG00000001458	ortholog_one2one
ENSBTAG00000009246	ENSOARG00000002213	ortholog_one2one
ENSBTAG00000003914	ENSOARG00000016695	ortholog_one2one
ENSBTAG00000019535	ENSOARG00000015598	ortholog_one2one
ENSBTAG00000002050	ENSOARG00000005545	ortholog_one2one
ENSBTAG00000043591	ENSOARG00000024184	ortholog_one2one
ENSBTAG00000044107	ENSOARG00000005530	ortholog_one2one
ENSBTAG00000033453	ENSOARG00000014201	ortholog_one2one
ENSBTAG00000019075	ENSOARG00000001485	ortholog_one2one
ENSBTAG00000015235	ENSOARG00000005151	ortholog_one2one
ENSBTAG00000020378	ENSOARG00000020377	ortholog_one2one
ENSBTAG00000018281	ENSOARG00000005518	ortholog_one2one
ENSBTAG00000020696	ENSOARG00000014836	ortholog_one2one
ENSBTAG00000045588	ENSOARG00000016787	ortholog_one2many
ENSBTAG00000008299	ENSOARG00000007765	ortholog_one2one
ENSBTAG00000008021	ENSOARG00000016787	ortholog_one2many
ENSBTAG00000016903	ENSOARG00000006075	ortholog_one2one
ENSBTAG00000019368	ENSOARG00000005761	ortholog_one2one
ENSBTAG00000018427	ENSOARG00000007798	ortholog_one2one
ENSBTAG00000053806	ENSOARG00000025182	ortholog_one2one
ENSBTAG00000010118	ENSOARG00000001763	ortholog_one2one
ENSBTAG00000002721	ENSOARG00000005494	ortholog_one2one
ENSBTAG00000016902	ENSOARG00000006113	ortholog_one2one
ENSBTAG00000021694	ENSOARG00000010758	ortholog_one2one
ENSBTAG00000017695	ENSOARG00000014947	ortholog_one2one
ENSBTAG00000049338	ENSOARG00000015071	ortholog_one2one
ENSBTAG00000005434	ENSOARG00000016828	ortholog_one2one
ENSBTAG00000004200	ENSOARG00000016953	ortholog_one2one
ENSBTAG00000054797	ENSOARG00000007863	ortholog_one2many
ENSBTAG00000016900	ENSOARG00000006144	ortholog_one2one
ENSBTAG00000002720	ENSOARG00000005373	ortholog_one2one
ENSBTAG00000017074	ENSOARG00000017060	ortholog_one2one
ENSBTAG00000007779	ENSOARG00000014975	ortholog_one2one
ENSBTAG00000016762	ENSOARG00000001611	ortholog_one2one
ENSBTAG00000009519	ENSOARG00000006225	ortholog_one2one
ENSBTAG00000035437	ENSOARG00000007863	ortholog_one2many
ENSBTAG00000017068	ENSOARG00000017198	ortholog_one2many
ENSBTAG00000002719	ENSOARG00000005282	ortholog_one2one
ENSBTAG00000011932	ENSOARG00000006194	ortholog_one2one
ENSBTAG00000009514	ENSOARG00000006289	ortholog_one2one
ENSBTAG00000042148	ENSOARG00000023855	ortholog_one2one
ENSBTAG00000020416	ENSOARG00000015111	ortholog_one2one
ENSBTAG00000044175	ENSOARG00000006321	ortholog_one2one
ENSBTAG00000014579	ENSOARG00000017239	ortholog_one2one
ENSBTAG00000046296	ENSOARG00000021268	ortholog_one2one
ENSBTAG00000015896	ENSOARG00000005145	ortholog_one2one
ENSBTAG00000025809	ENSOARG00000017259	ortholog_one2one
ENSBTAG00000015221	ENSOARG00000007925	ortholog_one2one
ENSBTAG00000012592	ENSOARG00000017289	ortholog_one2one
ENSBTAG00000016963	ENSOARG00000006371	ortholog_one2one
ENSBTAG00000026085	ENSOARG00000003841	ortholog_one2one
ENSBTAG00000020056	ENSOARG00000006410	ortholog_one2one
ENSBTAG00000012587	ENSOARG00000017396	ortholog_one2one
ENSBTAG00000013918	ENSOARG00000005854	ortholog_one2one
ENSBTAG00000010898	ENSOARG00000010663	ortholog_one2one
ENSBTAG00000014289	ENSOARG00000005053	ortholog_one2one
ENSBTAG00000000037	ENSOARG00000006458	ortholog_one2one
ENSBTAG00000005096	ENSOARG00000011192	ortholog_one2one
ENSBTAG00000015108	ENSOARG00000017547	ortholog_one2one
ENSBTAG00000000750	ENSOARG00000007980	ortholog_one2one
ENSBTAG00000011946	ENSOARG00000007338	ortholog_one2one
ENSBTAG00000005100	ENSOARG00000006481	ortholog_one2one
ENSBTAG00000008223	ENSOARG00000010638	ortholog_one2one
ENSBTAG00000009469	ENSOARG00000006486	ortholog_one2one
ENSBTAG00000002646	ENSOARG00000001885	ortholog_one2one
ENSBTAG00000004176	ENSOARG00000007457	ortholog_one2one
ENSBTAG00000011025	ENSOARG00000004948	ortholog_one2one
ENSBTAG00000009468	ENSOARG00000006542	ortholog_one2one
ENSBTAG00000011136	ENSOARG00000017630	ortholog_one2one
ENSBTAG00000023416	ENSOARG00000008030	ortholog_one2one
ENSBTAG00000011135	ENSOARG00000017721	ortholog_one2one
ENSBTAG00000033041	ENSOARG00000010622	ortholog_one2one
ENSBTAG00000014127	ENSOARG00000007592	ortholog_one2one
ENSBTAG00000005169	ENSOARG00000006573	ortholog_one2one
ENSBTAG00000000053	ENSOARG00000006499	ortholog_one2one
ENSBTAG00000011134	ENSOARG00000017786	ortholog_one2one
ENSBTAG00000031696	ENSOARG00000015246	ortholog_one2one
ENSBTAG00000042460	ENSOARG00000024151	ortholog_one2one
ENSBTAG00000013298	ENSOARG00000007935	ortholog_one2one
ENSBTAG00000011125	ENSOARG00000017962	ortholog_one2one
ENSBTAG00000043992	ENSOARG00000006621	ortholog_one2one
ENSBTAG00000007898	ENSOARG00000002042	ortholog_one2one
ENSBTAG00000005869	ENSOARG00000006569	ortholog_one2one
ENSBTAG00000005337	ENSOARG00000004931	ortholog_one2one
ENSBTAG00000010145	ENSOARG00000021024	ortholog_one2one
ENSBTAG00000015377	ENSOARG00000008094	ortholog_one2one
ENSBTAG00000007683	ENSOARG00000002060	ortholog_one2one
ENSBTAG00000040439	ENSOARG00000005323	ortholog_one2one
ENSBTAG00000044340	ENSOARG00000023498	ortholog_one2one
ENSBTAG00000045480	ENSOARG00000021744	ortholog_one2one
ENSBTAG00000004407	ENSOARG00000008173	ortholog_one2one
ENSBTAG00000018616	ENSOARG00000006763	ortholog_one2one
ENSBTAG00000016430	ENSOARG00000002188	ortholog_one2one
ENSBTAG00000007366	ENSOARG00000018156	ortholog_one2one
ENSBTAG00000016751	ENSOARG00000006673	ortholog_one2one
ENSBTAG00000021174	ENSOARG00000004908	ortholog_one2one
ENSBTAG00000045847	ENSOARG00000000930	ortholog_one2one
ENSBTAG00000051206	ENSOARG00000008148	ortholog_one2one
ENSBTAG00000021175	ENSOARG00000006728	ortholog_one2one
ENSBTAG00000007014	ENSOARG00000008193	ortholog_one2one
ENSBTAG00000052085	ENSOARG00000011641	ortholog_one2many
ENSBTAG00000011812	ENSOARG00000006840	ortholog_one2one
ENSBTAG00000008771	ENSOARG00000021027	ortholog_one2one
ENSBTAG00000016391	ENSOARG00000005925	ortholog_one2many
ENSBTAG00000009331	ENSOARG00000018337	ortholog_one2one
ENSBTAG00000037429	ENSOARG00000019953	ortholog_one2one
ENSBTAG00000006918	ENSOARG00000002212	ortholog_one2one
ENSBTAG00000014461	ENSOARG00000008228	ortholog_one2one
ENSBTAG00000054151	ENSOARG00000006775	ortholog_one2one
ENSBTAG00000024449	ENSOARG00000008368	ortholog_one2one
ENSBTAG00000043808	ENSOARG00000022533	ortholog_one2one
ENSBTAG00000036394	ENSOARG00000022458	ortholog_one2one
ENSBTAG00000013218	ENSOARG00000002237	ortholog_one2one
ENSBTAG00000000742	ENSOARG00000008268	ortholog_one2one
ENSBTAG00000034662	ENSOARG00000015094	ortholog_one2many
ENSBTAG00000015022	ENSOARG00000006919	ortholog_one2one
ENSBTAG00000020825	ENSOARG00000006789	ortholog_one2one
ENSBTAG00000049951	ENSOARG00000019491	ortholog_one2one
ENSBTAG00000004854	ENSOARG00000021029	ortholog_one2one
ENSBTAG00000033278	ENSOARG00000018466	ortholog_one2one
ENSBTAG00000021170	ENSOARG00000004769	ortholog_one2one
ENSBTAG00000007258	ENSOARG00000002329	ortholog_one2one
ENSBTAG00000009330	ENSOARG00000018503	ortholog_one2one
ENSBTAG00000022142	ENSOARG00000009206	ortholog_one2one
ENSBTAG00000021553	ENSOARG00000008871	ortholog_one2one
ENSBTAG00000044361	ENSOARG00000023909	ortholog_one2one
ENSBTAG00000043091	ENSOARG00000025108	ortholog_one2one
ENSBTAG00000001730	ENSOARG00000009074	ortholog_one2one
ENSBTAG00000012171	ENSOARG00000002084	ortholog_one2many
ENSBTAG00000045435	ENSOARG00000023558	ortholog_one2one
ENSBTAG00000016800	ENSOARG00000021032	ortholog_one2one
ENSBTAG00000051169	ENSOARG00000002431	ortholog_one2one
ENSBTAG00000008915	ENSOARG00000015374	ortholog_one2one
ENSBTAG00000021224	ENSOARG00000007013	ortholog_one2one
ENSBTAG00000005542	ENSOARG00000004509	ortholog_one2one
ENSBTAG00000001744	ENSOARG00000009034	ortholog_one2one
ENSBTAG00000003207	ENSOARG00000002449	ortholog_one2one
ENSBTAG00000016999	ENSOARG00000008308	ortholog_one2one
ENSBTAG00000009328	ENSOARG00000018596	ortholog_one2one
ENSBTAG00000004659	ENSOARG00000015462	ortholog_one2one
ENSBTAG00000002042	ENSOARG00000008894	ortholog_one2one
ENSBTAG00000005653	ENSOARG00000013832	ortholog_one2one
ENSBTAG00000043296	ENSOARG00000022023	ortholog_one2one
ENSBTAG00000048722	ENSOARG00000015952	ortholog_one2many
ENSBTAG00000012586	ENSOARG00000015476	ortholog_one2many
ENSBTAG00000002451	ENSOARG00000004480	ortholog_one2one
ENSBTAG00000013166	ENSOARG00000009207	ortholog_one2one
ENSBTAG00000002044	ENSOARG00000008832	ortholog_one2one
ENSBTAG00000036982	ENSOARG00000025137	ortholog_one2one
ENSBTAG00000002045	ENSOARG00000008674	ortholog_one2one
ENSBTAG00000054545	ENSOARG00000004451	ortholog_one2one
ENSBTAG00000010365	ENSOARG00000021037	ortholog_one2one
ENSBTAG00000012589	ENSOARG00000015545	ortholog_one2one
ENSBTAG00000021535	ENSOARG00000014026	ortholog_one2one
ENSBTAG00000054580	ENSOARG00000007716	ortholog_one2many
ENSBTAG00000009674	ENSOARG00000004439	ortholog_one2one
ENSBTAG00000019116	ENSOARG00000015539	ortholog_one2many
ENSBTAG00000019116	ENSOARG00000015557	ortholog_one2many
ENSBTAG00000043627	ENSOARG00000023806	ortholog_one2one
ENSBTAG00000021607	ENSOARG00000005393	ortholog_one2one
ENSBTAG00000010978	ENSOARG00000009324	ortholog_one2one
ENSBTAG00000011059	ENSOARG00000004421	ortholog_one2one
ENSBTAG00000012250	ENSOARG00000021039	ortholog_one2one
ENSBTAG00000001076	ENSOARG00000008544	ortholog_one2one
ENSBTAG00000021606	ENSOARG00000007073	ortholog_one2one
ENSBTAG00000007652	ENSOARG00000015621	ortholog_one2one
ENSBTAG00000024826	ENSOARG00000006132	ortholog_one2one
ENSBTAG00000021019	ENSOARG00000021040	ortholog_one2one
ENSBTAG00000002056	ENSOARG00000015634	ortholog_one2one
ENSBTAG00000049907	ENSOARG00000023545	ortholog_one2one
ENSBTAG00000054504	ENSOARG00000024323	ortholog_one2one
ENSBTAG00000001181	ENSOARG00000009437	ortholog_one2one
ENSBTAG00000013614	ENSOARG00000018723	ortholog_one2one
ENSBTAG00000016722	ENSOARG00000008384	ortholog_one2one
ENSBTAG00000013613	ENSOARG00000018764	ortholog_one2one
ENSBTAG00000007704	ENSOARG00000007114	ortholog_one2one
ENSBTAG00000004558	ENSOARG00000021041	ortholog_one2one
ENSBTAG00000005312	ENSOARG00000018801	ortholog_one2one
ENSBTAG00000014482	ENSOARG00000004305	ortholog_one2many
ENSBTAG00000038283	ENSOARG00000020327	ortholog_one2one
ENSBTAG00000005295	ENSOARG00000018840	ortholog_one2one
ENSBTAG00000036401	ENSOARG00000023519	ortholog_one2one
ENSBTAG00000017026	ENSOARG00000007132	ortholog_one2one
ENSBTAG00000031614	ENSOARG00000015644	ortholog_one2one
ENSBTAG00000003702	ENSOARG00000009633	ortholog_one2one
ENSBTAG00000018279	ENSOARG00000021043	ortholog_one2one
ENSBTAG00000020575	ENSOARG00000008229	ortholog_one2one
ENSBTAG00000005289	ENSOARG00000018876	ortholog_one2one
ENSBTAG00000048636	ENSOARG00000022929	ortholog_one2one
ENSBTAG00000053169	ENSOARG00000021553	ortholog_one2one
ENSBTAG00000019018	ENSOARG00000008178	ortholog_one2many
ENSBTAG00000003701	ENSOARG00000009827	ortholog_one2one
ENSBTAG00000001324	ENSOARG00000008351	ortholog_one2one
ENSBTAG00000004948	ENSOARG00000019413	ortholog_one2one
ENSBTAG00000015974	ENSOARG00000009952	ortholog_one2one
ENSBTAG00000002447	ENSOARG00000018952	ortholog_one2one
ENSBTAG00000000905	ENSOARG00000008380	ortholog_one2one
ENSBTAG00000019284	ENSOARG00000021006	ortholog_one2many
ENSBTAG00000027878	ENSOARG00000002558	ortholog_one2one
ENSBTAG00000033222	ENSOARG00000018984	ortholog_one2one
ENSBTAG00000010016	ENSOARG00000010078	ortholog_one2one
ENSBTAG00000020878	ENSOARG00000014574	ortholog_one2one
ENSBTAG00000044075	ENSOARG00000008412	ortholog_one2one
ENSBTAG00000024443	ENSOARG00000010242	ortholog_one2one
ENSBTAG00000003626	ENSOARG00000002595	ortholog_one2one
ENSBTAG00000007273	ENSOARG00000008456	ortholog_one2one
ENSBTAG00000005586	ENSOARG00000021045	ortholog_one2one
ENSBTAG00000016045	ENSOARG00000016168	ortholog_one2one
ENSBTAG00000011340	ENSOARG00000010342	ortholog_one2one
ENSBTAG00000007635	ENSOARG00000015723	ortholog_one2one
ENSBTAG00000044370	ENSOARG00000021638	ortholog_one2one
ENSBTAG00000016327	ENSOARG00000021046	ortholog_one2one
ENSBTAG00000011982	ENSOARG00000010458	ortholog_one2one
ENSBTAG00000009990	ENSOARG00000019061	ortholog_one2one
ENSBTAG00000042810	ENSOARG00000024651	ortholog_one2one
ENSBTAG00000044950	ENSOARG00000024026	ortholog_one2one
ENSBTAG00000020934	ENSOARG00000021048	ortholog_one2one
ENSBTAG00000008545	ENSOARG00000010493	ortholog_one2one
ENSBTAG00000023411	ENSOARG00000008517	ortholog_one2one
ENSBTAG00000007689	ENSOARG00000016144	ortholog_one2one
ENSBTAG00000016334	ENSOARG00000015783	ortholog_one2one
ENSBTAG00000000758	ENSOARG00000010628	ortholog_one2one
ENSBTAG00000016246	ENSOARG00000021051	ortholog_one2one
ENSBTAG00000042887	ENSOARG00000022057	ortholog_one2one
ENSBTAG00000000754	ENSOARG00000010759	ortholog_one2one
ENSBTAG00000043028	ENSOARG00000021717	ortholog_one2one
ENSBTAG00000024688	ENSOARG00000006899	ortholog_one2one
ENSBTAG00000052504	ENSOARG00000019122	ortholog_one2one
ENSBTAG00000042477	ENSOARG00000024149	ortholog_one2one
ENSBTAG00000016242	ENSOARG00000021053	ortholog_one2one
ENSBTAG00000031595	ENSOARG00000015828	ortholog_one2one
ENSBTAG00000049818	ENSOARG00000022940	ortholog_one2one
ENSBTAG00000016239	ENSOARG00000021055	ortholog_one2one
ENSBTAG00000009952	ENSOARG00000015837	ortholog_one2one
ENSBTAG00000013329	ENSOARG00000000090	ortholog_one2one
ENSBTAG00000018142	ENSOARG00000010843	ortholog_one2one
ENSBTAG00000019232	ENSOARG00000015850	ortholog_one2one
ENSBTAG00000016234	ENSOARG00000021057	ortholog_one2many
ENSBTAG00000016234	ENSOARG00000002283	ortholog_one2many
ENSBTAG00000019276	ENSOARG00000005759	ortholog_many2many
ENSBTAG00000019276	ENSOARG00000021023	ortholog_many2many
ENSBTAG00000003691	ENSOARG00000016129	ortholog_one2one
ENSBTAG00000046846	ENSOARG00000000301	ortholog_one2one
ENSBTAG00000019231	ENSOARG00000015935	ortholog_one2one
ENSBTAG00000016179	ENSOARG00000000366	ortholog_one2one
ENSBTAG00000027932	ENSOARG00000010515	ortholog_one2one
ENSBTAG00000038154	ENSOARG00000000506	ortholog_one2one
ENSBTAG00000015402	ENSOARG00000016103	ortholog_one2one
ENSBTAG00000000526	ENSOARG00000008582	ortholog_one2one
ENSBTAG00000038696	ENSOARG00000000619	ortholog_one2one
ENSBTAG00000025496	ENSOARG00000010054	ortholog_one2one
ENSBTAG00000004023	ENSOARG00000014780	ortholog_one2one
ENSBTAG00000048286	ENSOARG00000015997	ortholog_one2one
ENSBTAG00000018548	ENSOARG00000011102	ortholog_one2one
ENSBTAG00000016092	ENSOARG00000015954	ortholog_one2one
ENSBTAG00000047170	ENSOARG00000018513	ortholog_one2many
ENSBTAG00000004553	ENSOARG00000000875	ortholog_one2one
ENSBTAG00000005847	ENSOARG00000015898	ortholog_one2one
ENSBTAG00000014501	ENSOARG00000021064	ortholog_one2one
ENSBTAG00000005137	ENSOARG00000011368	ortholog_one2one
ENSBTAG00000002272	ENSOARG00000015969	ortholog_one2one
ENSBTAG00000031579	ENSOARG00000016031	ortholog_one2one
ENSBTAG00000039983	ENSOARG00000001493	ortholog_one2one
ENSBTAG00000050547	ENSOARG00000001503	ortholog_one2one
ENSBTAG00000018989	ENSOARG00000014903	ortholog_one2one
ENSBTAG00000050375	ENSOARG00000023013	ortholog_one2one
ENSBTAG00000009618	ENSOARG00000011466	ortholog_one2one
ENSBTAG00000019924	ENSOARG00000021067	ortholog_one2one
ENSBTAG00000053255	ENSOARG00000016154	ortholog_one2one
ENSBTAG00000009725	ENSOARG00000016052	ortholog_one2one
ENSBTAG00000024394	ENSOARG00000015109	ortholog_one2one
ENSBTAG00000008335	ENSOARG00000016140	ortholog_one2one
ENSBTAG00000010909	ENSOARG00000011554	ortholog_one2one
ENSBTAG00000035556	ENSOARG00000008665	ortholog_one2one
ENSBTAG00000048065	ENSOARG00000009266	ortholog_one2many
ENSBTAG00000043328	ENSOARG00000024272	ortholog_one2one
ENSBTAG00000020297	ENSOARG00000015808	ortholog_one2one
ENSBTAG00000017659	ENSOARG00000008699	ortholog_one2one
ENSBTAG00000001903	ENSOARG00000015751	ortholog_one2one
ENSBTAG00000000326	ENSOARG00000017027	ortholog_one2one
ENSBTAG00000043038	ENSOARG00000023758	ortholog_one2one
ENSBTAG00000015157	ENSOARG00000017108	ortholog_one2one
ENSBTAG00000039319	ENSOARG00000001451	ortholog_one2one
ENSBTAG00000029343	ENSOARG00000024817	ortholog_one2one
ENSBTAG00000018508	ENSOARG00000008737	ortholog_one2one
ENSBTAG00000014247	ENSOARG00000017179	ortholog_one2one
ENSBTAG00000018133	ENSOARG00000015286	ortholog_one2one
ENSBTAG00000021076	ENSOARG00000017238	ortholog_one2one
ENSBTAG00000049044	ENSOARG00000004402	ortholog_one2one
ENSBTAG00000045260	ENSOARG00000021750	ortholog_one2one
ENSBTAG00000038549	ENSOARG00000001856	ortholog_one2one
ENSBTAG00000051742	ENSOARG00000021875	ortholog_many2many
ENSBTAG00000051742	ENSOARG00000023259	ortholog_many2many
ENSBTAG00000009438	ENSOARG00000006407	ortholog_one2one
ENSBTAG00000051727	ENSOARG00000022845	ortholog_one2one
ENSBTAG00000005769	ENSOARG00000008813	ortholog_one2one
ENSBTAG00000047849	ENSOARG00000019743	ortholog_one2one
ENSBTAG00000003835	ENSOARG00000021069	ortholog_one2one
ENSBTAG00000004495	ENSOARG00000008857	ortholog_one2one
ENSBTAG00000025748	ENSOARG00000002444	ortholog_one2one
ENSBTAG00000014920	ENSOARG00000015397	ortholog_one2one
ENSBTAG00000031010	ENSOARG00000008905	ortholog_one2one
ENSBTAG00000019496	ENSOARG00000021070	ortholog_one2one
ENSBTAG00000000077	ENSOARG00000017303	ortholog_one2one
ENSBTAG00000038878	ENSOARG00000016231	ortholog_one2one
ENSBTAG00000019577	ENSOARG00000015654	ortholog_one2one
ENSBTAG00000048257	ENSOARG00000002793	ortholog_one2one
ENSBTAG00000019500	ENSOARG00000021071	ortholog_one2one
ENSBTAG00000017350	ENSOARG00000015802	ortholog_one2one
ENSBTAG00000009624	ENSOARG00000017466	ortholog_one2one
ENSBTAG00000047924	ENSOARG00000015075	ortholog_one2one
ENSBTAG00000026812	ENSOARG00000016420	ortholog_one2one
ENSBTAG00000054095	ENSOARG00000021073	ortholog_one2one
ENSBTAG00000002966	ENSOARG00000008995	ortholog_one2one
ENSBTAG00000045962	ENSOARG00000022894	ortholog_one2one
ENSBTAG00000043675	ENSOARG00000022361	ortholog_one2one
ENSBTAG00000017141	ENSOARG00000021074	ortholog_one2one
ENSBTAG00000048767	ENSOARG00000021523	ortholog_one2one
ENSBTAG00000012280	ENSOARG00000003013	ortholog_one2one
ENSBTAG00000001468	ENSOARG00000021076	ortholog_one2one
ENSBTAG00000006049	ENSOARG00000016520	ortholog_one2one
ENSBTAG00000002630	ENSOARG00000017567	ortholog_one2one
ENSBTAG00000011602	ENSOARG00000003099	ortholog_one2one
ENSBTAG00000005408	ENSOARG00000016541	ortholog_one2one
ENSBTAG00000011634	ENSOARG00000009106	ortholog_one2one
ENSBTAG00000020296	ENSOARG00000002804	ortholog_one2one
ENSBTAG00000040151	ENSOARG00000021078	ortholog_one2one
ENSBTAG00000042762	ENSOARG00000024243	ortholog_one2many
ENSBTAG00000042762	ENSOARG00000024112	ortholog_one2many
ENSBTAG00000019120	ENSOARG00000021081	ortholog_one2one
ENSBTAG00000010450	ENSOARG00000003262	ortholog_one2one
ENSBTAG00000004048	ENSOARG00000020388	ortholog_one2one
ENSBTAG00000044824	ENSOARG00000023088	ortholog_one2one
ENSBTAG00000020569	ENSOARG00000016292	ortholog_one2one
ENSBTAG00000054913	ENSOARG00000009178	ortholog_one2many
ENSBTAG00000054913	ENSOARG00000009141	ortholog_one2many
ENSBTAG00000021988	ENSOARG00000000938	ortholog_one2one
