gene_ID_ssc	gene_ID_bta	homology_type
ENSSSCG00000012645	ENSBTAG00000022399	ortholog_one2many
ENSSSCG00000012645	ENSBTAG00000054511	ortholog_one2many
ENSSSCG00000012645	ENSBTAG00000054321	ortholog_one2many
ENSSSCG00000021995	ENSBTAG00000017521	ortholog_one2one
ENSSSCG00000005986	ENSBTAG00000005877	ortholog_one2one
ENSSSCG00000015235	ENSBTAG00000002341	ortholog_one2one
ENSSSCG00000008807	ENSBTAG00000000285	ortholog_one2one
ENSSSCG00000010276	ENSBTAG00000014270	ortholog_one2one
ENSSSCG00000014058	ENSBTAG00000010740	ortholog_one2one
ENSSSCG00000040230	ENSBTAG00000052463	ortholog_many2many
ENSSSCG00000040230	ENSBTAG00000048441	ortholog_many2many
ENSSSCG00000021977	ENSBTAG00000009826	ortholog_one2one
ENSSSCG00000006604	ENSBTAG00000054069	ortholog_one2one
ENSSSCG00000029430	ENSBTAG00000018887	ortholog_one2one
ENSSSCG00000003080	ENSBTAG00000048075	ortholog_one2one
ENSSSCG00000017294	ENSBTAG00000003500	ortholog_one2one
ENSSSCG00000002283	ENSBTAG00000019819	ortholog_one2one
ENSSSCG00000032525	ENSBTAG00000048114	ortholog_many2many
ENSSSCG00000032525	ENSBTAG00000007238	ortholog_many2many
ENSSSCG00000012792	ENSBTAG00000047827	ortholog_one2one
ENSSSCG00000005326	ENSBTAG00000052564	ortholog_one2many
ENSSSCG00000005326	ENSBTAG00000053732	ortholog_one2many
ENSSSCG00000005326	ENSBTAG00000052875	ortholog_one2many
ENSSSCG00000007338	ENSBTAG00000004750	ortholog_one2one
ENSSSCG00000003079	ENSBTAG00000051298	ortholog_one2one
ENSSSCG00000009796	ENSBTAG00000004192	ortholog_one2one
ENSSSCG00000035211	ENSBTAG00000003102	ortholog_one2one
ENSSSCG00000051658	ENSBTAG00000052220	ortholog_many2many
ENSSSCG00000051658	ENSBTAG00000049192	ortholog_many2many
ENSSSCG00000051658	ENSBTAG00000054837	ortholog_many2many
ENSSSCG00000051658	ENSBTAG00000053868	ortholog_many2many
ENSSSCG00000051658	ENSBTAG00000048744	ortholog_many2many
ENSSSCG00000051658	ENSBTAG00000054526	ortholog_many2many
ENSSSCG00000000046	ENSBTAG00000026502	ortholog_one2many
ENSSSCG00000000046	ENSBTAG00000026501	ortholog_one2many
ENSSSCG00000043034	ENSBTAG00000053711	ortholog_one2many
ENSSSCG00000042564	ENSBTAG00000054258	ortholog_one2one
ENSSSCG00000010277	ENSBTAG00000046357	ortholog_one2one
ENSSSCG00000011626	ENSBTAG00000039194	ortholog_one2one
ENSSSCG00000042449	ENSBTAG00000037928	ortholog_one2many
ENSSSCG00000011625	ENSBTAG00000008778	ortholog_one2one
ENSSSCG00000009569	ENSBTAG00000003934	ortholog_one2one
ENSSSCG00000032731	ENSBTAG00000001692	ortholog_one2one
ENSSSCG00000009795	ENSBTAG00000049892	ortholog_one2one
ENSSSCG00000033578	ENSBTAG00000048114	ortholog_many2many
ENSSSCG00000033578	ENSBTAG00000007238	ortholog_many2many
ENSSSCG00000017295	ENSBTAG00000016613	ortholog_one2one
ENSSSCG00000008387	ENSBTAG00000005257	ortholog_one2one
ENSSSCG00000005400	ENSBTAG00000018445	ortholog_one2one
ENSSSCG00000013893	ENSBTAG00000039335	ortholog_one2one
ENSSSCG00000009794	ENSBTAG00000004189	ortholog_one2one
ENSSSCG00000035629	ENSBTAG00000010151	ortholog_one2one
ENSSSCG00000029179	ENSBTAG00000010735	ortholog_one2one
ENSSSCG00000007340	ENSBTAG00000004100	ortholog_one2one
ENSSSCG00000037731	ENSBTAG00000052220	ortholog_many2many
ENSSSCG00000037731	ENSBTAG00000049192	ortholog_many2many
ENSSSCG00000037731	ENSBTAG00000054837	ortholog_many2many
ENSSSCG00000037731	ENSBTAG00000053868	ortholog_many2many
ENSSSCG00000037731	ENSBTAG00000048744	ortholog_many2many
ENSSSCG00000037731	ENSBTAG00000054526	ortholog_many2many
ENSSSCG00000003643	ENSBTAG00000007299	ortholog_one2one
ENSSSCG00000024157	ENSBTAG00000020004	ortholog_one2one
ENSSSCG00000043580	ENSBTAG00000051038	ortholog_many2many
ENSSSCG00000043580	ENSBTAG00000055161	ortholog_many2many
ENSSSCG00000004096	ENSBTAG00000048114	ortholog_many2many
ENSSSCG00000004096	ENSBTAG00000007238	ortholog_many2many
ENSSSCG00000007924	ENSBTAG00000001736	ortholog_one2one
ENSSSCG00000016061	ENSBTAG00000011256	ortholog_one2one
ENSSSCG00000021490	ENSBTAG00000018965	ortholog_one2one
ENSSSCG00000047326	ENSBTAG00000053986	ortholog_one2one
ENSSSCG00000044434	ENSBTAG00000052220	ortholog_many2many
ENSSSCG00000044434	ENSBTAG00000049192	ortholog_many2many
ENSSSCG00000044434	ENSBTAG00000054837	ortholog_many2many
ENSSSCG00000044434	ENSBTAG00000053868	ortholog_many2many
ENSSSCG00000044434	ENSBTAG00000048744	ortholog_many2many
ENSSSCG00000044434	ENSBTAG00000054526	ortholog_many2many
ENSSSCG00000027701	ENSBTAG00000005496	ortholog_one2one
ENSSSCG00000029985	ENSBTAG00000025345	ortholog_one2one
ENSSSCG00000005987	ENSBTAG00000021156	ortholog_one2one
ENSSSCG00000022618	ENSBTAG00000001710	ortholog_one2one
ENSSSCG00000011627	ENSBTAG00000011634	ortholog_one2one
ENSSSCG00000023612	ENSBTAG00000038138	ortholog_one2one
ENSSSCG00000017755	ENSBTAG00000006894	ortholog_one2one
ENSSSCG00000038453	ENSBTAG00000013744	ortholog_one2one
ENSSSCG00000044041	ENSBTAG00000039357	ortholog_one2one
ENSSSCG00000013892	ENSBTAG00000008626	ortholog_one2one
ENSSSCG00000037732	ENSBTAG00000001161	ortholog_one2one
ENSSSCG00000008809	ENSBTAG00000012296	ortholog_one2one
ENSSSCG00000026042	ENSBTAG00000024490	ortholog_one2many
ENSSSCG00000026042	ENSBTAG00000026437	ortholog_one2many
ENSSSCG00000026042	ENSBTAG00000047902	ortholog_one2many
ENSSSCG00000026042	ENSBTAG00000036061	ortholog_one2many
ENSSSCG00000026042	ENSBTAG00000023970	ortholog_one2many
ENSSSCG00000026042	ENSBTAG00000038891	ortholog_one2many
ENSSSCG00000026042	ENSBTAG00000024751	ortholog_one2many
ENSSSCG00000026042	ENSBTAG00000039329	ortholog_one2many
ENSSSCG00000026042	ENSBTAG00000048950	ortholog_one2many
ENSSSCG00000026042	ENSBTAG00000050143	ortholog_one2many
ENSSSCG00000026042	ENSBTAG00000001836	ortholog_one2many
ENSSSCG00000026042	ENSBTAG00000038112	ortholog_one2many
ENSSSCG00000026042	ENSBTAG00000046595	ortholog_one2many
ENSSSCG00000009568	ENSBTAG00000007167	ortholog_one2one
ENSSSCG00000037368	ENSBTAG00000032049	ortholog_one2one
ENSSSCG00000023993	ENSBTAG00000014441	ortholog_one2one
ENSSSCG00000035064	ENSBTAG00000038146	ortholog_one2many
ENSSSCG00000035064	ENSBTAG00000037632	ortholog_one2many
ENSSSCG00000009801	ENSBTAG00000032517	ortholog_one2one
ENSSSCG00000005401	ENSBTAG00000015608	ortholog_one2one
ENSSSCG00000003078	ENSBTAG00000015313	ortholog_one2one
ENSSSCG00000030606	ENSBTAG00000046395	ortholog_one2one
ENSSSCG00000048621	ENSBTAG00000051038	ortholog_many2many
ENSSSCG00000048621	ENSBTAG00000055161	ortholog_many2many
ENSSSCG00000024223	ENSBTAG00000020837	ortholog_one2one
ENSSSCG00000003081	ENSBTAG00000037983	ortholog_one2one
ENSSSCG00000011234	ENSBTAG00000001712	ortholog_one2one
ENSSSCG00000002284	ENSBTAG00000014234	ortholog_one2one
ENSSSCG00000008385	ENSBTAG00000009694	ortholog_one2one
ENSSSCG00000050457	ENSBTAG00000052220	ortholog_many2many
ENSSSCG00000050457	ENSBTAG00000049192	ortholog_many2many
ENSSSCG00000050457	ENSBTAG00000054837	ortholog_many2many
ENSSSCG00000050457	ENSBTAG00000053868	ortholog_many2many
ENSSSCG00000050457	ENSBTAG00000048744	ortholog_many2many
ENSSSCG00000050457	ENSBTAG00000054526	ortholog_many2many
ENSSSCG00000004101	ENSBTAG00000032007	ortholog_one2one
ENSSSCG00000021814	ENSBTAG00000020403	ortholog_one2one
ENSSSCG00000015237	ENSBTAG00000008283	ortholog_one2one
ENSSSCG00000011936	ENSBTAG00000046637	ortholog_one2one
ENSSSCG00000010278	ENSBTAG00000021497	ortholog_one2one
ENSSSCG00000035729	ENSBTAG00000025136	ortholog_one2one
ENSSSCG00000038219	ENSBTAG00000054047	ortholog_one2many
ENSSSCG00000009802	ENSBTAG00000004187	ortholog_one2one
ENSSSCG00000001660	ENSBTAG00000012761	ortholog_one2one
ENSSSCG00000004433	ENSBTAG00000000188	ortholog_one2one
ENSSSCG00000014060	ENSBTAG00000011608	ortholog_one2one
ENSSSCG00000000045	ENSBTAG00000009509	ortholog_one2one
ENSSSCG00000007342	ENSBTAG00000005086	ortholog_one2one
ENSSSCG00000015602	ENSBTAG00000018548	ortholog_one2one
ENSSSCG00000013891	ENSBTAG00000004604	ortholog_one2one
ENSSSCG00000040221	ENSBTAG00000051584	ortholog_many2many
ENSSSCG00000040221	ENSBTAG00000050430	ortholog_many2many
ENSSSCG00000017296	ENSBTAG00000024950	ortholog_one2one
ENSSSCG00000038362	ENSBTAG00000019526	ortholog_one2one
ENSSSCG00000012267	ENSBTAG00000005124	ortholog_one2one
ENSSSCG00000050581	ENSBTAG00000008278	ortholog_one2one
ENSSSCG00000027426	ENSBTAG00000009493	ortholog_one2one
ENSSSCG00000004103	ENSBTAG00000010204	ortholog_one2one
ENSSSCG00000003644	ENSBTAG00000007300	ortholog_one2one
ENSSSCG00000051539	ENSBTAG00000052415	ortholog_one2many
ENSSSCG00000006605	ENSBTAG00000039260	ortholog_one2one
ENSSSCG00000004902	ENSBTAG00000050028	ortholog_one2one
ENSSSCG00000015236	ENSBTAG00000000008	ortholog_one2one
ENSSSCG00000012795	ENSBTAG00000016085	ortholog_one2one
ENSSSCG00000020945	ENSBTAG00000009508	ortholog_one2one
ENSSSCG00000028922	ENSBTAG00000011817	ortholog_one2one
ENSSSCG00000023231	ENSBTAG00000030366	ortholog_one2one
ENSSSCG00000011233	ENSBTAG00000014700	ortholog_one2one
ENSSSCG00000007931	ENSBTAG00000001731	ortholog_one2one
ENSSSCG00000023522	ENSBTAG00000016208	ortholog_one2one
ENSSSCG00000032996	ENSBTAG00000006731	ortholog_one2one
ENSSSCG00000022865	ENSBTAG00000054974	ortholog_one2one
ENSSSCG00000013890	ENSBTAG00000015830	ortholog_one2one
ENSSSCG00000036483	ENSBTAG00000004179	ortholog_one2one
ENSSSCG00000022611	ENSBTAG00000019373	ortholog_one2one
ENSSSCG00000005403	ENSBTAG00000008772	ortholog_one2one
ENSSSCG00000006609	ENSBTAG00000015854	ortholog_one2one
ENSSSCG00000038935	ENSBTAG00000054232	ortholog_one2one
ENSSSCG00000038446	ENSBTAG00000053275	ortholog_one2many
ENSSSCG00000000050	ENSBTAG00000009506	ortholog_one2one
ENSSSCG00000015603	ENSBTAG00000005137	ortholog_one2one
ENSSSCG00000021573	ENSBTAG00000006902	ortholog_one2one
ENSSSCG00000036474	ENSBTAG00000038662	ortholog_one2one
ENSSSCG00000022390	ENSBTAG00000046155	ortholog_one2one
ENSSSCG00000011933	ENSBTAG00000013769	ortholog_one2one
ENSSSCG00000012678	ENSBTAG00000021344	ortholog_one2one
ENSSSCG00000038545	ENSBTAG00000045826	ortholog_one2one
ENSSSCG00000024678	ENSBTAG00000020839	ortholog_one2one
ENSSSCG00000003645	ENSBTAG00000002306	ortholog_one2one
ENSSSCG00000032815	ENSBTAG00000050516	ortholog_one2many
ENSSSCG00000010280	ENSBTAG00000010888	ortholog_one2one
ENSSSCG00000007344	ENSBTAG00000019378	ortholog_one2one
ENSSSCG00000006610	ENSBTAG00000048755	ortholog_one2many
ENSSSCG00000006610	ENSBTAG00000015145	ortholog_one2many
ENSSSCG00000034742	ENSBTAG00000047855	ortholog_one2one
ENSSSCG00000047399	ENSBTAG00000050601	ortholog_one2many
ENSSSCG00000013176	ENSBTAG00000002404	ortholog_one2one
ENSSSCG00000001661	ENSBTAG00000012777	ortholog_one2one
ENSSSCG00000014062	ENSBTAG00000034998	ortholog_one2one
ENSSSCG00000011628	ENSBTAG00000002966	ortholog_one2one
ENSSSCG00000014054	ENSBTAG00000044035	ortholog_one2one
ENSSSCG00000034778	ENSBTAG00000040060	ortholog_one2one
ENSSSCG00000012248	ENSBTAG00000011783	ortholog_one2one
ENSSSCG00000009268	ENSBTAG00000011726	ortholog_one2one
ENSSSCG00000009805	ENSBTAG00000004175	ortholog_one2one
ENSSSCG00000015604	ENSBTAG00000009618	ortholog_one2one
ENSSSCG00000032450	ENSBTAG00000033298	ortholog_one2one
ENSSSCG00000003083	ENSBTAG00000009494	ortholog_one2one
ENSSSCG00000021427	ENSBTAG00000015625	ortholog_one2one
ENSSSCG00000013889	ENSBTAG00000015831	ortholog_one2one
ENSSSCG00000002285	ENSBTAG00000004171	ortholog_one2one
ENSSSCG00000000534	ENSBTAG00000014106	ortholog_one2one
ENSSSCG00000030515	ENSBTAG00000016645	ortholog_one2one
ENSSSCG00000004434	ENSBTAG00000020018	ortholog_one2one
ENSSSCG00000013177	ENSBTAG00000002389	ortholog_one2one
ENSSSCG00000002652	ENSBTAG00000006905	ortholog_one2one
ENSSSCG00000037975	ENSBTAG00000055204	ortholog_one2one
ENSSSCG00000015238	ENSBTAG00000015905	ortholog_one2one
ENSSSCG00000038492	ENSBTAG00000009507	ortholog_one2one
ENSSSCG00000034487	ENSBTAG00000051287	ortholog_one2one
ENSSSCG00000004903	ENSBTAG00000001739	ortholog_one2one
ENSSSCG00000030196	ENSBTAG00000019908	ortholog_one2one
ENSSSCG00000026605	ENSBTAG00000014046	ortholog_one2one
ENSSSCG00000003648	ENSBTAG00000018275	ortholog_one2many
ENSSSCG00000003648	ENSBTAG00000009368	ortholog_one2many
ENSSSCG00000010281	ENSBTAG00000021499	ortholog_one2one
ENSSSCG00000016597	ENSBTAG00000013180	ortholog_one2one
ENSSSCG00000004105	ENSBTAG00000010196	ortholog_one2one
ENSSSCG00000032870	ENSBTAG00000048992	ortholog_one2one
ENSSSCG00000006612	ENSBTAG00000015147	ortholog_one2one
ENSSSCG00000002344	ENSBTAG00000025372	ortholog_one2one
ENSSSCG00000032726	ENSBTAG00000007321	ortholog_one2one
ENSSSCG00000003359	ENSBTAG00000015857	ortholog_one2one
ENSSSCG00000017756	ENSBTAG00000014825	ortholog_one2one
ENSSSCG00000013178	ENSBTAG00000002381	ortholog_one2one
ENSSSCG00000051093	ENSBTAG00000054067	ortholog_one2one
ENSSSCG00000029523	ENSBTAG00000020299	ortholog_one2one
ENSSSCG00000039472	ENSBTAG00000010909	ortholog_one2one
ENSSSCG00000008388	ENSBTAG00000015386	ortholog_one2one
ENSSSCG00000033690	ENSBTAG00000020693	ortholog_one2one
ENSSSCG00000012271	ENSBTAG00000002890	ortholog_one2one
ENSSSCG00000014061	ENSBTAG00000035174	ortholog_one2one
ENSSSCG00000017297	ENSBTAG00000020810	ortholog_one2one
ENSSSCG00000050029	ENSBTAG00000050829	ortholog_many2many
ENSSSCG00000050029	ENSBTAG00000016173	ortholog_many2many
ENSSSCG00000021371	ENSBTAG00000025124	ortholog_one2one
ENSSSCG00000013888	ENSBTAG00000020904	ortholog_one2one
ENSSSCG00000035621	ENSBTAG00000017837	ortholog_one2one
ENSSSCG00000032220	ENSBTAG00000004834	ortholog_one2one
ENSSSCG00000004435	ENSBTAG00000003076	ortholog_one2one
ENSSSCG00000020657	ENSBTAG00000009495	ortholog_one2one
ENSSSCG00000047454	ENSBTAG00000052019	ortholog_one2many
ENSSSCG00000047454	ENSBTAG00000052864	ortholog_one2many
ENSSSCG00000047454	ENSBTAG00000050464	ortholog_one2many
ENSSSCG00000047454	ENSBTAG00000053491	ortholog_one2many
ENSSSCG00000029513	ENSBTAG00000020300	ortholog_one2one
ENSSSCG00000014459	ENSBTAG00000035659	ortholog_many2many
ENSSSCG00000014459	ENSBTAG00000039837	ortholog_many2many
ENSSSCG00000014459	ENSBTAG00000038418	ortholog_many2many
ENSSSCG00000035369	ENSBTAG00000024453	ortholog_one2one
ENSSSCG00000014309	ENSBTAG00000003331	ortholog_one2one
ENSSSCG00000044778	ENSBTAG00000038103	ortholog_one2many
ENSSSCG00000044778	ENSBTAG00000015811	ortholog_one2many
ENSSSCG00000016062	ENSBTAG00000018653	ortholog_one2one
ENSSSCG00000006614	ENSBTAG00000000690	ortholog_one2one
ENSSSCG00000031442	ENSBTAG00000006493	ortholog_one2one
ENSSSCG00000033123	ENSBTAG00000008109	ortholog_one2one
ENSSSCG00000013887	ENSBTAG00000025775	ortholog_one2one
ENSSSCG00000003651	ENSBTAG00000008023	ortholog_one2one
ENSSSCG00000000040	ENSBTAG00000013173	ortholog_one2one
ENSSSCG00000029443	ENSBTAG00000020127	ortholog_one2one
ENSSSCG00000035714	ENSBTAG00000048409	ortholog_one2one
ENSSSCG00000020813	ENSBTAG00000003607	ortholog_one2one
ENSSSCG00000051618	ENSBTAG00000004172	ortholog_one2one
ENSSSCG00000021631	ENSBTAG00000051263	ortholog_one2many
ENSSSCG00000021631	ENSBTAG00000053830	ortholog_one2many
ENSSSCG00000021631	ENSBTAG00000039591	ortholog_one2many
ENSSSCG00000036234	ENSBTAG00000000531	ortholog_one2one
ENSSSCG00000003360	ENSBTAG00000015859	ortholog_one2one
ENSSSCG00000026427	ENSBTAG00000017405	ortholog_one2one
ENSSSCG00000033373	ENSBTAG00000001348	ortholog_one2one
ENSSSCG00000013886	ENSBTAG00000046750	ortholog_one2one
ENSSSCG00000031524	ENSBTAG00000047159	ortholog_one2many
ENSSSCG00000031524	ENSBTAG00000020460	ortholog_one2many
ENSSSCG00000035397	ENSBTAG00000011905	ortholog_one2many
ENSSSCG00000021068	ENSBTAG00000012020	ortholog_one2one
ENSSSCG00000023719	ENSBTAG00000008110	ortholog_one2one
ENSSSCG00000037401	ENSBTAG00000038595	ortholog_one2many
ENSSSCG00000009807	ENSBTAG00000032534	ortholog_one2one
ENSSSCG00000037892	ENSBTAG00000053317	ortholog_one2one
ENSSSCG00000034059	ENSBTAG00000017656	ortholog_one2one
ENSSSCG00000004436	ENSBTAG00000003078	ortholog_one2one
ENSSSCG00000033682	ENSBTAG00000054924	ortholog_one2one
ENSSSCG00000026618	ENSBTAG00000018497	ortholog_one2one
ENSSSCG00000004106	ENSBTAG00000015076	ortholog_one2one
ENSSSCG00000037777	ENSBTAG00000022314	ortholog_one2one
ENSSSCG00000048280	ENSBTAG00000049084	ortholog_one2one
ENSSSCG00000008389	ENSBTAG00000007414	ortholog_one2one
ENSSSCG00000046606	ENSBTAG00000051784	ortholog_one2many
ENSSSCG00000012223	ENSBTAG00000046589	ortholog_one2one
ENSSSCG00000032928	ENSBTAG00000003370	ortholog_one2one
ENSSSCG00000007932	ENSBTAG00000016331	ortholog_one2one
ENSSSCG00000005424	ENSBTAG00000006901	ortholog_one2one
ENSSSCG00000026259	ENSBTAG00000040596	ortholog_one2one
ENSSSCG00000051111	ENSBTAG00000048437	ortholog_many2many
ENSSSCG00000051111	ENSBTAG00000050411	ortholog_many2many
ENSSSCG00000051111	ENSBTAG00000049078	ortholog_many2many
ENSSSCG00000051111	ENSBTAG00000052769	ortholog_many2many
ENSSSCG00000051111	ENSBTAG00000054361	ortholog_many2many
ENSSSCG00000007541	ENSBTAG00000014541	ortholog_one2one
ENSSSCG00000036157	ENSBTAG00000020643	ortholog_one2one
ENSSSCG00000003652	ENSBTAG00000004715	ortholog_one2one
ENSSSCG00000004438	ENSBTAG00000010885	ortholog_one2one
ENSSSCG00000016599	ENSBTAG00000013732	ortholog_one2one
ENSSSCG00000028758	ENSBTAG00000016864	ortholog_one2one
ENSSSCG00000026454	ENSBTAG00000049851	ortholog_one2one
ENSSSCG00000021586	ENSBTAG00000026309	ortholog_one2one
ENSSSCG00000009270	ENSBTAG00000014286	ortholog_one2one
ENSSSCG00000013181	ENSBTAG00000016267	ortholog_one2one
ENSSSCG00000027770	ENSBTAG00000021594	ortholog_one2one
ENSSSCG00000025685	ENSBTAG00000005812	ortholog_one2one
ENSSSCG00000036539	ENSBTAG00000013248	ortholog_one2one
ENSSSCG00000015371	ENSBTAG00000039955	ortholog_one2one
ENSSSCG00000016956	ENSBTAG00000025964	ortholog_one2one
ENSSSCG00000004104	ENSBTAG00000032024	ortholog_one2one
ENSSSCG00000029096	ENSBTAG00000044071	ortholog_one2one
ENSSSCG00000016064	ENSBTAG00000014832	ortholog_one2one
ENSSSCG00000012169	ENSBTAG00000046635	ortholog_one2one
ENSSSCG00000024626	ENSBTAG00000008115	ortholog_one2one
ENSSSCG00000049779	ENSBTAG00000052415	ortholog_one2many
ENSSSCG00000028293	ENSBTAG00000007110	ortholog_one2one
ENSSSCG00000002656	ENSBTAG00000014267	ortholog_one2one
ENSSSCG00000008812	ENSBTAG00000000473	ortholog_one2one
ENSSSCG00000011629	ENSBTAG00000031010	ortholog_one2one
ENSSSCG00000013885	ENSBTAG00000002136	ortholog_one2one
ENSSSCG00000015241	ENSBTAG00000017602	ortholog_one2one
ENSSSCG00000007542	ENSBTAG00000046142	ortholog_one2one
ENSSSCG00000026568	ENSBTAG00000019913	ortholog_one2one
ENSSSCG00000012270	ENSBTAG00000016764	ortholog_one2one
ENSSSCG00000030067	ENSBTAG00000000880	ortholog_one2one
ENSSSCG00000007933	ENSBTAG00000016330	ortholog_one2one
ENSSSCG00000027801	ENSBTAG00000016151	ortholog_one2one
ENSSSCG00000004441	ENSBTAG00000005205	ortholog_one2one
ENSSSCG00000011630	ENSBTAG00000019577	ortholog_one2one
ENSSSCG00000003653	ENSBTAG00000010232	ortholog_one2one
ENSSSCG00000028867	ENSBTAG00000016980	ortholog_one2one
ENSSSCG00000034538	ENSBTAG00000048884	ortholog_one2many
ENSSSCG00000016601	ENSBTAG00000031958	ortholog_one2many
ENSSSCG00000016601	ENSBTAG00000004640	ortholog_one2many
ENSSSCG00000033299	ENSBTAG00000011190	ortholog_one2one
ENSSSCG00000005101	ENSBTAG00000044118	ortholog_one2one
ENSSSCG00000002655	ENSBTAG00000011632	ortholog_one2one
ENSSSCG00000009808	ENSBTAG00000009602	ortholog_one2one
ENSSSCG00000015242	ENSBTAG00000017610	ortholog_one2one
ENSSSCG00000008392	ENSBTAG00000016534	ortholog_one2one
ENSSSCG00000012269	ENSBTAG00000016769	ortholog_one2one
ENSSSCG00000017298	ENSBTAG00000004249	ortholog_one2one
ENSSSCG00000011631	ENSBTAG00000004495	ortholog_one2one
ENSSSCG00000016603	ENSBTAG00000005548	ortholog_one2one
ENSSSCG00000004109	ENSBTAG00000007388	ortholog_one2one
ENSSSCG00000014063	ENSBTAG00000014536	ortholog_one2one
ENSSSCG00000027091	ENSBTAG00000021591	ortholog_one2one
ENSSSCG00000039233	ENSBTAG00000054042	ortholog_one2many
ENSSSCG00000039233	ENSBTAG00000046007	ortholog_one2many
ENSSSCG00000001664	ENSBTAG00000046107	ortholog_one2one
ENSSSCG00000043725	ENSBTAG00000054503	ortholog_one2one
ENSSSCG00000023842	ENSBTAG00000049108	ortholog_one2one
ENSSSCG00000025588	ENSBTAG00000047083	ortholog_one2one
ENSSSCG00000016602	ENSBTAG00000040349	ortholog_one2one
ENSSSCG00000009809	ENSBTAG00000004458	ortholog_one2one
ENSSSCG00000031954	ENSBTAG00000016782	ortholog_one2one
ENSSSCG00000036305	ENSBTAG00000045754	ortholog_one2one
ENSSSCG00000002286	ENSBTAG00000010239	ortholog_one2one
ENSSSCG00000036064	ENSBTAG00000006549	ortholog_one2one
ENSSSCG00000040650	ENSBTAG00000008710	ortholog_one2one
ENSSSCG00000036996	ENSBTAG00000022744	ortholog_one2one
ENSSSCG00000039516	ENSBTAG00000004738	ortholog_one2one
ENSSSCG00000034510	ENSBTAG00000004457	ortholog_one2one
ENSSSCG00000040660	ENSBTAG00000033554	ortholog_one2one
ENSSSCG00000007939	ENSBTAG00000006593	ortholog_one2one
ENSSSCG00000005423	ENSBTAG00000020661	ortholog_one2one
ENSSSCG00000025308	ENSBTAG00000025402	ortholog_one2one
ENSSSCG00000034660	ENSBTAG00000034883	ortholog_one2one
ENSSSCG00000016604	ENSBTAG00000004643	ortholog_one2one
ENSSSCG00000023379	ENSBTAG00000012989	ortholog_one2one
ENSSSCG00000007543	ENSBTAG00000048140	ortholog_one2one
ENSSSCG00000028920	ENSBTAG00000008116	ortholog_one2one
ENSSSCG00000034221	ENSBTAG00000053092	ortholog_many2many
ENSSSCG00000034221	ENSBTAG00000053389	ortholog_many2many
ENSSSCG00000031898	ENSBTAG00000045879	ortholog_one2one
ENSSSCG00000008813	ENSBTAG00000002199	ortholog_one2one
ENSSSCG00000015243	ENSBTAG00000019001	ortholog_one2one
ENSSSCG00000003090	ENSBTAG00000015318	ortholog_one2one
ENSSSCG00000010174	ENSBTAG00000006111	ortholog_one2one
ENSSSCG00000027447	ENSBTAG00000005370	ortholog_one2one
ENSSSCG00000044595	ENSBTAG00000053840	ortholog_many2many
ENSSSCG00000044595	ENSBTAG00000051762	ortholog_many2many
ENSSSCG00000044595	ENSBTAG00000050997	ortholog_many2many
ENSSSCG00000044595	ENSBTAG00000047693	ortholog_many2many
ENSSSCG00000044595	ENSBTAG00000050980	ortholog_many2many
ENSSSCG00000028343	ENSBTAG00000000797	ortholog_one2one
ENSSSCG00000004445	ENSBTAG00000033535	ortholog_one2one
ENSSSCG00000005994	ENSBTAG00000044126	ortholog_one2one
ENSSSCG00000004110	ENSBTAG00000013454	ortholog_one2one
ENSSSCG00000002287	ENSBTAG00000011767	ortholog_one2one
ENSSSCG00000014415	ENSBTAG00000003260	ortholog_one2one
ENSSSCG00000038658	ENSBTAG00000050336	ortholog_one2one
ENSSSCG00000037877	ENSBTAG00000049302	ortholog_many2many
ENSSSCG00000037877	ENSBTAG00000054399	ortholog_many2many
ENSSSCG00000037877	ENSBTAG00000051060	ortholog_many2many
ENSSSCG00000007345	ENSBTAG00000003040	ortholog_one2one
ENSSSCG00000010283	ENSBTAG00000008827	ortholog_one2one
ENSSSCG00000004907	ENSBTAG00000008723	ortholog_one2one
ENSSSCG00000004446	ENSBTAG00000009689	ortholog_one2one
ENSSSCG00000009276	ENSBTAG00000003710	ortholog_one2one
ENSSSCG00000026449	ENSBTAG00000002078	ortholog_one2one
ENSSSCG00000040883	ENSBTAG00000008120	ortholog_one2one
ENSSSCG00000037831	ENSBTAG00000052415	ortholog_one2many
ENSSSCG00000031163	ENSBTAG00000027524	ortholog_one2one
ENSSSCG00000035991	ENSBTAG00000009956	ortholog_one2one
ENSSSCG00000024119	ENSBTAG00000015254	ortholog_one2one
ENSSSCG00000027796	ENSBTAG00000006350	ortholog_one2one
ENSSSCG00000025748	ENSBTAG00000033270	ortholog_one2one
ENSSSCG00000012273	ENSBTAG00000006562	ortholog_one2many
ENSSSCG00000012273	ENSBTAG00000016772	ortholog_one2many
ENSSSCG00000039659	ENSBTAG00000024701	ortholog_one2one
ENSSSCG00000002654	ENSBTAG00000002226	ortholog_one2one
ENSSSCG00000029803	ENSBTAG00000002328	ortholog_one2one
ENSSSCG00000032814	ENSBTAG00000016784	ortholog_one2one
ENSSSCG00000003654	ENSBTAG00000021024	ortholog_one2one
ENSSSCG00000003362	ENSBTAG00000020014	ortholog_one2one
ENSSSCG00000030358	ENSBTAG00000002816	ortholog_one2one
ENSSSCG00000022661	ENSBTAG00000053703	ortholog_one2many
ENSSSCG00000022661	ENSBTAG00000017545	ortholog_one2many
ENSSSCG00000015150	ENSBTAG00000038802	ortholog_one2one
