gene_ID_ssc gene_ID_oar
ENSSSCG00000033383 ENSOARG00000004113
ENSSSCG00000033385 ENSOARG00000018865
ENSSSCG00000033388 ENSOARG00000012729
ENSSSCG00000033392 ENSOARG00000010959
ENSSSCG00000033394 ENSOARG00000013602
ENSSSCG00000033395 ENSOARG00000017733
ENSSSCG00000033397 ENSOARG00000004303
ENSSSCG00000033402 ENSOARG00000010298
ENSSSCG00000033403 ENSOARG00000020955
ENSSSCG00000033411 ENSOARG00000017129
ENSSSCG00000033412 ENSOARG00000012134
ENSSSCG00000033414 ENSOARG00000002071
ENSSSCG00000033416 ENSOARG00000024828
ENSSSCG00000033420 ENSOARG00000009036
ENSSSCG00000033421 ENSOARG00000012110
ENSSSCG00000033422 ENSOARG00000000541
ENSSSCG00000033424 ENSOARG00000020638
ENSSSCG00000033425 ENSOARG00000012837
ENSSSCG00000033428 ENSOARG00000018253
ENSSSCG00000033428 ENSOARG00000018287
ENSSSCG00000033429 ENSOARG00000021521
ENSSSCG00000033429 ENSOARG00000023226
ENSSSCG00000033429 ENSOARG00000023563
ENSSSCG00000033429 ENSOARG00000024539
ENSSSCG00000033430 ENSOARG00000013774
ENSSSCG00000033439 ENSOARG00000018247
ENSSSCG00000033441 ENSOARG00000001467
ENSSSCG00000033442 ENSOARG00000008798
ENSSSCG00000033443 ENSOARG00000011569
ENSSSCG00000033444 ENSOARG00000017725
ENSSSCG00000033450 ENSOARG00000018696
ENSSSCG00000033453 ENSOARG00000016787
ENSSSCG00000033453 ENSOARG00000025182
ENSSSCG00000033456 ENSOARG00000001740
ENSSSCG00000033458 ENSOARG00000018202
ENSSSCG00000033463 ENSOARG00000019390
ENSSSCG00000033464 ENSOARG00000011057
ENSSSCG00000033465 ENSOARG00000020378
ENSSSCG00000033466 ENSOARG00000017773
ENSSSCG00000033468 ENSOARG00000023517
ENSSSCG00000033468 ENSOARG00000024450
ENSSSCG00000033479 ENSOARG00000000293
ENSSSCG00000033481 ENSOARG00000024515
ENSSSCG00000033486 ENSOARG00000017575
ENSSSCG00000033487 ENSOARG00000013341
ENSSSCG00000033487 ENSOARG00000016408
ENSSSCG00000033490 ENSOARG00000008762
ENSSSCG00000033492 ENSOARG00000018589
ENSSSCG00000033493 ENSOARG00000000385
ENSSSCG00000033493 ENSOARG00000000505
ENSSSCG00000033493 ENSOARG00000000518
ENSSSCG00000033496 ENSOARG00000006773
ENSSSCG00000033500 ENSOARG00000010203
ENSSSCG00000033500 ENSOARG00000016742
ENSSSCG00000033505 ENSOARG00000002483
ENSSSCG00000033506 ENSOARG00000006482
ENSSSCG00000033509 ENSOARG00000008099
ENSSSCG00000033512 ENSOARG00000007977
ENSSSCG00000033514 ENSOARG00000007889
ENSSSCG00000033516 ENSOARG00000004498
ENSSSCG00000033517 ENSOARG00000018059
ENSSSCG00000033518 ENSOARG00000010325
ENSSSCG00000033520 ENSOARG00000009246
ENSSSCG00000033522 ENSOARG00000012611
ENSSSCG00000033524 ENSOARG00000014817
ENSSSCG00000033525 ENSOARG00000018106
ENSSSCG00000033526 ENSOARG00000005824
ENSSSCG00000033527 ENSOARG00000016143
ENSSSCG00000033528 ENSOARG00000015595
ENSSSCG00000033532 ENSOARG00000001245
ENSSSCG00000033533 ENSOARG00000002165
ENSSSCG00000033539 ENSOARG00000004720
ENSSSCG00000033541 ENSOARG00000015586
ENSSSCG00000033544 ENSOARG00000009046
ENSSSCG00000033545 ENSOARG00000012376
ENSSSCG00000033546 ENSOARG00000004886
ENSSSCG00000033551 ENSOARG00000018967
ENSSSCG00000033553 ENSOARG00000018539
ENSSSCG00000033556 ENSOARG00000021521
ENSSSCG00000033556 ENSOARG00000023226
ENSSSCG00000033556 ENSOARG00000023563
ENSSSCG00000033556 ENSOARG00000024539
ENSSSCG00000033558 ENSOARG00000013743
ENSSSCG00000033560 ENSOARG00000006585
ENSSSCG00000033560 ENSOARG00000006669
ENSSSCG00000033560 ENSOARG00000006727
ENSSSCG00000033566 ENSOARG00000020085
ENSSSCG00000033568 ENSOARG00000010330
ENSSSCG00000033570 ENSOARG00000009056
ENSSSCG00000033572 ENSOARG00000006107
ENSSSCG00000033574 ENSOARG00000012542
ENSSSCG00000033576 ENSOARG00000022906
ENSSSCG00000033577 ENSOARG00000010177
ENSSSCG00000033578 ENSOARG00000001329
ENSSSCG00000033581 ENSOARG00000006573
ENSSSCG00000033583 ENSOARG00000011334
ENSSSCG00000033585 ENSOARG00000007833
ENSSSCG00000033586 ENSOARG00000005422
ENSSSCG00000033590 ENSOARG00000006545
ENSSSCG00000033591 ENSOARG00000017664
ENSSSCG00000033592 ENSOARG00000005846
ENSSSCG00000033593 ENSOARG00000018970
ENSSSCG00000033594 ENSOARG00000001506
ENSSSCG00000033601 ENSOARG00000003706
ENSSSCG00000033602 ENSOARG00000012052
ENSSSCG00000033608 ENSOARG00000010126
ENSSSCG00000033610 ENSOARG00000000235
ENSSSCG00000033611 ENSOARG00000005366
ENSSSCG00000033613 ENSOARG00000001757
ENSSSCG00000033614 ENSOARG00000024245
ENSSSCG00000033620 ENSOARG00000018193
ENSSSCG00000033622 ENSOARG00000017661
ENSSSCG00000033623 ENSOARG00000003124
ENSSSCG00000033624 ENSOARG00000007281
ENSSSCG00000033626 ENSOARG00000001504
ENSSSCG00000033627 ENSOARG00000007420
ENSSSCG00000033629 ENSOARG00000017778
ENSSSCG00000033634 ENSOARG00000010020
ENSSSCG00000033636 ENSOARG00000005462
ENSSSCG00000033637 ENSOARG00000019257
ENSSSCG00000033639 ENSOARG00000022488
ENSSSCG00000033640 ENSOARG00000020800
ENSSSCG00000033640 ENSOARG00000020801
ENSSSCG00000033640 ENSOARG00000020807
ENSSSCG00000033643 ENSOARG00000009380
ENSSSCG00000033644 ENSOARG00000016421
ENSSSCG00000033648 ENSOARG00000004629
ENSSSCG00000033649 ENSOARG00000011862
ENSSSCG00000033653 ENSOARG00000011162
ENSSSCG00000033654 ENSOARG00000008608
ENSSSCG00000033659 ENSOARG00000022842
ENSSSCG00000033667 ENSOARG00000020866
ENSSSCG00000033669 ENSOARG00000005790
ENSSSCG00000033672 ENSOARG00000000974
ENSSSCG00000033674 ENSOARG00000017631
ENSSSCG00000033675 ENSOARG00000004832
ENSSSCG00000033678 ENSOARG00000021735
ENSSSCG00000033678 ENSOARG00000023338
ENSSSCG00000033682 ENSOARG00000016616
ENSSSCG00000033684 ENSOARG00000008358
ENSSSCG00000033685 ENSOARG00000001297
ENSSSCG00000033687 ENSOARG00000017204
ENSSSCG00000033688 ENSOARG00000002303
ENSSSCG00000033689 ENSOARG00000017353
ENSSSCG00000033690 ENSOARG00000010948
ENSSSCG00000033691 ENSOARG00000017671
ENSSSCG00000033692 ENSOARG00000003507
ENSSSCG00000033694 ENSOARG00000004986
ENSSSCG00000033694 ENSOARG00000018872
ENSSSCG00000033695 ENSOARG00000004464
ENSSSCG00000033697 ENSOARG00000016963
ENSSSCG00000033700 ENSOARG00000002368
ENSSSCG00000033702 ENSOARG00000004837
ENSSSCG00000033706 ENSOARG00000003688
ENSSSCG00000033708 ENSOARG00000001074
ENSSSCG00000033716 ENSOARG00000002071
ENSSSCG00000033720 ENSOARG00000007483
ENSSSCG00000033726 ENSOARG00000001915
ENSSSCG00000033728 ENSOARG00000009210
ENSSSCG00000033731 ENSOARG00000005820
ENSSSCG00000033732 ENSOARG00000007048
ENSSSCG00000033734 ENSOARG00000003793
ENSSSCG00000033734 ENSOARG00000019725
ENSSSCG00000033735 ENSOARG00000007315
ENSSSCG00000033737 ENSOARG00000016928
ENSSSCG00000033739 ENSOARG00000010252
ENSSSCG00000033741 ENSOARG00000003558
ENSSSCG00000033744 ENSOARG00000003599
ENSSSCG00000033749 ENSOARG00000014787
ENSSSCG00000033750 ENSOARG00000003976
ENSSSCG00000033753 ENSOARG00000017689
ENSSSCG00000033755 ENSOARG00000001597
ENSSSCG00000033756 ENSOARG00000024698
ENSSSCG00000033757 ENSOARG00000001267
ENSSSCG00000033757 ENSOARG00000005284
ENSSSCG00000033759 ENSOARG00000012274
ENSSSCG00000033760 ENSOARG00000006826
ENSSSCG00000033761 ENSOARG00000004940
ENSSSCG00000033762 ENSOARG00000002568
ENSSSCG00000033763 ENSOARG00000012393
ENSSSCG00000033764 ENSOARG00000023742
ENSSSCG00000033766 ENSOARG00000019416
ENSSSCG00000033768 ENSOARG00000009013
ENSSSCG00000033770 ENSOARG00000009360
ENSSSCG00000033780 ENSOARG00000008033
ENSSSCG00000033781 ENSOARG00000003857
ENSSSCG00000033784 ENSOARG00000000068
ENSSSCG00000033784 ENSOARG00000015079
ENSSSCG00000033784 ENSOARG00000019883
ENSSSCG00000033785 ENSOARG00000001597
ENSSSCG00000033786 ENSOARG00000007137
ENSSSCG00000033787 ENSOARG00000002230
ENSSSCG00000033788 ENSOARG00000018364
ENSSSCG00000033791 ENSOARG00000015101
ENSSSCG00000033792 ENSOARG00000012511
ENSSSCG00000033795 ENSOARG00000018569
ENSSSCG00000033795 ENSOARG00000018584
ENSSSCG00000033795 ENSOARG00000018597
ENSSSCG00000033795 ENSOARG00000018654
ENSSSCG00000033795 ENSOARG00000018664
ENSSSCG00000033795 ENSOARG00000018672
ENSSSCG00000033800 ENSOARG00000021097
ENSSSCG00000033805 ENSOARG00000012277
ENSSSCG00000033806 ENSOARG00000018739
ENSSSCG00000033807 ENSOARG00000013848
ENSSSCG00000033808 ENSOARG00000020790
ENSSSCG00000033809 ENSOARG00000004989
ENSSSCG00000033811 ENSOARG00000002673
ENSSSCG00000033814 ENSOARG00000005385
ENSSSCG00000033815 ENSOARG00000020492
ENSSSCG00000033821 ENSOARG00000003461
ENSSSCG00000033821 ENSOARG00000011178
ENSSSCG00000033821 ENSOARG00000011209
ENSSSCG00000033821 ENSOARG00000011338
ENSSSCG00000033821 ENSOARG00000011419
ENSSSCG00000033821 ENSOARG00000011458
ENSSSCG00000033821 ENSOARG00000011511
ENSSSCG00000033822 ENSOARG00000015271
ENSSSCG00000033823 ENSOARG00000017792
ENSSSCG00000033828 ENSOARG00000022258
ENSSSCG00000033828 ENSOARG00000022949
ENSSSCG00000033830 ENSOARG00000010607
ENSSSCG00000033833 ENSOARG00000008498
ENSSSCG00000033833 ENSOARG00000012908
ENSSSCG00000033834 ENSOARG00000018069
ENSSSCG00000033835 ENSOARG00000014167
ENSSSCG00000033836 ENSOARG00000006746
ENSSSCG00000033842 ENSOARG00000006663
ENSSSCG00000033842 ENSOARG00000006717
ENSSSCG00000033843 ENSOARG00000020003
ENSSSCG00000033844 ENSOARG00000009090
ENSSSCG00000033849 ENSOARG00000012851
ENSSSCG00000033851 ENSOARG00000007859
ENSSSCG00000033854 ENSOARG00000013956
ENSSSCG00000033858 ENSOARG00000000946
ENSSSCG00000033859 ENSOARG00000019236
ENSSSCG00000033860 ENSOARG00000020713
ENSSSCG00000033871 ENSOARG00000009933
ENSSSCG00000033871 ENSOARG00000015261
ENSSSCG00000033873 ENSOARG00000013130
ENSSSCG00000033876 ENSOARG00000011008
ENSSSCG00000033878 ENSOARG00000004062
ENSSSCG00000033879 ENSOARG00000004846
ENSSSCG00000033880 ENSOARG00000003347
ENSSSCG00000033883 ENSOARG00000005372
ENSSSCG00000033885 ENSOARG00000013299
ENSSSCG00000033887 ENSOARG00000009576
ENSSSCG00000033889 ENSOARG00000023851
ENSSSCG00000033894 ENSOARG00000013616
ENSSSCG00000033895 ENSOARG00000024464
ENSSSCG00000033898 ENSOARG00000017360
ENSSSCG00000033904 ENSOARG00000019639
ENSSSCG00000033905 ENSOARG00000021521
ENSSSCG00000033905 ENSOARG00000023226
ENSSSCG00000033905 ENSOARG00000023563
ENSSSCG00000033905 ENSOARG00000024539
ENSSSCG00000033907 ENSOARG00000003802
ENSSSCG00000033909 ENSOARG00000000819
ENSSSCG00000033909 ENSOARG00000001412
ENSSSCG00000033909 ENSOARG00000001579
ENSSSCG00000033910 ENSOARG00000008754
ENSSSCG00000033910 ENSOARG00000008816
ENSSSCG00000033910 ENSOARG00000010517
ENSSSCG00000033910 ENSOARG00000014360
ENSSSCG00000033910 ENSOARG00000014373
ENSSSCG00000033910 ENSOARG00000014387
ENSSSCG00000033910 ENSOARG00000014395
ENSSSCG00000033910 ENSOARG00000025166
ENSSSCG00000033910 ENSOARG00000025167
ENSSSCG00000033912 ENSOARG00000016432
ENSSSCG00000033913 ENSOARG00000004379
ENSSSCG00000033918 ENSOARG00000012641
ENSSSCG00000033919 ENSOARG00000006058
ENSSSCG00000033919 ENSOARG00000010490
ENSSSCG00000033920 ENSOARG00000013112
ENSSSCG00000033922 ENSOARG00000013523
ENSSSCG00000033926 ENSOARG00000005314
ENSSSCG00000033937 ENSOARG00000003665
ENSSSCG00000033941 ENSOARG00000019590
ENSSSCG00000033944 ENSOARG00000003575
ENSSSCG00000033945 ENSOARG00000009944
ENSSSCG00000033946 ENSOARG00000011917
ENSSSCG00000033951 ENSOARG00000020453
ENSSSCG00000033954 ENSOARG00000012205
ENSSSCG00000033956 ENSOARG00000008500
ENSSSCG00000033956 ENSOARG00000011194
ENSSSCG00000033958 ENSOARG00000019941
ENSSSCG00000033971 ENSOARG00000004638
ENSSSCG00000033979 ENSOARG00000016021
ENSSSCG00000033982 ENSOARG00000015003
ENSSSCG00000033983 ENSOARG00000018986
ENSSSCG00000033985 ENSOARG00000001171
ENSSSCG00000033987 ENSOARG00000016885
ENSSSCG00000033990 ENSOARG00000007089
ENSSSCG00000033993 ENSOARG00000008952
ENSSSCG00000033995 ENSOARG00000013670
ENSSSCG00000033996 ENSOARG00000024730
ENSSSCG00000033998 ENSOARG00000009339
ENSSSCG00000034006 ENSOARG00000016173
ENSSSCG00000034010 ENSOARG00000009002
ENSSSCG00000034010 ENSOARG00000017255
ENSSSCG00000034012 ENSOARG00000007472
ENSSSCG00000034013 ENSOARG00000003471
ENSSSCG00000034014 ENSOARG00000017561
ENSSSCG00000034016 ENSOARG00000021400
ENSSSCG00000034016 ENSOARG00000023950
ENSSSCG00000034017 ENSOARG00000000622
ENSSSCG00000034019 ENSOARG00000005134
ENSSSCG00000034019 ENSOARG00000018577
ENSSSCG00000034023 ENSOARG00000020790
ENSSSCG00000034035 ENSOARG00000002030
ENSSSCG00000034036 ENSOARG00000004584
ENSSSCG00000034037 ENSOARG00000013953
ENSSSCG00000034039 ENSOARG00000017439
ENSSSCG00000034039 ENSOARG00000017456
ENSSSCG00000034039 ENSOARG00000017470
ENSSSCG00000034040 ENSOARG00000002523
ENSSSCG00000034044 ENSOARG00000001748
ENSSSCG00000034045 ENSOARG00000013439
ENSSSCG00000034046 ENSOARG00000009002
ENSSSCG00000034046 ENSOARG00000017255
ENSSSCG00000034049 ENSOARG00000016719
ENSSSCG00000034050 ENSOARG00000021680
ENSSSCG00000034052 ENSOARG00000023993
ENSSSCG00000034053 ENSOARG00000024941
ENSSSCG00000034054 ENSOARG00000000102
ENSSSCG00000034054 ENSOARG00000000279
ENSSSCG00000034054 ENSOARG00000002209
ENSSSCG00000034058 ENSOARG00000017985
ENSSSCG00000034059 ENSOARG00000000515
ENSSSCG00000034062 ENSOARG00000016846
ENSSSCG00000034064 ENSOARG00000023607
ENSSSCG00000034066 ENSOARG00000000782
ENSSSCG00000034066 ENSOARG00000004530
ENSSSCG00000034066 ENSOARG00000019797
ENSSSCG00000034067 ENSOARG00000015418
ENSSSCG00000034070 ENSOARG00000013247
ENSSSCG00000034074 ENSOARG00000013256
ENSSSCG00000034077 ENSOARG00000006437
ENSSSCG00000034087 ENSOARG00000005972
ENSSSCG00000034090 ENSOARG00000012943
ENSSSCG00000034092 ENSOARG00000017861
ENSSSCG00000034096 ENSOARG00000000801
ENSSSCG00000034100 ENSOARG00000025110
ENSSSCG00000034101 ENSOARG00000017608
ENSSSCG00000034102 ENSOARG00000012189
ENSSSCG00000034105 ENSOARG00000013986
ENSSSCG00000034109 ENSOARG00000013774
ENSSSCG00000034110 ENSOARG00000002276
ENSSSCG00000034112 ENSOARG00000021312
ENSSSCG00000034112 ENSOARG00000022804
ENSSSCG00000034113 ENSOARG00000002943
ENSSSCG00000034114 ENSOARG00000011642
ENSSSCG00000034117 ENSOARG00000023930
ENSSSCG00000034119 ENSOARG00000007820
ENSSSCG00000034121 ENSOARG00000022468
ENSSSCG00000034122 ENSOARG00000007747
ENSSSCG00000034124 ENSOARG00000004547
ENSSSCG00000034124 ENSOARG00000020759
ENSSSCG00000034125 ENSOARG00000008493
ENSSSCG00000034126 ENSOARG00000021194
ENSSSCG00000034127 ENSOARG00000005530
ENSSSCG00000034131 ENSOARG00000017127
ENSSSCG00000034137 ENSOARG00000020749
ENSSSCG00000034138 ENSOARG00000008989
ENSSSCG00000034138 ENSOARG00000009012
ENSSSCG00000034138 ENSOARG00000017228
ENSSSCG00000034139 ENSOARG00000014564
ENSSSCG00000034146 ENSOARG00000002654
ENSSSCG00000034147 ENSOARG00000017620
ENSSSCG00000034151 ENSOARG00000000341
ENSSSCG00000034152 ENSOARG00000006775
ENSSSCG00000034153 ENSOARG00000017656
ENSSSCG00000034154 ENSOARG00000008084
ENSSSCG00000034155 ENSOARG00000005111
ENSSSCG00000034156 ENSOARG00000007610
ENSSSCG00000034159 ENSOARG00000000758
ENSSSCG00000034161 ENSOARG00000017215
ENSSSCG00000034164 ENSOARG00000007794
ENSSSCG00000034166 ENSOARG00000022279
ENSSSCG00000034167 ENSOARG00000007712
ENSSSCG00000034172 ENSOARG00000008954
ENSSSCG00000034173 ENSOARG00000011816
ENSSSCG00000034174 ENSOARG00000013888
ENSSSCG00000034176 ENSOARG00000014154
ENSSSCG00000034177 ENSOARG00000016568
ENSSSCG00000034178 ENSOARG00000007175
ENSSSCG00000034182 ENSOARG00000020866
ENSSSCG00000034186 ENSOARG00000009022
ENSSSCG00000034190 ENSOARG00000002653
ENSSSCG00000034191 ENSOARG00000005819
ENSSSCG00000034192 ENSOARG00000018540
ENSSSCG00000034197 ENSOARG00000007760
ENSSSCG00000034198 ENSOARG00000000842
ENSSSCG00000034200 ENSOARG00000003447
ENSSSCG00000034203 ENSOARG00000008950
ENSSSCG00000034205 ENSOARG00000024783
ENSSSCG00000034207 ENSOARG00000013395
ENSSSCG00000034211 ENSOARG00000013693
ENSSSCG00000034212 ENSOARG00000013932
ENSSSCG00000034213 ENSOARG00000014252
ENSSSCG00000034216 ENSOARG00000012415
ENSSSCG00000034217 ENSOARG00000012076
ENSSSCG00000034219 ENSOARG00000016634
ENSSSCG00000034220 ENSOARG00000018232
ENSSSCG00000034221 ENSOARG00000009002
ENSSSCG00000034221 ENSOARG00000017255
ENSSSCG00000034227 ENSOARG00000001203
ENSSSCG00000034227 ENSOARG00000008174
ENSSSCG00000034227 ENSOARG00000013275
ENSSSCG00000034228 ENSOARG00000012919
ENSSSCG00000034229 ENSOARG00000013803
ENSSSCG00000034230 ENSOARG00000017843
ENSSSCG00000034233 ENSOARG00000015509
ENSSSCG00000034235 ENSOARG00000002791
ENSSSCG00000034239 ENSOARG00000007528
ENSSSCG00000034242 ENSOARG00000007140
ENSSSCG00000034259 ENSOARG00000017358
ENSSSCG00000034260 ENSOARG00000012440
ENSSSCG00000034261 ENSOARG00000006888
ENSSSCG00000034262 ENSOARG00000005930
ENSSSCG00000034263 ENSOARG00000006035
ENSSSCG00000034265 ENSOARG00000018392
ENSSSCG00000034266 ENSOARG00000014614
ENSSSCG00000034266 ENSOARG00000014639
ENSSSCG00000034269 ENSOARG00000021872
ENSSSCG00000034269 ENSOARG00000023013
ENSSSCG00000034272 ENSOARG00000019824
ENSSSCG00000034278 ENSOARG00000006345
ENSSSCG00000034280 ENSOARG00000015300
ENSSSCG00000034282 ENSOARG00000019294
ENSSSCG00000034284 ENSOARG00000002546
ENSSSCG00000034285 ENSOARG00000010456
ENSSSCG00000034286 ENSOARG00000005838
ENSSSCG00000034288 ENSOARG00000017722
ENSSSCG00000034290 ENSOARG00000021195
ENSSSCG00000034291 ENSOARG00000011273
ENSSSCG00000034292 ENSOARG00000019437
ENSSSCG00000034293 ENSOARG00000025194
ENSSSCG00000034300 ENSOARG00000002531
ENSSSCG00000034301 ENSOARG00000003611
ENSSSCG00000034302 ENSOARG00000016113
ENSSSCG00000034303 ENSOARG00000024405
ENSSSCG00000034307 ENSOARG00000001294
ENSSSCG00000034308 ENSOARG00000009033
ENSSSCG00000034313 ENSOARG00000011453
ENSSSCG00000034314 ENSOARG00000012553
ENSSSCG00000034318 ENSOARG00000017225
ENSSSCG00000034321 ENSOARG00000006070
ENSSSCG00000034324 ENSOARG00000007499
ENSSSCG00000034330 ENSOARG00000024781
ENSSSCG00000034333 ENSOARG00000008979
ENSSSCG00000034339 ENSOARG00000011332
ENSSSCG00000034345 ENSOARG00000006314
ENSSSCG00000034347 ENSOARG00000015270
ENSSSCG00000034348 ENSOARG00000010627
ENSSSCG00000034350 ENSOARG00000018983
ENSSSCG00000034351 ENSOARG00000019658
ENSSSCG00000034352 ENSOARG00000003677
ENSSSCG00000034352 ENSOARG00000004560
ENSSSCG00000034353 ENSOARG00000012309
ENSSSCG00000034355 ENSOARG00000017330
ENSSSCG00000034357 ENSOARG00000013645
ENSSSCG00000034358 ENSOARG00000000206
ENSSSCG00000034360 ENSOARG00000019135
ENSSSCG00000034363 ENSOARG00000011015
ENSSSCG00000034363 ENSOARG00000011119
ENSSSCG00000034363 ENSOARG00000011124
ENSSSCG00000034363 ENSOARG00000017324
ENSSSCG00000034363 ENSOARG00000017364
ENSSSCG00000034363 ENSOARG00000017376
ENSSSCG00000034363 ENSOARG00000017401
ENSSSCG00000034363 ENSOARG00000017413
ENSSSCG00000034363 ENSOARG00000017651
ENSSSCG00000034364 ENSOARG00000017557
ENSSSCG00000034369 ENSOARG00000006783
ENSSSCG00000034372 ENSOARG00000008933
ENSSSCG00000034373 ENSOARG00000006041
ENSSSCG00000034374 ENSOARG00000013066
ENSSSCG00000034374 ENSOARG00000013185
ENSSSCG00000034375 ENSOARG00000021698
ENSSSCG00000034378 ENSOARG00000013168
ENSSSCG00000034379 ENSOARG00000002612
ENSSSCG00000034385 ENSOARG00000010532
ENSSSCG00000034386 ENSOARG00000016226
ENSSSCG00000034387 ENSOARG00000011395
ENSSSCG00000034388 ENSOARG00000014043
ENSSSCG00000034390 ENSOARG00000004356
ENSSSCG00000034395 ENSOARG00000018847
ENSSSCG00000034398 ENSOARG00000005669
ENSSSCG00000034399 ENSOARG00000003797
ENSSSCG00000034400 ENSOARG00000014345
ENSSSCG00000034402 ENSOARG00000000209
ENSSSCG00000034405 ENSOARG00000018558
ENSSSCG00000034406 ENSOARG00000011402
ENSSSCG00000034407 ENSOARG00000019402
ENSSSCG00000034410 ENSOARG00000013751
ENSSSCG00000034411 ENSOARG00000024398
ENSSSCG00000034414 ENSOARG00000018905
ENSSSCG00000034416 ENSOARG00000008989
ENSSSCG00000034416 ENSOARG00000009012
ENSSSCG00000034416 ENSOARG00000017228
ENSSSCG00000034418 ENSOARG00000020855
ENSSSCG00000034423 ENSOARG00000017140
ENSSSCG00000034424 ENSOARG00000007517
ENSSSCG00000034425 ENSOARG00000021241
ENSSSCG00000034427 ENSOARG00000004676
ENSSSCG00000034428 ENSOARG00000019805
ENSSSCG00000034429 ENSOARG00000000994
ENSSSCG00000034435 ENSOARG00000023279
ENSSSCG00000034435 ENSOARG00000024829
ENSSSCG00000034440 ENSOARG00000005655
ENSSSCG00000034441 ENSOARG00000017116
ENSSSCG00000034444 ENSOARG00000006063
ENSSSCG00000034448 ENSOARG00000013169
ENSSSCG00000034448 ENSOARG00000020159
ENSSSCG00000034449 ENSOARG00000006256
ENSSSCG00000034450 ENSOARG00000019221
ENSSSCG00000034452 ENSOARG00000018541
ENSSSCG00000034455 ENSOARG00000013194
ENSSSCG00000034458 ENSOARG00000024420
ENSSSCG00000034463 ENSOARG00000001597
ENSSSCG00000034465 ENSOARG00000019406
ENSSSCG00000034466 ENSOARG00000009427
ENSSSCG00000034466 ENSOARG00000018683
ENSSSCG00000034468 ENSOARG00000001325
ENSSSCG00000034469 ENSOARG00000007451
ENSSSCG00000034472 ENSOARG00000024138
ENSSSCG00000034473 ENSOARG00000025124
ENSSSCG00000034474 ENSOARG00000016319
ENSSSCG00000034479 ENSOARG00000001733
ENSSSCG00000034479 ENSOARG00000008557
ENSSSCG00000034482 ENSOARG00000014831
ENSSSCG00000034484 ENSOARG00000008477
ENSSSCG00000034487 ENSOARG00000001776
ENSSSCG00000034487 ENSOARG00000013789
ENSSSCG00000034488 ENSOARG00000005615
ENSSSCG00000034489 ENSOARG00000014091
ENSSSCG00000034490 ENSOARG00000012623
ENSSSCG00000034491 ENSOARG00000019738
ENSSSCG00000034492 ENSOARG00000022008
ENSSSCG00000034492 ENSOARG00000022531
ENSSSCG00000034492 ENSOARG00000023597
ENSSSCG00000034493 ENSOARG00000017765
ENSSSCG00000034494 ENSOARG00000015634
ENSSSCG00000034495 ENSOARG00000013119
ENSSSCG00000034500 ENSOARG00000004347
ENSSSCG00000034501 ENSOARG00000017594
ENSSSCG00000034502 ENSOARG00000008756
ENSSSCG00000034503 ENSOARG00000007788
ENSSSCG00000034506 ENSOARG00000012742
ENSSSCG00000034510 ENSOARG00000013538
ENSSSCG00000034511 ENSOARG00000003784
ENSSSCG00000034515 ENSOARG00000019295
ENSSSCG00000034516 ENSOARG00000020643
ENSSSCG00000034517 ENSOARG00000002550
ENSSSCG00000034518 ENSOARG00000008490
ENSSSCG00000034519 ENSOARG00000006513
ENSSSCG00000034520 ENSOARG00000022180
ENSSSCG00000034521 ENSOARG00000018460
ENSSSCG00000034522 ENSOARG00000016070
ENSSSCG00000034528 ENSOARG00000006969
ENSSSCG00000034529 ENSOARG00000002949
ENSSSCG00000034533 ENSOARG00000005782
ENSSSCG00000034535 ENSOARG00000016904
ENSSSCG00000034538 ENSOARG00000014102
ENSSSCG00000034539 ENSOARG00000000477
ENSSSCG00000034539 ENSOARG00000000593
ENSSSCG00000034540 ENSOARG00000000212
ENSSSCG00000034542 ENSOARG00000013431
ENSSSCG00000034543 ENSOARG00000025087
ENSSSCG00000034545 ENSOARG00000013418
ENSSSCG00000034547 ENSOARG00000017310
ENSSSCG00000034552 ENSOARG00000004748
ENSSSCG00000034552 ENSOARG00000016221
ENSSSCG00000034552 ENSOARG00000016233
ENSSSCG00000034555 ENSOARG00000021068
ENSSSCG00000034558 ENSOARG00000023800
ENSSSCG00000034559 ENSOARG00000011091
ENSSSCG00000034560 ENSOARG00000003031
ENSSSCG00000034569 ENSOARG00000005438
ENSSSCG00000034570 ENSOARG00000003341
ENSSSCG00000034571 ENSOARG00000021771
ENSSSCG00000034572 ENSOARG00000009375
ENSSSCG00000034572 ENSOARG00000009501
ENSSSCG00000034573 ENSOARG00000024611
ENSSSCG00000034573 ENSOARG00000024768
ENSSSCG00000034581 ENSOARG00000019791
ENSSSCG00000034585 ENSOARG00000023763
ENSSSCG00000034586 ENSOARG00000001489
ENSSSCG00000034592 ENSOARG00000000436
ENSSSCG00000034592 ENSOARG00000020335
ENSSSCG00000034594 ENSOARG00000012629
ENSSSCG00000034597 ENSOARG00000001467
ENSSSCG00000034598 ENSOARG00000013281
ENSSSCG00000034604 ENSOARG00000007847
ENSSSCG00000034605 ENSOARG00000021521
ENSSSCG00000034605 ENSOARG00000023226
ENSSSCG00000034605 ENSOARG00000023563
ENSSSCG00000034605 ENSOARG00000024539
ENSSSCG00000034607 ENSOARG00000008277
ENSSSCG00000034608 ENSOARG00000003305
ENSSSCG00000034608 ENSOARG00000010588
ENSSSCG00000034609 ENSOARG00000018197
ENSSSCG00000034611 ENSOARG00000019764
ENSSSCG00000034614 ENSOARG00000000381
ENSSSCG00000034615 ENSOARG00000016546
