gene_ID_ssc	gene_ID_oar	homology_type
ENSSSCG00000031244	ENSOARG00000001843	ortholog_one2one
ENSSSCG00000036152	ENSOARG00000005596	ortholog_one2one
ENSSSCG00000012741	ENSOARG00000008962	ortholog_one2one
ENSSSCG00000014034	ENSOARG00000006121	ortholog_one2one
ENSSSCG00000016556	ENSOARG00000005445	ortholog_one2one
ENSSSCG00000013090	ENSOARG00000011556	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000009820	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000008805	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000001096	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000011295	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000007722	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000000350	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000007519	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000018895	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000000700	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000002478	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000000554	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000005407	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000004557	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000003671	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000004098	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000010340	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000005052	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000003295	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000006110	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000002184	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000008590	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000003462	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000004722	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000010613	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000016454	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000008256	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000008931	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000005398	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000011031	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000005244	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000002825	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000003195	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000019069	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000007135	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000001484	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000011496	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000007433	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000009227	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000000525	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000011423	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000012150	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000011070	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000001993	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000018843	ortholog_many2many
ENSSSCG00000013090	ENSOARG00000016286	ortholog_many2many
ENSSSCG00000008357	ENSOARG00000019984	ortholog_one2one
ENSSSCG00000025796	ENSOARG00000007227	ortholog_one2one
ENSSSCG00000017272	ENSOARG00000015884	ortholog_one2one
ENSSSCG00000027017	ENSOARG00000004526	ortholog_one2many
ENSSSCG00000003040	ENSOARG00000008352	ortholog_one2one
ENSSSCG00000032541	ENSOARG00000000411	ortholog_one2one
ENSSSCG00000030351	ENSOARG00000009422	ortholog_one2one
ENSSSCG00000003329	ENSOARG00000005065	ortholog_one2one
ENSSSCG00000012742	ENSOARG00000008921	ortholog_one2one
ENSSSCG00000024388	ENSOARG00000015367	ortholog_one2one
ENSSSCG00000014035	ENSOARG00000006000	ortholog_one2one
ENSSSCG00000036090	ENSOARG00000017968	ortholog_one2one
ENSSSCG00000028908	ENSOARG00000000125	ortholog_one2one
ENSSSCG00000033602	ENSOARG00000012052	ortholog_one2one
ENSSSCG00000015569	ENSOARG00000004156	ortholog_one2one
ENSSSCG00000033173	ENSOARG00000014332	ortholog_one2one
ENSSSCG00000029256	ENSOARG00000001793	ortholog_one2one
ENSSSCG00000016925	ENSOARG00000007234	ortholog_one2one
ENSSSCG00000004656	ENSOARG00000000127	ortholog_one2many
ENSSSCG00000004656	ENSOARG00000000925	ortholog_one2many
ENSSSCG00000004656	ENSOARG00000018129	ortholog_one2many
ENSSSCG00000008358	ENSOARG00000019990	ortholog_one2one
ENSSSCG00000016034	ENSOARG00000016476	ortholog_one2one
ENSSSCG00000004068	ENSOARG00000004228	ortholog_one2one
ENSSSCG00000016557	ENSOARG00000005344	ortholog_one2one
ENSSSCG00000001613	ENSOARG00000001600	ortholog_one2one
ENSSSCG00000039674	ENSOARG00000004382	ortholog_one2one
ENSSSCG00000048235	ENSOARG00000011556	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000009820	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000008805	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000001096	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000011295	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000007722	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000000350	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000007519	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000018895	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000000700	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000002478	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000000554	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000005407	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000004557	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000003671	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000004098	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000010340	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000005052	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000003295	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000006110	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000002184	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000008590	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000003462	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000004722	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000010613	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000016454	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000008256	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000008931	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000005398	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000011031	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000005244	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000002825	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000003195	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000019069	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000007135	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000001484	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000011496	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000007433	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000009227	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000000525	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000011423	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000012150	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000011070	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000001993	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000018843	ortholog_many2many
ENSSSCG00000048235	ENSOARG00000016286	ortholog_many2many
ENSSSCG00000033168	ENSOARG00000009460	ortholog_one2one
ENSSSCG00000024633	ENSOARG00000015535	ortholog_one2one
ENSSSCG00000050945	ENSOARG00000004408	ortholog_one2one
ENSSSCG00000017273	ENSOARG00000015809	ortholog_one2one
ENSSSCG00000007312	ENSOARG00000005354	ortholog_one2one
ENSSSCG00000006550	ENSOARG00000002448	ortholog_one2one
ENSSSCG00000000519	ENSOARG00000014795	ortholog_one2one
ENSSSCG00000011609	ENSOARG00000001554	ortholog_one2many
ENSSSCG00000011609	ENSOARG00000001587	ortholog_one2many
ENSSSCG00000031230	ENSOARG00000010259	ortholog_one2many
ENSSSCG00000021617	ENSOARG00000007345	ortholog_one2one
ENSSSCG00000039270	ENSOARG00000001744	ortholog_one2one
ENSSSCG00000035276	ENSOARG00000005459	ortholog_one2one
ENSSSCG00000029257	ENSOARG00000004485	ortholog_one2one
ENSSSCG00000013927	ENSOARG00000009578	ortholog_one2one
ENSSSCG00000007313	ENSOARG00000015308	ortholog_one2one
ENSSSCG00000013096	ENSOARG00000011556	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000009820	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000008805	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000001096	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000011295	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000007722	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000000350	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000007519	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000018895	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000000700	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000002478	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000000554	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000005407	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000004557	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000003671	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000004098	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000010340	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000005052	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000003295	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000006110	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000002184	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000008590	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000003462	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000004722	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000010613	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000016454	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000008256	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000008931	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000005398	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000011031	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000005244	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000002825	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000003195	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000019069	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000007135	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000001484	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000011496	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000007433	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000009227	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000000525	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000011423	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000012150	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000011070	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000001993	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000018843	ortholog_many2many
ENSSSCG00000013096	ENSOARG00000016286	ortholog_many2many
ENSSSCG00000037550	ENSOARG00000013066	ortholog_many2many
ENSSSCG00000037550	ENSOARG00000013185	ortholog_many2many
ENSSSCG00000042549	ENSOARG00000015480	ortholog_many2many
ENSSSCG00000042549	ENSOARG00000015523	ortholog_many2many
ENSSSCG00000042549	ENSOARG00000010200	ortholog_many2many
ENSSSCG00000014036	ENSOARG00000005912	ortholog_one2many
ENSSSCG00000014036	ENSOARG00000004420	ortholog_one2many
ENSSSCG00000041644	ENSOARG00000013066	ortholog_many2many
ENSSSCG00000041644	ENSOARG00000013185	ortholog_many2many
ENSSSCG00000012234	ENSOARG00000000486	ortholog_one2one
ENSSSCG00000004155	ENSOARG00000002572	ortholog_one2one
ENSSSCG00000004414	ENSOARG00000010492	ortholog_one2one
ENSSSCG00000033524	ENSOARG00000014817	ortholog_one2one
ENSSSCG00000003338	ENSOARG00000004905	ortholog_one2one
ENSSSCG00000048034	ENSOARG00000018106	ortholog_one2many
ENSSSCG00000001616	ENSOARG00000001790	ortholog_one2one
ENSSSCG00000023112	ENSOARG00000012221	ortholog_one2one
ENSSSCG00000000950	ENSOARG00000014941	ortholog_one2one
ENSSSCG00000039529	ENSOARG00000015418	ortholog_one2many
ENSSSCG00000003914	ENSOARG00000001702	ortholog_one2one
ENSSSCG00000049430	ENSOARG00000009667	ortholog_one2one
ENSSSCG00000031423	ENSOARG00000019351	ortholog_one2one
ENSSSCG00000033251	ENSOARG00000001869	ortholog_one2one
ENSSSCG00000006551	ENSOARG00000002349	ortholog_one2one
ENSSSCG00000031796	ENSOARG00000007225	ortholog_one2one
ENSSSCG00000009258	ENSOARG00000007829	ortholog_one2one
ENSSSCG00000009761	ENSOARG00000000357	ortholog_one2one
ENSSSCG00000032552	ENSOARG00000007928	ortholog_one2one
ENSSSCG00000016555	ENSOARG00000005200	ortholog_one2one
ENSSSCG00000022035	ENSOARG00000004494	ortholog_one2one
ENSSSCG00000000951	ENSOARG00000014916	ortholog_one2one
ENSSSCG00000014037	ENSOARG00000005775	ortholog_one2one
ENSSSCG00000014426	ENSOARG00000004524	ortholog_one2one
ENSSSCG00000006552	ENSOARG00000002271	ortholog_one2one
ENSSSCG00000005962	ENSOARG00000007914	ortholog_one2one
ENSSSCG00000024361	ENSOARG00000004216	ortholog_one2one
ENSSSCG00000035411	ENSOARG00000016173	ortholog_one2many
ENSSSCG00000012743	ENSOARG00000008874	ortholog_one2one
ENSSSCG00000027430	ENSOARG00000011556	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000009820	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000008805	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000001096	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000011295	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000007722	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000000350	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000007519	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000018895	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000000700	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000002478	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000000554	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000005407	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000004557	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000003671	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000004098	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000010340	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000005052	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000003295	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000006110	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000002184	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000008590	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000003462	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000004722	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000010613	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000016454	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000008256	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000008931	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000005398	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000011031	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000005244	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000002825	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000003195	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000019069	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000007135	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000001484	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000011496	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000007433	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000009227	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000000525	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000011423	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000012150	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000011070	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000001993	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000018843	ortholog_many2many
ENSSSCG00000027430	ENSOARG00000016286	ortholog_many2many
ENSSSCG00000038565	ENSOARG00000000060	ortholog_one2many
ENSSSCG00000048822	ENSOARG00000015470	ortholog_one2many
ENSSSCG00000048822	ENSOARG00000010248	ortholog_one2many
ENSSSCG00000017274	ENSOARG00000015771	ortholog_one2one
ENSSSCG00000027101	ENSOARG00000006019	ortholog_one2one
ENSSSCG00000014038	ENSOARG00000005702	ortholog_one2one
ENSSSCG00000026196	ENSOARG00000018595	ortholog_one2many
ENSSSCG00000026196	ENSOARG00000018727	ortholog_one2many
ENSSSCG00000040498	ENSOARG00000005664	ortholog_one2one
ENSSSCG00000000014	ENSOARG00000019370	ortholog_one2one
ENSSSCG00000008359	ENSOARG00000019997	ortholog_one2one
ENSSSCG00000002257	ENSOARG00000010206	ortholog_one2one
ENSSSCG00000003630	ENSOARG00000019591	ortholog_one2one
ENSSSCG00000037354	ENSOARG00000001685	ortholog_one2one
ENSSSCG00000036941	ENSOARG00000012747	ortholog_one2one
ENSSSCG00000038179	ENSOARG00000017215	ortholog_one2many
ENSSSCG00000012235	ENSOARG00000000609	ortholog_one2one
ENSSSCG00000036033	ENSOARG00000004444	ortholog_one2one
ENSSSCG00000015570	ENSOARG00000004429	ortholog_one2one
ENSSSCG00000014427	ENSOARG00000004664	ortholog_one2one
ENSSSCG00000049644	ENSOARG00000001467	ortholog_one2many
ENSSSCG00000027654	ENSOARG00000004791	ortholog_one2one
ENSSSCG00000024488	ENSOARG00000005920	ortholog_one2one
ENSSSCG00000003339	ENSOARG00000004725	ortholog_one2one
ENSSSCG00000015193	ENSOARG00000015601	ortholog_one2many
ENSSSCG00000035760	ENSOARG00000001658	ortholog_one2one
ENSSSCG00000036813	ENSOARG00000007430	ortholog_one2one
ENSSSCG00000010762	ENSOARG00000015874	ortholog_one2one
ENSSSCG00000000952	ENSOARG00000014899	ortholog_one2one
ENSSSCG00000024455	ENSOARG00000015601	ortholog_one2many
ENSSSCG00000000018	ENSOARG00000019337	ortholog_one2one
ENSSSCG00000025839	ENSOARG00000009811	ortholog_one2one
ENSSSCG00000001619	ENSOARG00000002055	ortholog_one2one
ENSSSCG00000020859	ENSOARG00000004801	ortholog_one2one
ENSSSCG00000039250	ENSOARG00000018155	ortholog_many2many
ENSSSCG00000039250	ENSOARG00000018115	ortholog_many2many
ENSSSCG00000015194	ENSOARG00000010399	ortholog_one2one
ENSSSCG00000004413	ENSOARG00000010461	ortholog_one2one
ENSSSCG00000006553	ENSOARG00000002170	ortholog_one2one
ENSSSCG00000016035	ENSOARG00000016440	ortholog_one2one
ENSSSCG00000007904	ENSOARG00000005836	ortholog_one2one
ENSSSCG00000028031	ENSOARG00000001627	ortholog_one2one
ENSSSCG00000024770	ENSOARG00000008197	ortholog_one2one
ENSSSCG00000016562	ENSOARG00000005116	ortholog_one2one
ENSSSCG00000003917	ENSOARG00000001642	ortholog_one2one
ENSSSCG00000004065	ENSOARG00000004194	ortholog_one2one
ENSSSCG00000048338	ENSOARG00000013341	ortholog_many2many
ENSSSCG00000048338	ENSOARG00000016408	ortholog_many2many
ENSSSCG00000005965	ENSOARG00000008027	ortholog_one2one
ENSSSCG00000012744	ENSOARG00000008774	ortholog_one2one
ENSSSCG00000025661	ENSOARG00000010313	ortholog_one2one
ENSSSCG00000010761	ENSOARG00000016009	ortholog_one2one
ENSSSCG00000032962	ENSOARG00000004564	ortholog_one2one
ENSSSCG00000000522	ENSOARG00000000715	ortholog_one2many
ENSSSCG00000000522	ENSOARG00000019978	ortholog_one2many
ENSSSCG00000026113	ENSOARG00000019619	ortholog_one2one
ENSSSCG00000032642	ENSOARG00000005568	ortholog_one2one
ENSSSCG00000042258	ENSOARG00000017891	ortholog_many2many
ENSSSCG00000042258	ENSOARG00000008004	ortholog_many2many
ENSSSCG00000034535	ENSOARG00000016904	ortholog_one2many
ENSSSCG00000037065	ENSOARG00000005780	ortholog_one2one
ENSSSCG00000008360	ENSOARG00000020001	ortholog_one2one
ENSSSCG00000013097	ENSOARG00000011556	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000009820	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000008805	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000001096	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000011295	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000007722	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000000350	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000007519	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000018895	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000000700	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000002478	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000000554	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000005407	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000004557	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000003671	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000004098	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000010340	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000005052	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000003295	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000006110	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000002184	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000008590	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000003462	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000004722	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000010613	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000016454	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000008256	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000008931	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000005398	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000011031	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000005244	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000002825	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000003195	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000019069	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000007135	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000001484	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000011496	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000007433	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000009227	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000000525	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000011423	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000012150	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000011070	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000001993	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000018843	ortholog_many2many
ENSSSCG00000013097	ENSOARG00000016286	ortholog_many2many
ENSSSCG00000016563	ENSOARG00000005027	ortholog_one2one
ENSSSCG00000033528	ENSOARG00000015595	ortholog_one2one
ENSSSCG00000003918	ENSOARG00000001561	ortholog_one2one
ENSSSCG00000009764	ENSOARG00000001846	ortholog_one2one
ENSSSCG00000008792	ENSOARG00000012505	ortholog_one2one
ENSSSCG00000035212	ENSOARG00000012925	ortholog_one2one
ENSSSCG00000033684	ENSOARG00000008358	ortholog_one2one
ENSSSCG00000026662	ENSOARG00000000064	ortholog_one2many
ENSSSCG00000026662	ENSOARG00000000075	ortholog_one2many
ENSSSCG00000026662	ENSOARG00000002864	ortholog_one2many
ENSSSCG00000026662	ENSOARG00000002827	ortholog_one2many
ENSSSCG00000035908	ENSOARG00000002938	ortholog_one2many
ENSSSCG00000035908	ENSOARG00000005773	ortholog_one2many
ENSSSCG00000013098	ENSOARG00000011556	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000009820	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000008805	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000001096	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000011295	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000007722	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000000350	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000007519	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000018895	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000000700	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000002478	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000000554	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000005407	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000004557	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000003671	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000004098	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000010340	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000005052	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000003295	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000006110	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000002184	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000008590	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000003462	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000004722	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000010613	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000016454	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000008256	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000008931	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000005398	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000011031	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000005244	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000002825	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000003195	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000019069	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000007135	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000001484	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000011496	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000007433	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000009227	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000000525	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000011423	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000012150	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000011070	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000001993	ortholog_many2many
ENSSSCG00000013098	ENSOARG00000018843	ortholog_many2many
