junc_ratio	gene_id	circ_type	ssc_liver_1	ssc_liver_10	ssc_liver_2	ssc_liver_3	ssc_liver_4	ssc_liver_5	ssc_liver_6	ssc_liver_7	ssc_liver_8	ssc_liver_9	ssc_muscle_1	ssc_muscle_2	ssc_muscle_3	ssc_muscle_4	ssc_testis_1	ssc_testis_10	ssc_testis_2	ssc_testis_3	ssc_testis_4	ssc_testis_5	ssc_testis_6	ssc_testis_7	ssc_testis_8	ssc_testis_9
15:104222845|104229834	ENSSSCG00000029606	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.389	0.0	0.049	0.0	0.0	0.0	0.059	0.005	0.0	0.0
9:56068623|56132486	ENSSSCG00000015238	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.015	0.143	0.122	0.0	0.037	0.101	0.114	0.0	0.0
8:37543351|37569544	ENSSSCG00000008813	exon	0.203	0.167	0.0	0.0	0.0	0.082	0.0	0.077	0.0	0.0	0.0	0.0	0.0	0.0	0.588	0.0	0.261	0.075	0.0	0.0	0.071	0.0	0.0	0.0
6:161510032|161548147	ENSSSCG00000003877	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.414	0.0	0.008	0.022	0.018	0.013	0.0	0.013	0.0	0.022
7:60719877|60732585	ENSSSCG00000001924	exon	0.126	0.0	0.049	0.0	0.0	0.0	0.02	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.009	1.0	0.002	0.026	0.018	1.0	0.0	0.0
18:20960752|20961555	ENSSSCG00000022865	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.556	0.0	0.571	0.0	0.0	0.333	0.0	0.0	0.0	0.0
9:12512347|12519977	ENSSSCG00000014887	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.278	0.0	0.089	0.0	0.034	0.0	0.013	0.0	0.0	0.0
9:92462410|92470794	ENSSSCG00000020870	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.364	0.0	0.008	0.0	0.0	0.0	0.0	0.026	0.0	0.0
4:127630106|127638979	ENSSSCG00000006927	exon	0.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.068	0.132	1.0	0.0	0.065	1.0	0.055	0.048	1.0	1.0	0.0	0.0
5:9376440|9384116	ENSSSCG00000035577	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.421	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.016
6:17320031|17356850	ENSSSCG00000002755	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.267	0.0	0.158	0.096	0.095	0.094	0.083	0.094	0.0	0.0
6:164222108|164233725	ENSSSCG00000003888	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.147	0.0	0.0	0.077	0.0	0.0	0.0	0.0	0.0	0.0
3:31250808|31253767	ENSSSCG00000021118	exon	0.091	0.0	0.044	0.103	0.0	0.037	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.579	0.0	0.089	0.085	0.074	0.021	0.092	0.732	0.04	0.0
6:58276613|58279869	ENSSSCG00000003240	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.188	0.0	0.0	0.0	0.042	0.034	0.094	0.049	0.0	0.0
5:30560128|30572528	ENSSSCG00000000475	exon	0.282	0.158	0.042	0.0	0.0	0.041	0.0	0.084	0.185	0.075	0.0	0.333	0.125	0.174	0.312	0.0	0.254	0.085	0.105	0.0	0.296	0.118	0.0	0.0
5:34018844|34033773	ENSSSCG00000000496,ENSSSCG00000000500	exon	0.0	0.0	0.2	0.0	0.157	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.846	0.0	0.043	0.02	0.042	0.061	0.073	0.059	0.055	0.017
9:126369376|126371543	ENSSSCG00000015569	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.261	0.0	0.0	0.0	0.0	0.0	0.446	0.192	0.122	0.145	0.076	0.0	0.296	0.101	0.111	0.0
1:131532627|131539474	ENSSSCG00000040418	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.069	0.111	0.026	0.038	0.082	0.094	0.0	0.0
7:62685674|62697811	ENSSSCG00000039714	exon	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.157	0.0	0.0	1.0	0.082	0.032	0.059	0.0	0.0	0.0
9:17351072|17373225	ENSSSCG00000014902	exon	0.667	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.118	0.601	0.145	0.185	0.096	0.03	0.167	1.0	1.0	0.0	0.088
1:121217326|121235683	ENSSSCG00000004636	exon	0.615	0.211	0.171	0.0	0.0	0.0	0.356	0.0	0.078	0.0	0.0	0.0	0.0	1.0	0.833	0.204	0.56	1.0	0.714	0.157	0.356	0.323	0.161	0.125
5:94468982|94470304	ENSSSCG00000000926	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.553	0.0	0.127	0.026	0.061	0.094	0.0	0.102	0.0	0.0
2:44747121|44750065	ENSSSCG00000013391	exon	0.017	0.0	0.003	0.0	0.0	0.059	0.0	0.0	0.016	0.017	0.0	0.0	0.0	0.004	0.143	0.0	0.033	0.015	0.021	0.015	0.024	0.012	0.012	0.0
6:37201734|37227424	ENSSSCG00000033527	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.04	0.0	0.311	0.0	0.074	0.014	0.0	0.0	0.02	0.023	0.009	0.0	0.0	0.0	0.0	0.0
10:31303100|31308910	ENSSSCG00000021005	exon	0.053	0.005	0.071	0.0	0.0	0.004	0.014	0.0	0.002	0.006	0.0	0.0	0.0	0.0	0.684	0.0	0.007	0.004	0.006	0.005	0.0	0.006	0.0	0.0
10:31201782|31220915	ENSSSCG00000026087	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.385	0.0	0.006	0.002	0.002	0.008	0.0	0.004	0.122	0.016
8:87799383|87876502	ENSSSCG00000029920	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.03	0.056	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
17:37852424|37854328	ENSSSCG00000007280	exon	0.828	0.247	0.875	0.366	1.0	0.088	0.059	0.667	0.169	0.136	0.0	0.233	0.091	0.101	0.519	0.0	0.103	0.078	0.4	0.102	0.603	0.525	0.056	0.0
1:8696309|8698741	ENSSSCG00000031776	exon	0.0	0.0	0.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.329	0.042	1.0	0.029	0.018	0.038	1.0	1.0	1.0	0.0
4:82990344|83008862	ENSSSCG00000006303	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.222	0.0	0.0	0.0	0.0	0.001	1.0	1.0	1.0	1.0	0.333	1.0	1.0	0.0	0.0	0.0
12:35370682|35372768	ENSSSCG00000023727	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.018	1.0	0.057	0.0	0.013	0.0	0.0
1:163184041|163189984	ENSSSCG00000004927	exon	0.022	0.028	0.0	0.0	0.0	0.032	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.024	0.006	0.009	0.0	0.17	1.0	0.0	0.0
13:25342265|25398939	ENSSSCG00000025408	exon	0.0	0.0	0.909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0
4:16033294|16034892	ENSSSCG00000005983	exon	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111	0.0	0.041	0.0	0.008	0.004	0.004	0.0	0.005	0.01	0.0	0.0
1:242242621|242259806	ENSSSCG00000037954,ENSSSCG00000005391	exon	0.538	0.0	0.545	0.037	0.0	0.081	0.052	0.102	0.093	0.068	0.0	0.0	0.0	0.0	0.5	0.0	0.262	0.185	0.13	0.25	0.222	0.135	0.096	0.033
3:11771884|11782001	ENSSSCG00000007721	exon	0.127	0.0	0.053	0.0	0.0	0.022	0.0	0.052	0.041	0.041	0.0	0.04	0.0	0.015	1.0	0.0	0.016	1.0	1.0	0.011	1.0	0.013	0.0	0.008
1:193950368|193954291	ENSSSCG00000005110	exon	0.0	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.025	0.0	0.3	0.0	0.0	0.021	0.037	0.023	0.033	0.027	0.0	0.0
11:25147793|25152133	ENSSSCG00000029837	exon	0.0	0.154	0.538	0.0	0.0	0.0	0.108	0.0	0.067	0.051	0.0	0.0	0.0	0.0	0.75	0.0	0.727	0.0	0.0	0.044	0.036	0.0	0.0	0.0
9:41367955|41374298	ENSSSCG00000015050	exon	0.0	0.049	0.0	0.0	0.191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.889	0.0	0.178	0.016	0.174	0.045	0.024	0.033	0.0	0.0
13:140290847|140319624	ENSSSCG00000011889	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.014	0.011	0.002	0.125	0.0	0.188	0.014	0.105	0.0
1:28645803|28685342	ENSSSCG00000004166	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.039	0.129	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3:118225215|118250998	ENSSSCG00000008604	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.447	0.045	1.0	0.029	1.0	0.026	0.089	1.0	0.0	0.0
13:157683719|157702233	ENSSSCG00000031273	exon	0.875	0.0	0.706	0.0	1.0	0.0	0.0	0.0	1.0	0.5	0.0	0.0	0.522	0.769	0.774	0.0	0.636	0.615	0.533	0.5	0.667	0.667	0.0	0.0
14:111118446|111120455	ENSSSCG00000010544	exon	0.462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.286	0.118	0.033	0.122	0.212	0.093	0.115	0.0
2:144473587|144504270	ENSSSCG00000014399	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	1.0	0.0	1.0	1.0	1.0	0.046	1.0	1.0	0.0	0.0
5:16669113|16669538	ENSSSCG00000016138,ENSSSCG00000051669	exon	0.069	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.008	0.0	0.0	0.007	0.003	0.0
8:37832561|37847031	ENSSSCG00000008816	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.023	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
16:72086154|72105944	ENSSSCG00000017094	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.006	0.005	0.0	0.003	0.0	1.0	0.0	0.0	0.0
13:83143347|83147313	ENSSSCG00000011678	exon	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.043	0.0	0.0	0.0	0.074	1.0	0.0	1.0	0.0	0.092	0.075	0.037	1.0	0.083	0.129	0.0	0.0
17:50821910|50844309	ENSSSCG00000027444	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.019	0.023	0.0	0.0	1.0	0.028	0.0	0.0
13:30544508|30547685	ENSSSCG00000011340	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0
2:4336021|4338502	ENSSSCG00000012882	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.076	0.0	0.002	0.009	0.004	0.0	0.004	0.0	0.0	0.0
2:594391|600366	ENSSSCG00000012836	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.912	0.286	0.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13:137185110|137226265	ENSSSCG00000024904	exon	0.157	0.16	0.0	0.295	0.0	0.333	0.0	0.0	0.062	0.154	0.0	0.0	0.0	0.0	1.0	0.046	0.04	0.035	0.045	0.134	0.061	0.043	0.014	0.028
9:65844093|65847110	ENSSSCG00000015286	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.414	0.0	0.042	0.065	0.0	0.0	0.0	0.0	0.0	0.0
9:36495729|36497094	ENSSSCG00000029198	exon	0.0	0.0	0.044	0.0	0.0	0.019	0.067	0.035	0.0	0.0	0.0	0.021	0.009	0.0	1.0	0.027	0.0	0.0	0.009	0.0	0.039	0.028	0.011	0.0
4:95662876|95664165	ENSSSCG00000038125	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.381	0.375	0.0	1.0	0.462	0.053	0.0
4:97566524|97595259	ENSSSCG00000006619	exon	0.351	1.0	0.0	1.0	0.0	0.0	0.0	0.2	0.0	0.112	0.0	0.0	0.128	0.222	1.0	0.0	1.0	1.0	1.0	0.056	1.0	1.0	0.0	0.0
2:26516504|26518029	ENSSSCG00000013302	exon	0.0	0.002	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003
1:189419733|189440726	ENSSSCG00000005085	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.307	0.24	0.229	0.184	0.229	0.147	0.14	0.0
15:76192264|76235600	ENSSSCG00000015940	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.556	0.207	0.098	1.0	0.0	0.051	0.286	1.0	1.0	0.0	0.0	0.037	0.0
15:75630882|75642569	ENSSSCG00000040746	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.083	0.0	0.087	0.0	0.195	0.0	0.0
10:15051106|15056946	ENSSSCG00000010863	exon	0.0	0.044	0.0	0.0	0.625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.098	0.0	0.488	0.471	0.009	0.012	0.038	0.029	0.197	0.039
1:187388814|187401467	ENSSSCG00000005073	exon	0.0	0.105	0.0	0.829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.051	0.164	0.171	0.092	0.02	0.116	0.066	0.059	0.0
3:4264224|4269909	ENSSSCG00000021285	exon	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.595	0.0	0.4	0.0	0.348	0.008	1.0	1.0	0.0	0.0
17:25124204|25132019	ENSSSCG00000007080	exon	0.087	0.09	0.143	0.0	0.0	0.121	0.064	0.016	1.0	0.102	0.0	0.2	0.026	0.0	0.435	0.031	0.0	0.087	0.023	0.073	0.156	0.0	0.016	0.0
1:79882324|79886038	ENSSSCG00000004432	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.162	0.0	0.005	0.01	0.003	0.017	0.018	0.0	0.005	0.0
18:1604813|1619339	ENSSSCG00000016409,ENSSSCG00000033272	exon	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.108	0.0	0.059	0.0	0.0	0.018	0.013	0.0	0.0	0.0
3:110418171|110425724	ENSSSCG00000008538	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.003	0.002	0.0	0.0	0.002	0.0	0.0	0.0
6:68518302|68519409	ENSSSCG00000028572,ENSSSCG00000046937	exon	0.455	0.5	0.0	0.0	0.0	0.0	0.0	0.078	0.0	0.3	0.0	0.0	0.174	0.0	0.696	0.0	0.255	0.184	0.078	0.176	0.228	0.278	0.04	0.0
4:3108315|3137676	ENSSSCG00000005934	exon	1.0	0.207	1.0	0.737	0.763	0.323	1.0	0.286	0.117	0.365	0.0	0.509	1.0	0.247	0.62	1.0	1.0	0.682	0.686	1.0	0.242	0.123	0.042	1.0
6:106049307|106075591	ENSSSCG00000025653	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.857	0.0	0.011	0.017	0.064	0.013	0.0	0.008	0.051	0.0
9:8707786|8709627	ENSSSCG00000014838	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.767	0.031	0.08	0.006	0.017	0.038	0.022	0.033	0.0	0.0
10:53169687|53202893	ENSSSCG00000011085,ENSSSCG00000042149	exon	1.0	0.14	1.0	0.0	0.667	0.053	0.05	0.714	0.093	0.149	0.0	0.0	0.0	0.074	1.0	0.096	1.0	1.0	0.365	0.049	0.535	1.0	1.0	0.0
16:25952495|25960438	ENSSSCG00000021645	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.155	0.0	0.006	0.0	0.002	0.0	0.0	0.002	0.0	0.0
12:39036725|39037930	ENSSSCG00000026596	exon	0.0	0.0	0.052	0.0	0.0	0.0	0.0	0.0	0.045	0.036	0.0	0.2	0.0	0.0	1.0	0.0	0.038	0.035	0.023	0.057	1.0	0.03	0.0	0.015
15:83254391|83263333	ENSSSCG00000023983	exon	0.0	0.0	0.056	0.175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.977	0.0	0.759	0.019	0.444	0.022	0.02	0.0	0.0	0.0
1:104748096|104774676	ENSSSCG00000004535	exon	0.03	0.133	0.0	0.0	0.0	0.071	0.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.105	0.029	0.037	0.0	0.038	0.0	0.036	0.0	0.026	0.036
3:107198689|107229406	ENSSSCG00000008513	exon	0.0	0.0	1.0	0.0	0.383	0.145	0.333	0.138	0.069	0.212	0.0	0.0	0.0	0.118	0.057	0.0	1.0	0.118	1.0	1.0	0.046	1.0	0.0	0.0
5:46049707|46056977	ENSSSCG00000000549	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71	0.0	0.016	0.009	0.006	0.0	0.0	0.0	0.0	0.0
7:60757751|60778266	ENSSSCG00000001924	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.012	0.0	0.0	0.0	0.03	0.0	0.0	0.0
10:59836748|59853584	ENSSSCG00000039539	exon	0.0	0.0	0.0	0.0	0.034	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.0	0.0	0.121	0.0	0.023	0.0	0.0	0.0
14:136389553|136392871	ENSSSCG00000035045	exon	0.0	0.0	0.0	0.0	0.0	0.017	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.155	0.0	0.009	0.024	0.014	0.034	0.014	0.011	0.0	0.0
3:101126588|101134314	ENSSSCG00000008478	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.167	0.0	0.005	0.01	0.154	0.007	0.0
15:54268404|54271781	ENSSSCG00000015841	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.042	0.021	0.01	0.018	0.031	0.023	0.016	0.02
3:10611671|10616729	ENSSSCG00000007705	exon	1.0	0.5	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.052	0.541	0.268	0.199	0.275	0.222	0.295	0.084	0.127
9:124746022|124765469	ENSSSCG00000015558	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.018	0.0	0.0	0.0	0.077	0.011	0.012	0.0	0.02	1.0	0.003	0.006
1:128679848|128681151	ENSSSCG00000022039	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.455	0.0	0.188	0.034	0.058	0.08	0.082	0.095	0.008	0.0
3:69731689|69751971	ENSSSCG00000008307	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.141	0.0	0.0	0.0	0.0	0.0	0.0	0.304	0.0	0.174	0.0	0.0	0.062	0.0	0.032	0.0	0.0
3:18045916|18046140	ENSSSCG00000025321	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.462	0.209	0.32	0.628	0.085	0.227	0.138	0.126	0.071	0.091	0.072	0.0	0.034
10:20508015|20536074	ENSSSCG00000010900	exon	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.384	0.0	0.058	0.286	0.381	0.018	0.042	0.054	0.0	0.004
2:14941672|14948945	ENSSSCG00000040838	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.302	0.007	0.005	0.024	0.02	0.105	0.018	0.025	0.0	0.0
14:76153001|76178427	ENSSSCG00000010298	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.241	0.0	0.02	0.021	0.055	0.018	0.011	0.019	0.0	0.0
8:134925770|134941606	ENSSSCG00000009233	exon	0.269	0.0	0.097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.455	0.0	0.0	0.0	1.0	0.0	0.014	0.028	0.0	0.011	0.07	0.023	0.008	0.0
1:641934|688164	ENSSSCG00000004008	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.692	0.0	0.0	0.0	0.5	0.0	0.0	0.5	0.044	0.0
7:60723646|60732585	ENSSSCG00000001924	exon	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.006	0.0	0.0
6:110809477|110834070	ENSSSCG00000045029,ENSSSCG00000003717	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.009	0.009	0.005	0.011	0.011	0.008	0.0	0.0
3:42881922|42887048	ENSSSCG00000008079	exon	0.152	0.028	0.08	0.0	0.118	0.014	0.022	0.036	0.02	0.048	0.208	0.125	0.068	0.053	0.103	0.015	0.059	0.046	0.0	0.0	0.027	0.031	0.0	0.0
11:5577247|5581004	ENSSSCG00000009319	exon	0.128	0.095	0.082	0.0	0.0	0.069	0.0	0.083	0.0	0.0	0.0	0.0	0.06	0.0	0.176	0.006	0.079	0.018	0.016	0.02	0.033	0.02	0.015	0.014
7:103562502|103589454	ENSSSCG00000002410	exon	0.8	0.0	0.145	0.0	0.122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.857	1.0	0.375	0.222	1.0	0.069	1.0	1.0	0.0
6:42920359|42921794	ENSSSCG00000002865	exon	0.667	0.0	0.5	0.0	0.0	0.0	0.0	0.143	0.0	0.211	0.0	0.0	0.087	0.0	0.333	0.0	0.267	0.07	0.0	0.027	0.0	0.0	0.0	0.0
16:22537235|22543376	ENSSSCG00000016845	exon	0.038	0.0	0.0	0.0	0.267	0.0	0.0	0.0	0.235	0.0	0.0	0.0	0.0	0.0	0.56	0.057	0.381	0.235	0.08	0.0	0.091	0.311	0.0	0.0
13:206585679|206595340	ENSSSCG00000022164	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.305	0.0	1.0	0.028	0.13	0.0	0.039	0.011	0.0	0.057
3:101017984|101028254	ENSSSCG00000008475	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.142	0.0	0.047	0.056	0.0	0.066	0.039	0.0	0.0	0.0
1:264683712|264782210	ENSSSCG00000005585	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.533	0.5	0.25	0.083	0.0	0.0	0.0	0.0
5:82799606|82804808	ENSSSCG00000000870	exon	0.003	0.0	0.006	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.004	0.009	0.04	0.0	0.005	0.002	0.0	0.0	0.005	0.004	0.0	0.0
8:130035557|130043387	ENSSSCG00000026196	exon	0.29	0.0	0.458	0.0	0.0	0.0	0.0	0.0	0.381	0.0	0.0	0.0	0.0	0.0	0.696	0.0	0.0	0.303	0.0	0.0	0.138	0.0	0.0	0.077
15:68012927|68038299	ENSSSCG00000015889	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.112	0.018	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0
11:1118997|1128292	ENSSSCG00000009276	exon	0.333	0.0	0.4	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0
17:58621631|58641188	ENSSSCG00000007514	exon	0.005	0.0	0.0	0.0	0.096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12:16858906|16864192	ENSSSCG00000017308	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.074	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.009	0.003	0.016	0.006	0.003	0.0	0.0
9:36665959|36671678	ENSSSCG00000025606	exon	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.903	0.0	0.533	0.667	0.169	1.0	0.108	0.211	0.07	0.0
1:7073512|7093611	ENSSSCG00000004038	exon	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
